id,agenda_legislativa,corporacion_id,comision_id,activo,usercreated,usermodifed,created_at,updated_at
2538,3495,1,6000,NA,NA,NA,NA,NA
2539,3494,2,6026,NA,NA,NA,NA,NA
2540,3493,1,5828,NA,NA,NA,NA,NA
2541,3492,1,5830,NA,NA,NA,NA,NA
2542,3491,1,6007,NA,NA,NA,NA,NA
2543,3490,1,6020,NA,NA,NA,NA,NA
2544,3490,2,6021,NA,NA,NA,NA,NA
2545,3489,2,6028,NA,NA,NA,NA,NA
2546,3488,2,6024,NA,NA,NA,NA,NA
2547,3487,2,6023,NA,NA,NA,NA,NA
2548,3486,2,6022,NA,NA,NA,NA,NA
2549,3485,2,6008,NA,NA,NA,NA,NA
2550,3484,2,6016,NA,NA,NA,NA,NA
2551,3483,2,6015,NA,NA,NA,NA,NA
2552,3482,2,6014,NA,NA,NA,NA,NA
2553,3481,2,6009,NA,NA,NA,NA,NA
2554,3480,1,5819,NA,NA,NA,NA,NA
2555,3479,1,5995,NA,NA,NA,NA,NA
2556,3478,1,5987,NA,NA,NA,NA,NA
2557,3477,1,6550,NA,NA,NA,NA,NA
2558,3476,1,6547,NA,NA,NA,NA,NA
2559,3475,1,5822,NA,NA,NA,NA,NA
2560,3474,1,5726,NA,NA,NA,NA,NA
2561,3473,1,6002,NA,NA,NA,NA,NA
2562,3471,1,5723,NA,NA,NA,NA,NA
2563,3470,1,5721,NA,NA,NA,NA,NA
2564,3469,1,5720,NA,NA,NA,NA,NA
2565,3468,1,5719,NA,NA,NA,NA,NA
2566,3467,1,5718,NA,NA,NA,NA,NA
2567,3466,1,5717,NA,NA,NA,NA,NA
2568,3465,1,5716,NA,NA,NA,NA,NA
2569,3464,1,5715,NA,NA,NA,NA,NA
2570,3463,1,5714,NA,NA,NA,NA,NA
2571,3462,1,5708,NA,NA,NA,NA,NA
2572,3461,1,5988,NA,NA,NA,NA,NA
2573,3460,2,6011,NA,NA,NA,NA,NA
2574,3459,1,5690,NA,NA,NA,NA,NA
2575,3458,1,5689,NA,NA,NA,NA,NA
2576,3457,1,5696,NA,NA,NA,NA,NA
2577,3456,1,5682,NA,NA,NA,NA,NA
2578,3455,2,6027,NA,NA,NA,NA,NA
2579,3453,1,6017,NA,NA,NA,NA,NA
2580,3453,2,6018,NA,NA,NA,NA,NA
2581,3452,2,5749,NA,NA,NA,NA,NA
2582,3450,1,5686,NA,NA,NA,NA,NA
2583,3449,1,5668,NA,NA,NA,NA,NA
2584,3448,1,5667,NA,NA,NA,NA,NA
2585,3447,1,5666,NA,NA,NA,NA,NA
2586,3446,1,5665,NA,NA,NA,NA,NA
2587,3445,1,5664,NA,NA,NA,NA,NA
2588,3444,1,5663,NA,NA,NA,NA,NA
2589,3443,1,5661,NA,NA,NA,NA,NA
2590,3442,1,5737,NA,NA,NA,NA,NA
2591,3441,2,5751,NA,NA,NA,NA,NA
2592,3440,1,5770,NA,NA,NA,NA,NA
2593,3439,1,5649,NA,NA,NA,NA,NA
2594,3438,1,5648,NA,NA,NA,NA,NA
2595,3437,1,5647,NA,NA,NA,NA,NA
2596,3436,1,5646,NA,NA,NA,NA,NA
2597,3435,1,5644,NA,NA,NA,NA,NA
2598,3434,1,5642,NA,NA,NA,NA,NA
2599,3433,1,5640,NA,NA,NA,NA,NA
2600,3432,1,5638,NA,NA,NA,NA,NA
2601,3431,1,5636,NA,NA,NA,NA,NA
2602,3430,1,5633,NA,NA,NA,NA,NA
2603,3429,1,5627,NA,NA,NA,NA,NA
2604,3429,2,5628,NA,NA,NA,NA,NA
2605,3428,1,5629,NA,NA,NA,NA,NA
2606,3428,2,5630,NA,NA,NA,NA,NA
2607,3427,1,5623,NA,NA,NA,NA,NA
2608,3427,2,5624,NA,NA,NA,NA,NA
2609,3426,1,5618,NA,NA,NA,NA,NA
2610,3425,1,5613,NA,NA,NA,NA,NA
2611,3425,2,5614,NA,NA,NA,NA,NA
2612,3424,1,5612,NA,NA,NA,NA,NA
2613,3423,1,5607,NA,NA,NA,NA,NA
2614,3422,1,5599,NA,NA,NA,NA,NA
2615,3422,2,5600,NA,NA,NA,NA,NA
2616,3421,2,5755,NA,NA,NA,NA,NA
2617,3420,1,5660,NA,NA,NA,NA,NA
2618,3419,1,5594,NA,NA,NA,NA,NA
2619,3418,1,5593,NA,NA,NA,NA,NA
2620,3417,1,5591,NA,NA,NA,NA,NA
2621,3416,1,5592,NA,NA,NA,NA,NA
2622,3415,1,5584,NA,NA,NA,NA,NA
2623,3414,1,5583,NA,NA,NA,NA,NA
2624,3413,1,5582,NA,NA,NA,NA,NA
2625,3412,1,5581,NA,NA,NA,NA,NA
2626,3411,1,10197,NA,NA,NA,NA,NA
2627,3410,1,5579,NA,NA,NA,NA,NA
2628,3409,1,5875,NA,NA,NA,NA,NA
2629,3408,1,10227,NA,NA,NA,NA,NA
2630,3407,1,5576,NA,NA,NA,NA,NA
2631,3406,1,5771,NA,NA,NA,NA,NA
2632,3405,1,9919,NA,NA,NA,NA,NA
2633,3404,1,5762,NA,NA,NA,NA,NA
2634,3404,2,5763,NA,NA,NA,NA,NA
2635,3403,1,5778,NA,NA,NA,NA,NA
2636,3402,1,5764,NA,NA,NA,NA,NA
2637,3401,1,5781,NA,NA,NA,NA,NA
2638,3400,2,5747,NA,NA,NA,NA,NA
2639,3398,2,5750,NA,NA,NA,NA,NA
2640,3397,2,5754,NA,NA,NA,NA,NA
2641,3396,2,5748,NA,NA,NA,NA,NA
2642,3395,1,5752,NA,NA,NA,NA,NA
2643,3395,2,5753,NA,NA,NA,NA,NA
2644,3394,1,5777,NA,NA,NA,NA,NA
2645,3393,1,5769,NA,NA,NA,NA,NA
2646,3392,1,10026,NA,NA,NA,NA,NA
2647,3392,2,10027,NA,NA,NA,NA,NA
2648,3391,1,10024,NA,NA,NA,NA,NA
2649,3391,2,10025,NA,NA,NA,NA,NA
2650,3390,2,5501,NA,NA,NA,NA,NA
2651,3389,2,5498,NA,NA,NA,NA,NA
2652,3388,1,5772,NA,NA,NA,NA,NA
2653,3387,2,5761,NA,NA,NA,NA,NA
2654,3386,1,5776,NA,NA,NA,NA,NA
2655,3385,1,5775,NA,NA,NA,NA,NA
2656,3384,1,5774,NA,NA,NA,NA,NA
2657,3383,2,5559,NA,NA,NA,NA,NA
2658,3382,1,5554,NA,NA,NA,NA,NA
2659,3382,2,5555,NA,NA,NA,NA,NA
2660,3381,2,6522,NA,NA,NA,NA,NA
2661,3380,1,5544,NA,NA,NA,NA,NA
2662,3379,2,5561,NA,NA,NA,NA,NA
2663,3378,2,5560,NA,NA,NA,NA,NA
2664,3377,1,5542,NA,NA,NA,NA,NA
2665,3376,1,5474,NA,NA,NA,NA,NA
2666,3375,1,5473,NA,NA,NA,NA,NA
2667,3374,1,5472,NA,NA,NA,NA,NA
2668,3373,2,5470,NA,NA,NA,NA,NA
2669,3372,1,5730,NA,NA,NA,NA,NA
2670,3371,1,5468,NA,NA,NA,NA,NA
2671,3370,1,9912,NA,NA,NA,NA,NA
2672,3369,2,5465,NA,NA,NA,NA,NA
2673,3368,1,5567,NA,NA,NA,NA,NA
2674,3368,2,5568,NA,NA,NA,NA,NA
2675,3367,1,6521,NA,NA,NA,NA,NA
2676,3366,2,5453,NA,NA,NA,NA,NA
2677,3365,2,5415,NA,NA,NA,NA,NA
2678,3364,2,5414,NA,NA,NA,NA,NA
2679,3363,2,5412,NA,NA,NA,NA,NA
2680,3362,2,5411,NA,NA,NA,NA,NA
2681,3361,1,5553,NA,NA,NA,NA,NA
2682,3360,2,5564,NA,NA,NA,NA,NA
2683,3359,2,5563,NA,NA,NA,NA,NA
2684,3358,2,5406,NA,NA,NA,NA,NA
2685,3357,2,5405,NA,NA,NA,NA,NA
2686,3356,2,5399,NA,NA,NA,NA,NA
2687,3355,1,6520,NA,NA,NA,NA,NA
2688,3354,1,6545,NA,NA,NA,NA,NA
2689,3353,1,5551,NA,NA,NA,NA,NA
2690,3352,1,5543,NA,NA,NA,NA,NA
2691,3351,2,5377,NA,NA,NA,NA,NA
2692,3350,2,5558,NA,NA,NA,NA,NA
2693,3349,2,5556,NA,NA,NA,NA,NA
2694,3348,2,5566,NA,NA,NA,NA,NA
2695,3346,2,5369,NA,NA,NA,NA,NA
2696,3345,2,5368,NA,NA,NA,NA,NA
2697,3344,2,5565,NA,NA,NA,NA,NA
2698,3343,2,5365,NA,NA,NA,NA,NA
2699,3342,2,5364,NA,NA,NA,NA,NA
2700,3341,2,5562,NA,NA,NA,NA,NA
2701,3340,1,5490,NA,NA,NA,NA,NA
2702,3340,2,5491,NA,NA,NA,NA,NA
2703,3339,2,5359,NA,NA,NA,NA,NA
2704,3338,1,5545,NA,NA,NA,NA,NA
2705,3338,2,5546,NA,NA,NA,NA,NA
2706,3337,2,5846,NA,NA,NA,NA,NA
2707,3336,1,5437,NA,NA,NA,NA,NA
2708,3335,2,5413,NA,NA,NA,NA,NA
2709,3334,2,5442,NA,NA,NA,NA,NA
2710,3333,2,5342,NA,NA,NA,NA,NA
2711,3332,2,5339,NA,NA,NA,NA,NA
2712,3331,1,5418,NA,NA,NA,NA,NA
2713,3330,2,5439,NA,NA,NA,NA,NA
2714,3328,2,5329,NA,NA,NA,NA,NA
2715,3327,2,5328,NA,NA,NA,NA,NA
2716,3326,2,5327,NA,NA,NA,NA,NA
2717,3325,2,5326,NA,NA,NA,NA,NA
2718,3324,2,5321,NA,NA,NA,NA,NA
2719,3323,2,5320,NA,NA,NA,NA,NA
2720,3322,1,5438,NA,NA,NA,NA,NA
2721,3321,2,5315,NA,NA,NA,NA,NA
2722,3320,2,5312,NA,NA,NA,NA,NA
2723,3319,2,5313,NA,NA,NA,NA,NA
2724,3318,2,5304,NA,NA,NA,NA,NA
2725,3317,2,5303,NA,NA,NA,NA,NA
2726,3316,2,5302,NA,NA,NA,NA,NA
2727,3315,2,5301,NA,NA,NA,NA,NA
2728,3314,2,5443,NA,NA,NA,NA,NA
2729,3313,2,5276,NA,NA,NA,NA,NA
2730,3312,2,5275,NA,NA,NA,NA,NA
2731,3311,2,5274,NA,NA,NA,NA,NA
2732,3310,2,5270,NA,NA,NA,NA,NA
2733,3309,1,6519,NA,NA,NA,NA,NA
2734,3308,1,5296,NA,NA,NA,NA,NA
2735,3307,2,5264,NA,NA,NA,NA,NA
2736,3306,2,5263,NA,NA,NA,NA,NA
2737,3305,1,5295,NA,NA,NA,NA,NA
2738,3304,1,5436,NA,NA,NA,NA,NA
2739,3303,2,5446,NA,NA,NA,NA,NA
2740,3302,1,5417,NA,NA,NA,NA,NA
2741,3301,2,5250,NA,NA,NA,NA,NA
2742,3300,2,5440,NA,NA,NA,NA,NA
2743,3299,2,5247,NA,NA,NA,NA,NA
2744,3298,1,5435,NA,NA,NA,NA,NA
2745,3297,1,5423,NA,NA,NA,NA,NA
2746,3296,1,5422,NA,NA,NA,NA,NA
2747,3294,1,6518,NA,NA,NA,NA,NA
2748,3293,1,5421,NA,NA,NA,NA,NA
2749,3292,2,5249,NA,NA,NA,NA,NA
2750,3291,2,5238,NA,NA,NA,NA,NA
2751,3290,1,5434,NA,NA,NA,NA,NA
2752,3289,2,5235,NA,NA,NA,NA,NA
2753,3288,1,5433,NA,NA,NA,NA,NA
2754,3287,2,9913,NA,NA,NA,NA,NA
2755,3286,1,5432,NA,NA,NA,NA,NA
2756,3285,1,5419,NA,NA,NA,NA,NA
2757,3284,2,5224,NA,NA,NA,NA,NA
2758,3283,1,5290,NA,NA,NA,NA,NA
2759,3281,2,5209,NA,NA,NA,NA,NA
2760,3279,2,5202,NA,NA,NA,NA,NA
2761,3277,2,5200,NA,NA,NA,NA,NA
2762,3276,2,5197,NA,NA,NA,NA,NA
2763,3275,1,5426,NA,NA,NA,NA,NA
2764,3274,2,5194,NA,NA,NA,NA,NA
2765,3272,1,5425,NA,NA,NA,NA,NA
2766,3271,2,5188,NA,NA,NA,NA,NA
2767,3270,2,5187,NA,NA,NA,NA,NA
2768,3269,2,5186,NA,NA,NA,NA,NA
2769,3268,2,5185,NA,NA,NA,NA,NA
2770,3267,2,5184,NA,NA,NA,NA,NA
2771,3266,2,5182,NA,NA,NA,NA,NA
2772,3265,2,5441,NA,NA,NA,NA,NA
2773,3264,2,5448,NA,NA,NA,NA,NA
2774,3263,2,5447,NA,NA,NA,NA,NA
2775,3262,2,5445,NA,NA,NA,NA,NA
2776,3261,1,5449,NA,NA,NA,NA,NA
2777,3261,2,5450,NA,NA,NA,NA,NA
2778,3260,2,5444,NA,NA,NA,NA,NA
2779,3259,2,5163,NA,NA,NA,NA,NA
2780,3258,2,5162,NA,NA,NA,NA,NA
2781,3257,2,5278,NA,NA,NA,NA,NA
2782,3256,2,5155,NA,NA,NA,NA,NA
2783,3255,2,5154,NA,NA,NA,NA,NA
2784,3254,2,5283,NA,NA,NA,NA,NA
2785,3253,2,5282,NA,NA,NA,NA,NA
2786,3252,2,5277,NA,NA,NA,NA,NA
2787,3251,1,5145,NA,NA,NA,NA,NA
2788,3249,2,5173,NA,NA,NA,NA,NA
2789,3248,2,5113,NA,NA,NA,NA,NA
2790,3246,2,5100,NA,NA,NA,NA,NA
2791,3245,1,5294,NA,NA,NA,NA,NA
2792,3244,2,5097,NA,NA,NA,NA,NA
2793,3243,1,5287,NA,NA,NA,NA,NA
2794,3242,2,5285,NA,NA,NA,NA,NA
2795,3241,1,5289,NA,NA,NA,NA,NA
2796,3240,1,6516,NA,NA,NA,NA,NA
2797,3240,2,6517,NA,NA,NA,NA,NA
2798,3239,2,5084,NA,NA,NA,NA,NA
2799,3238,1,5082,NA,NA,NA,NA,NA
2800,3237,2,5078,NA,NA,NA,NA,NA
2801,3236,2,5077,NA,NA,NA,NA,NA
2802,3235,1,5076,NA,NA,NA,NA,NA
2803,3234,2,5075,NA,NA,NA,NA,NA
2804,3233,2,5074,NA,NA,NA,NA,NA
2805,3232,1,5291,NA,NA,NA,NA,NA
2806,3232,2,5292,NA,NA,NA,NA,NA
2807,3231,2,5071,NA,NA,NA,NA,NA
2808,3230,2,5070,NA,NA,NA,NA,NA
2809,3229,1,5068,NA,NA,NA,NA,NA
2810,3228,2,5284,NA,NA,NA,NA,NA
2811,3227,2,5065,NA,NA,NA,NA,NA
2812,3226,2,5279,NA,NA,NA,NA,NA
2813,3225,2,5281,NA,NA,NA,NA,NA
2814,3224,2,6515,NA,NA,NA,NA,NA
2815,3223,2,5286,NA,NA,NA,NA,NA
2816,3222,2,5053,NA,NA,NA,NA,NA
2817,3221,2,6541,NA,NA,NA,NA,NA
2818,3220,2,5045,NA,NA,NA,NA,NA
2819,3219,1,6514,NA,NA,NA,NA,NA
2820,3218,2,5042,NA,NA,NA,NA,NA
2821,3217,2,5041,NA,NA,NA,NA,NA
2822,3216,2,5039,NA,NA,NA,NA,NA
2823,3215,2,5038,NA,NA,NA,NA,NA
2824,3214,2,5036,NA,NA,NA,NA,NA
2825,3213,2,5037,NA,NA,NA,NA,NA
2826,3212,2,5034,NA,NA,NA,NA,NA
2827,3211,2,5033,NA,NA,NA,NA,NA
2828,3210,2,5031,NA,NA,NA,NA,NA
2829,3209,1,5135,NA,NA,NA,NA,NA
2830,3208,2,5101,NA,NA,NA,NA,NA
2831,3207,2,5017,NA,NA,NA,NA,NA
2832,3206,2,5015,NA,NA,NA,NA,NA
2833,3205,2,5013,NA,NA,NA,NA,NA
2834,3204,2,5012,NA,NA,NA,NA,NA
2835,3203,1,5136,NA,NA,NA,NA,NA
2836,3202,1,6511,NA,NA,NA,NA,NA
2837,3201,1,5128,NA,NA,NA,NA,NA
2838,3200,1,5126,NA,NA,NA,NA,NA
2839,3199,2,5027,NA,NA,NA,NA,NA
2840,3198,2,4987,NA,NA,NA,NA,NA
2841,3197,2,5028,NA,NA,NA,NA,NA
2842,3196,1,4979,NA,NA,NA,NA,NA
2843,3196,2,4980,NA,NA,NA,NA,NA
2844,3195,2,4981,NA,NA,NA,NA,NA
2845,3194,2,4975,NA,NA,NA,NA,NA
2846,3193,2,4973,NA,NA,NA,NA,NA
2847,3192,1,4971,NA,NA,NA,NA,NA
2848,3192,2,4972,NA,NA,NA,NA,NA
2849,3191,2,4970,NA,NA,NA,NA,NA
2850,3190,2,4969,NA,NA,NA,NA,NA
2851,3189,2,4967,NA,NA,NA,NA,NA
2852,3188,2,4966,NA,NA,NA,NA,NA
2853,3187,1,4962,NA,NA,NA,NA,NA
2854,3186,1,4961,NA,NA,NA,NA,NA
2855,3185,1,4960,NA,NA,NA,NA,NA
2856,3184,2,4988,NA,NA,NA,NA,NA
2857,3183,1,4958,NA,NA,NA,NA,NA
2858,3182,1,4957,NA,NA,NA,NA,NA
2859,3181,1,4955,NA,NA,NA,NA,NA
2860,3180,1,4954,NA,NA,NA,NA,NA
2861,3179,1,4953,NA,NA,NA,NA,NA
2862,3178,1,4952,NA,NA,NA,NA,NA
2863,3177,1,5882,NA,NA,NA,NA,NA
2864,3176,1,4950,NA,NA,NA,NA,NA
2865,3175,1,4949,NA,NA,NA,NA,NA
2866,3174,1,4947,NA,NA,NA,NA,NA
2867,3173,2,5107,NA,NA,NA,NA,NA
2868,3172,2,5106,NA,NA,NA,NA,NA
2869,3171,1,6506,NA,NA,NA,NA,NA
2870,3170,1,5121,NA,NA,NA,NA,NA
2871,3169,1,5132,NA,NA,NA,NA,NA
2872,3168,1,5130,NA,NA,NA,NA,NA
2873,3166,1,5125,NA,NA,NA,NA,NA
2874,3165,1,5088,NA,NA,NA,NA,NA
2875,3163,1,5138,NA,NA,NA,NA,NA
2876,3162,2,5102,NA,NA,NA,NA,NA
2877,3161,1,5137,NA,NA,NA,NA,NA
2878,3160,1,5123,NA,NA,NA,NA,NA
2879,3159,1,4902,NA,NA,NA,NA,NA
2880,3158,2,5104,NA,NA,NA,NA,NA
2881,3153,2,5105,NA,NA,NA,NA,NA
2882,3152,2,5109,NA,NA,NA,NA,NA
2883,3151,2,5108,NA,NA,NA,NA,NA
2884,3150,1,4866,NA,NA,NA,NA,NA
2885,3149,1,4865,NA,NA,NA,NA,NA
2886,3148,1,4864,NA,NA,NA,NA,NA
2887,3147,1,4863,NA,NA,NA,NA,NA
2888,3146,1,4861,NA,NA,NA,NA,NA
2889,3145,1,5873,NA,NA,NA,NA,NA
2890,3144,1,4859,NA,NA,NA,NA,NA
2891,3143,1,4858,NA,NA,NA,NA,NA
2892,3142,1,4856,NA,NA,NA,NA,NA
2893,3141,1,5119,NA,NA,NA,NA,NA
2894,3140,1,4854,NA,NA,NA,NA,NA
2895,3139,2,4944,NA,NA,NA,NA,NA
2896,3138,2,4945,NA,NA,NA,NA,NA
2897,3136,2,5018,NA,NA,NA,NA,NA
2898,3135,2,4843,NA,NA,NA,NA,NA
2899,3134,2,4851,NA,NA,NA,NA,NA
2900,3133,1,5134,NA,NA,NA,NA,NA
2901,3132,1,4839,NA,NA,NA,NA,NA
2902,3132,2,4840,NA,NA,NA,NA,NA
2903,3131,1,4836,NA,NA,NA,NA,NA
2904,3130,1,4835,NA,NA,NA,NA,NA
2905,3129,1,4834,NA,NA,NA,NA,NA
2906,3128,1,4833,NA,NA,NA,NA,NA
2907,3127,1,5133,NA,NA,NA,NA,NA
2908,3126,1,4831,NA,NA,NA,NA,NA
2909,3125,2,5118,NA,NA,NA,NA,NA
2910,3124,1,4829,NA,NA,NA,NA,NA
2911,3123,2,5117,NA,NA,NA,NA,NA
2912,3122,1,4827,NA,NA,NA,NA,NA
2913,3121,2,5116,NA,NA,NA,NA,NA
2914,3120,2,5115,NA,NA,NA,NA,NA
2915,3119,2,5114,NA,NA,NA,NA,NA
2916,3118,2,4846,NA,NA,NA,NA,NA
2917,3117,2,5112,NA,NA,NA,NA,NA
2918,3116,2,5110,NA,NA,NA,NA,NA
2919,3115,2,4879,NA,NA,NA,NA,NA
2920,3114,1,4891,NA,NA,NA,NA,NA
2921,3113,1,4890,NA,NA,NA,NA,NA
2922,3112,2,6503,NA,NA,NA,NA,NA
2923,3111,1,4906,NA,NA,NA,NA,NA
2924,3110,1,4901,NA,NA,NA,NA,NA
2925,3109,1,4794,NA,NA,NA,NA,NA
2926,3108,1,4793,NA,NA,NA,NA,NA
2927,3107,1,4911,NA,NA,NA,NA,NA
2928,3107,2,4912,NA,NA,NA,NA,NA
2929,3106,2,4889,NA,NA,NA,NA,NA
2930,3105,1,4788,NA,NA,NA,NA,NA
2931,3103,1,4783,NA,NA,NA,NA,NA
2932,3102,1,4778,NA,NA,NA,NA,NA
2933,3101,1,4776,NA,NA,NA,NA,NA
2934,3100,1,4784,NA,NA,NA,NA,NA
2935,3100,2,4785,NA,NA,NA,NA,NA
2936,3099,1,4772,NA,NA,NA,NA,NA
2937,3099,2,4773,NA,NA,NA,NA,NA
2938,3098,1,4771,NA,NA,NA,NA,NA
2939,3097,1,4769,NA,NA,NA,NA,NA
2940,3097,2,4770,NA,NA,NA,NA,NA
2941,3096,1,4903,NA,NA,NA,NA,NA
2942,3095,2,4886,NA,NA,NA,NA,NA
2943,3094,1,6502,NA,NA,NA,NA,NA
2944,3093,2,4759,NA,NA,NA,NA,NA
2945,3092,1,4758,NA,NA,NA,NA,NA
2946,3091,1,4757,NA,NA,NA,NA,NA
2947,3090,1,4755,NA,NA,NA,NA,NA
2948,3090,2,4756,NA,NA,NA,NA,NA
2949,3089,1,4753,NA,NA,NA,NA,NA
2950,3089,2,4754,NA,NA,NA,NA,NA
2951,3088,2,4750,NA,NA,NA,NA,NA
2952,3087,2,4751,NA,NA,NA,NA,NA
2953,3086,2,4884,NA,NA,NA,NA,NA
2954,3085,1,4745,NA,NA,NA,NA,NA
2955,3084,2,4881,NA,NA,NA,NA,NA
2956,3083,2,4880,NA,NA,NA,NA,NA
2957,3082,1,4895,NA,NA,NA,NA,NA
2958,3081,2,4888,NA,NA,NA,NA,NA
2959,3080,2,4878,NA,NA,NA,NA,NA
2960,3079,2,4883,NA,NA,NA,NA,NA
2961,3078,1,4898,NA,NA,NA,NA,NA
2962,3077,1,4899,NA,NA,NA,NA,NA
2963,3076,2,4725,NA,NA,NA,NA,NA
2964,3074,1,4893,NA,NA,NA,NA,NA
2965,3072,1,4897,NA,NA,NA,NA,NA
2966,3071,1,4896,NA,NA,NA,NA,NA
2967,3070,1,4711,NA,NA,NA,NA,NA
2968,3070,2,4712,NA,NA,NA,NA,NA
2969,3069,2,4672,NA,NA,NA,NA,NA
2970,3068,2,4670,NA,NA,NA,NA,NA
2971,3067,1,4675,NA,NA,NA,NA,NA
2972,3067,2,4676,NA,NA,NA,NA,NA
2973,3066,2,4665,NA,NA,NA,NA,NA
2974,3065,1,4663,NA,NA,NA,NA,NA
2975,3065,2,4664,NA,NA,NA,NA,NA
2976,3064,2,4662,NA,NA,NA,NA,NA
2977,3063,2,4693,NA,NA,NA,NA,NA
2978,3059,1,4714,NA,NA,NA,NA,NA
2979,3058,1,4715,NA,NA,NA,NA,NA
2980,3057,1,4707,NA,NA,NA,NA,NA
2981,3056,2,4692,NA,NA,NA,NA,NA
2982,3055,2,4696,NA,NA,NA,NA,NA
2983,3054,2,4695,NA,NA,NA,NA,NA
2984,3053,2,4635,NA,NA,NA,NA,NA
2985,3052,2,5843,NA,NA,NA,NA,NA
2986,3051,2,4631,NA,NA,NA,NA,NA
2987,3050,1,4629,NA,NA,NA,NA,NA
2988,3050,2,4630,NA,NA,NA,NA,NA
2989,3049,2,4698,NA,NA,NA,NA,NA
2990,3048,2,4697,NA,NA,NA,NA,NA
2991,3047,2,4704,NA,NA,NA,NA,NA
2992,3046,1,5046,NA,NA,NA,NA,NA
2993,3046,2,5047,NA,NA,NA,NA,NA
2994,3045,1,4620,NA,NA,NA,NA,NA
2995,3045,2,4621,NA,NA,NA,NA,NA
2996,3044,2,4619,NA,NA,NA,NA,NA
2997,3043,2,4618,NA,NA,NA,NA,NA
2998,3042,1,4708,NA,NA,NA,NA,NA
2999,3041,1,4705,NA,NA,NA,NA,NA
3000,3040,1,4706,NA,NA,NA,NA,NA
3001,3039,2,4700,NA,NA,NA,NA,NA
3002,3038,2,4699,NA,NA,NA,NA,NA
3003,3037,1,4716,NA,NA,NA,NA,NA
3004,3036,1,4709,NA,NA,NA,NA,NA
3005,3035,2,4702,NA,NA,NA,NA,NA
3006,3034,2,4703,NA,NA,NA,NA,NA
3007,3033,1,4710,NA,NA,NA,NA,NA
3008,3032,2,4694,NA,NA,NA,NA,NA
3009,3031,2,4593,NA,NA,NA,NA,NA
3010,3030,1,4713,NA,NA,NA,NA,NA
3011,3029,2,4580,NA,NA,NA,NA,NA
3012,3028,2,4576,NA,NA,NA,NA,NA
3013,3027,2,4562,NA,NA,NA,NA,NA
3014,3026,1,4560,NA,NA,NA,NA,NA
3015,3026,2,4561,NA,NA,NA,NA,NA
3016,3025,2,4559,NA,NA,NA,NA,NA
3017,3024,2,4558,NA,NA,NA,NA,NA
3018,3023,2,4557,NA,NA,NA,NA,NA
3019,3022,2,4556,NA,NA,NA,NA,NA
3020,3021,2,4555,NA,NA,NA,NA,NA
3021,3020,1,4553,NA,NA,NA,NA,NA
3022,3020,2,4554,NA,NA,NA,NA,NA
3023,3019,1,5883,NA,NA,NA,NA,NA
3024,3019,2,5884,NA,NA,NA,NA,NA
3025,3018,2,4550,NA,NA,NA,NA,NA
3026,3017,2,4728,NA,NA,NA,NA,NA
3027,3016,2,4545,NA,NA,NA,NA,NA
3028,3015,2,4985,NA,NA,NA,NA,NA
3029,3014,2,5893,NA,NA,NA,NA,NA
3030,3013,2,4989,NA,NA,NA,NA,NA
3031,3012,2,5234,NA,NA,NA,NA,NA
3032,3011,2,4525,NA,NA,NA,NA,NA
3033,3010,1,4521,NA,NA,NA,NA,NA
3034,3010,2,4522,NA,NA,NA,NA,NA
3035,3009,2,4518,NA,NA,NA,NA,NA
3036,3008,1,4519,NA,NA,NA,NA,NA
3037,3008,2,4520,NA,NA,NA,NA,NA
3038,3007,2,5891,NA,NA,NA,NA,NA
3039,3006,2,5892,NA,NA,NA,NA,NA
3040,3005,1,4567,NA,NA,NA,NA,NA
3041,3004,2,4590,NA,NA,NA,NA,NA
3042,3002,1,10917,NA,NA,NA,NA,NA
3043,3001,2,4585,NA,NA,NA,NA,NA
3044,3000,2,4477,NA,NA,NA,NA,NA
3045,2999,2,4584,NA,NA,NA,NA,NA
3046,2998,1,10184,NA,NA,NA,NA,NA
3047,2997,2,4581,NA,NA,NA,NA,NA
3048,2996,1,4564,NA,NA,NA,NA,NA
3049,2995,1,10163,NA,NA,NA,NA,NA
3050,2994,1,4565,NA,NA,NA,NA,NA
3051,2993,2,4582,NA,NA,NA,NA,NA
3052,2992,1,4579,NA,NA,NA,NA,NA
3053,2991,1,4573,NA,NA,NA,NA,NA
3054,2990,1,4431,NA,NA,NA,NA,NA
3055,2989,1,4566,NA,NA,NA,NA,NA
3056,2988,2,4588,NA,NA,NA,NA,NA
3057,2986,1,4578,NA,NA,NA,NA,NA
3058,2985,1,4575,NA,NA,NA,NA,NA
3059,2984,1,4577,NA,NA,NA,NA,NA
3060,2983,1,4571,NA,NA,NA,NA,NA
3061,2982,1,4568,NA,NA,NA,NA,NA
3062,2981,1,4569,NA,NA,NA,NA,NA
3063,2980,2,4583,NA,NA,NA,NA,NA
3064,2979,2,4587,NA,NA,NA,NA,NA
3065,2978,2,4586,NA,NA,NA,NA,NA
3066,2977,1,10157,NA,NA,NA,NA,NA
3067,2976,2,4589,NA,NA,NA,NA,NA
3068,2975,1,6501,NA,NA,NA,NA,NA
3069,2974,2,10183,NA,NA,NA,NA,NA
3070,2973,1,4490,NA,NA,NA,NA,NA
3071,2972,1,4494,NA,NA,NA,NA,NA
3072,2971,2,4467,NA,NA,NA,NA,NA
3073,2970,2,4466,NA,NA,NA,NA,NA
