id,link
247,http://www.caracol.com.co/noticias/judicial/consejo-de-estado-tumbo-la-investidura-del-representante-hector-vergara-sierra/20120821/nota/1747763.aspx
248,http://www.elheraldo.co/noticias/politica/anulan-eleccion-de-congresista-monica-anaya-74261
249,https://consejo-estado.vlex.com.co/vid/656506053
250,http://pijinodelcarmen.blogspot.com/2012/02/anulan-eleccion-de-issa-eljadue.html
251,http://www.consejodeestado.gov.co/news/examen-de-culpa-en-perdida-de-investidura-para-casos-posteriores-a-2016/
252,http://www.eltiempo.com/justicia/ARTICULO-WEB-NEW_NOTA_INTERIOR-12018352.html
253,https://www.elespectador.com/noticias/judicial/consejo-de-estado-decreto-perdida-de-investidura-del-co-articulo-358786
254,http://www.elespectador.com/noticias/judicial/articulo-311557-declaran-perdida-de-investidura-contra-de-congresista-libardo-ga
255,https://www.vanguardia.com/politica/confirman-perdida-de-investidura-del-congresista-miguel-j-arenas-DGVL147848
256,http://legal.legis.com.co/document/Index?obra=jurcol&document=jurcol_b413e3dfc6410120e0430a0101510120
257,http://www.elespectador.com/noticias/judicial/articulo-300737-perdida-de-investidura-congresista-le-pedia-dinero-feligreses-de
258,http://www.latarde.com/politica/94-notas-politicas/37916-muerte-politica-para-noel-ricardo-valencia.html
259,http://www.eltiempo.com/colombia/justicia/despojan-de-investidura-al-representante-luis-felipe-barrios-barrios_7830541-1
260,http://www.elespectador.com/noticias/judicial/articulo-212461-condenan-ex-senador-alirio-villamizar-9-anos-de-carcel-escandalo-d
261,http://www.elespectador.com/noticias/judicial/articulo-253804-procuraduria-confirma-destitucion-de-alirio-villamizar
262,http://www.consejodeestado.gov.co/documentos/boletines/54.pdf
