id,group_id,permission_id
6065,19,597
6066,19,598
6067,19,599
6068,19,600
6069,19,601
6070,19,602
6071,19,603
6072,19,604
6073,19,605
7546,5,414
7547,5,415
7550,2,224
7551,2,529
7552,2,115
7553,20,528
7554,20,529
7555,20,530
7556,11,256
7557,11,257
7558,11,258
7559,11,131
7560,11,214
7561,11,268
7562,11,130
7563,11,269
7564,11,116
7565,11,52
7566,11,53
7567,11,54
7568,11,55
7569,11,56
7570,11,57
7571,11,117
7572,11,73
7573,11,74
7574,11,75
7575,11,79
7576,11,80
7577,11,82
7578,11,83
7579,11,85
7580,11,86
7581,11,215
7582,11,216
7583,11,91
7584,11,92
7585,11,223
7586,11,224
7587,11,235
7588,11,236
7589,11,238
7590,11,239
7591,11,115
7592,11,244
7593,11,245
7594,11,509
