id,persona_id,corporacion_id,cuatrienio_id,partido_id,curul_id,circunscripcion_id,activo,usercreated,usermodified,create_at,updated_at
993,1188,2,2,146,NA,31,,,,,
2235,8637,2,7,5,NA,31,,,,,
2522,8637,2,8,5,NA,31,,,,,
2267,9081,1,7,4,NA,35,,,,,
1792,1609,2,6,4,NA,22,,,,,
449,940,2,1,2,NA,15,,,,,
16,319,1,1,2,NA,35,,,,,
1990,319,1,1,2,NA,35,,,,,
267,680,1,1,4,NA,35,,,,,
1144,680,1,2,4,NA,35,,,,,
689,680,1,4,4,NA,35,,,,,
697,696,2,4,2,NA,25,,,,,
2676,13421,1,8,203,NA,35,,,,,
2083,9822,2,6,117,NA,7,,,,,
550,361,2,4,3,NA,3,,,,,
1610,2447,1,6,5,NA,35,,,,,
2338,2447,1,7,5,NA,35,,,,,
2627,2447,1,8,5,NA,35,,,,,
2096,7337,2,7,144,NA,3,,,,,
1669,281,1,6,4,NA,35,,,,,
365,822,2,1,78,NA,12,,,,,
565,397,1,4,37,NA,35,,,,,
474,981,2,1,2,NA,30,,,,,
222,617,2,1,2,NA,7,,,,,
1123,950,2,2,3,NA,14,,,,,
456,950,2,1,3,NA,14,,,,,
805,950,2,4,3,NA,14,,,,,
2550,14341,2,8,185,NA,36,,,,,
216,609,2,1,2,NA,15,,,,,
230,635,2,1,2,NA,14,,,,,
1929,2818,2,6,5,NA,12,,,,,
2173,2818,2,7,5,NA,12,,,,,
949,567,2,4,4,NA,24,,,,,
1030,567,2,2,4,NA,24,,,,,
2166,8598,2,7,5,NA,16,,,,,
311,744,2,1,1,NA,20,,,,,
2300,9462,1,7,144,NA,35,,,,,
327,765,2,1,4,NA,16,,,,,
383,849,2,1,2,NA,34,,,,,
861,1061,1,4,72,NA,35,,,,,
398,869,2,1,2,NA,1,,,,,
558,382,2,4,4,NA,29,,,,,
1739,1663,2,6,4,NA,10,,,,,
238,643,1,1,2,NA,35,,,,,
1165,643,1,2,2,NA,35,,,,,
675,643,1,4,2,NA,35,,,,,
475,982,1,1,4,NA,35,,,,,
353,805,2,1,144,NA,34,,,,,
1827,2522,2,6,2,NA,34,,,,,
96,428,2,1,4,NA,20,,,,,
2669,14127,2,8,203,NA,2,,,,,
338,779,2,1,2,NA,15,,,,,
2664,12771,2,8,203,NA,1,,,,,
2673,14121,2,8,203,NA,2,,,,,
2182,9724,2,7,5,NA,20,,,,,
388,856,2,1,2,NA,19,,,,,
1528,856,2,4,2,NA,19,,,,,
1558,2259,1,4,43,NA,35,,,,,
572,423,2,4,2,NA,5,,,,,
84,413,2,1,2,NA,1,,,,,
1812,1647,2,6,4,NA,26,,,,,
735,792,2,4,5,NA,1,,,,,
1968,792,2,6,5,NA,1,,,,,
806,952,2,4,45,NA,12,,,,,
1860,952,2,4,45,NA,12,,,,,
1497,25,1,4,2,NA,35,,,,,
1496,25,1,1,2,NA,35,,,,,
1325,25,1,2,2,NA,35,,,,,
1680,25,1,6,2,NA,35,,,,,
1326,163,2,2,2,NA,27,,,,,
126,469,2,1,4,NA,8,,,,,
943,1161,2,4,1,NA,28,,,,,
953,1305,2,4,2,NA,16,,,,,
437,917,2,1,98,NA,5,,,,,
1614,933,1,6,5,NA,35,,,,,
797,933,2,4,5,NA,26,,,,,
1214,933,2,2,5,NA,26,,,,,
2345,933,1,7,5,NA,35,,,,,
2628,13936,1,8,146,NA,35,,,,,
2127,7354,2,7,10,NA,1,,,,,
2643,7354,1,8,10,NA,35,,,,,
103,435,2,1,4,NA,3,,,,,
226,629,2,1,38,NA,3,,,,,
2412,13937,2,8,3,NA,2,,,,,
2221,7480,2,7,145,NA,28,,,,,
2065,1970,2,6,2,NA,28,,,,,
2365,1970,2,7,2,NA,28,,,,,
2603,1970,1,8,2,NA,35,,,,,
2500,12982,2,8,5,NA,33,,,,,
2429,12301,2,8,144,NA,11,,,,,
2273,8355,1,7,146,NA,35,,,,,
2504,12903,2,8,4,NA,7,,,,,
35,344,1,1,2,NA,35,,,,,
264,678,1,1,144,NA,35,,,,,
687,678,1,4,144,NA,35,,,,,
1982,678,1,1,144,NA,35,,,,,
507,1027,2,1,4,NA,31,,,,,
2029,1027,2,1,4,NA,31,,,,,
1486,2043,2,1,23,NA,23,,,,,
817,971,2,4,3,NA,11,,,,,
301,731,1,1,2,NA,35,,,,,
2315,731,1,7,2,NA,35,,,,,
2486,12376,2,8,144,NA,26,,,,,
815,968,2,4,7,NA,3,,,,,
1233,968,1,2,7,NA,35,,,,,
1410,256,2,2,5,NA,34,,,,,
1923,256,2,6,5,NA,34,,,,,
2232,256,2,7,5,NA,34,,,,,
2496,256,2,8,5,NA,34,,,,,
72,398,2,1,4,NA,23,,,,,
954,398,2,4,4,NA,23,,,,,
1801,398,2,6,4,NA,23,,,,,
2199,398,2,7,4,NA,23,,,,,
1036,398,2,2,4,NA,23,,,,,
10,311,1,1,4,NA,35,,,,,
941,311,2,4,4,NA,24,,,,,
1834,2530,2,6,3,NA,32,,,,,
101,433,2,1,100,NA,1,,,,,
32,339,2,1,7,NA,15,,,,,
536,339,1,4,7,NA,35,,,,,
1177,339,1,2,7,NA,35,,,,,
2249,7852,2,7,2,NA,33,,,,,
2542,13594,2,8,3,NA,1,,,,,
162,522,2,1,4,NA,22,,,,,
2053,522,2,1,4,NA,22,,,,,
732,201,2,4,131,NA,18,,,,,
1086,201,2,2,131,NA,18,,,,,
154,509,1,1,4,NA,35,,,,,
617,509,1,4,4,NA,35,,,,,
312,745,2,1,2,NA,12,,,,,
1819,1133,2,6,2,NA,27,,,,,
918,1133,2,4,2,NA,27,,,,,
2219,1133,2,7,2,NA,27,,,,,
1928,2819,2,6,147,NA,36,,,,,
1473,123,2,2,2,NA,12,,,,,
1776,123,2,6,2,NA,12,,,,,
2444,12287,2,8,2,NA,16,,,,,
90,419,2,1,2,NA,26,,,,,
1064,1222,2,2,2,NA,8,,,,,
318,751,1,1,2,NA,35,,,,,
1735,2479,2,6,3,NA,8,,,,,
2485,12395,2,8,2,NA,26,,,,,
2105,7618,2,7,2,NA,5,,,,,
633,547,2,4,68,NA,27,,,,,
1818,547,2,6,68,NA,27,,,,,
1014,547,2,2,68,NA,27,,,,,
2220,547,2,7,68,NA,27,,,,,
2121,7315,2,7,144,NA,1,,,,,
2530,7315,2,8,144,NA,1,,,,,
458,956,1,1,2,NA,35,,,,,
810,956,1,4,2,NA,35,,,,,
1429,254,2,2,2,NA,39,,,,,
307,739,2,1,56,NA,1,,,,,
2310,8474,1,7,2,NA,35,,,,,
2378,12237,2,7,165,NA,37,,,,,
396,864,2,1,2,NA,34,,,,,
1607,106,2,6,5,NA,2,,,,,
2325,106,1,7,5,NA,35,,,,,
1335,106,2,2,5,NA,2,,,,,
2626,106,1,8,5,NA,35,,,,,
100,432,2,1,2,NA,3,,,,,
1293,285,1,2,2,NA,35,,,,,
2234,9428,2,7,144,NA,34,,,,,
532,324,2,4,144,NA,2,,,,,
2326,324,1,7,144,NA,35,,,,,
2189,8510,1,7,185,NA,36,,,,,
2421,1560,2,8,144,NA,8,,,,,
1996,4448,1,1,4,NA,35,,,,,
169,536,1,1,62,NA,35,,,,,
1997,536,1,1,62,NA,35,,,,,
2160,8930,2,7,3,NA,15,,,,,
2438,8930,2,8,3,NA,15,,,,,
1384,13,2,4,5,NA,1,,,,,
1598,13,1,6,5,NA,35,,,,,
1385,13,1,2,5,NA,35,,,,,
2328,13,1,7,5,NA,35,,,,,
2623,13,1,8,5,NA,35,,,,,
1917,2012,1,6,11,NA,36,,,,,
2188,2012,1,7,11,NA,36,,,,,
1832,127,2,6,2,NA,31,,,,,
1476,127,2,2,2,NA,31,,,,,
2239,127,2,7,2,NA,31,,,,,
733,790,1,4,53,NA,35,,,,,
1023,1205,2,2,5,NA,30,,,,,
411,885,2,1,99,NA,1,,,,,
349,796,1,1,69,NA,35,,,,,
1790,2080,2,6,2,NA,17,,,,,
2149,7677,2,7,2,NA,13,,,,,
2427,7677,2,8,2,NA,13,,,,,
789,920,1,4,3,NA,35,,,,,
2087,8708,2,7,246,NA,37,,,,,
2122,7316,2,7,144,NA,1,,,,,
2531,7316,2,8,144,NA,1,,,,,
1118,196,2,2,5,NA,9,,,,,
1764,196,2,6,5,NA,9,,,,,
2097,7336,2,7,144,NA,3,,,,,
1539,2210,2,1,5,NA,23,,,,,
2043,2210,2,1,5,NA,23,,,,,
2042,2210,2,1,5,NA,23,,,,,
2157,8595,2,7,5,NA,15,,,,,
2436,8595,2,8,5,NA,15,,,,,
1817,2263,2,6,144,NA,30,,,,,
501,1019,2,1,6,NA,34,,,,,
838,1019,2,4,6,NA,34,,,,,
2056,1019,2,1,6,NA,34,,,,,
165,530,1,1,2,NA,35,,,,,
1251,22,1,2,5,NA,35,,,,,
1787,1635,2,6,4,NA,20,,,,,
543,7,2,4,5,NA,30,,,,,
1226,7,1,2,5,NA,35,,,,,
442,926,1,1,2,NA,35,,,,,
1826,2521,2,6,117,NA,28,,,,,
549,359,2,4,53,NA,31,,,,,
1814,2515,2,6,5,NA,26,,,,,
2215,2515,2,7,5,NA,26,,,,,
1400,194,2,2,2,NA,1,,,,,
196,579,1,1,4,NA,35,,,,,
741,803,1,4,53,NA,35,,,,,
714,60,1,4,10,NA,35,,,,,
1170,60,1,2,10,NA,35,,,,,
1726,60,1,6,10,NA,35,,,,,
1571,1952,2,6,2,NA,3,,,,,
1225,608,1,2,5,NA,35,,,,,
1463,608,2,4,5,NA,1,,,,,
2547,13638,2,8,4,NA,1,,,,,
127,471,1,1,83,NA,35,,,,,
2660,13507,2,8,203,NA,3,,,,,
429,906,1,1,2,NA,35,,,,,
784,906,1,4,2,NA,35,,,,,
1178,906,1,2,2,NA,35,,,,,
1688,906,1,6,2,NA,35,,,,,
2314,7652,1,7,2,NA,35,,,,,
87,416,2,1,2,NA,7,,,,,
2472,14067,2,8,5,NA,23,,,,,
828,993,2,4,2,NA,29,,,,,
1976,909,1,1,176,NA,35,,,,,
430,909,1,1,176,NA,35,,,,,
444,931,2,1,2,NA,11,,,,,
1458,1856,1,2,8,NA,35,,,,,
1641,113,2,6,5,NA,1,,,,,
1048,113,2,2,5,NA,1,,,,,
768,866,1,4,2,NA,35,,,,,
397,866,1,1,2,NA,35,,,,,
636,555,2,4,85,NA,24,,,,,
329,769,2,1,78,NA,12,,,,,
2272,8827,1,7,146,NA,35,,,,,
1786,1640,2,6,4,NA,20,,,,,
1330,234,1,4,5,NA,35,,,,,
1445,234,2,2,5,NA,14,,,,,
2214,2109,2,7,2,NA,30,,,,,
2481,2109,2,8,2,NA,30,,,,,
3,303,2,1,196,NA,1,,,,,
2041,303,2,1,196,NA,1,,,,,
2546,303,2,8,196,NA,1,,,,,
269,683,2,1,1,NA,20,,,,,
2369,9252,2,7,145,NA,23,,,,,
1973,2110,1,1,2,NA,35,,,,,
1509,2110,1,1,2,NA,35,,,,,
1635,2450,2,6,4,NA,1,,,,,
2323,9247,1,7,145,NA,35,,,,,
182,558,1,1,3,NA,35,,,,,
1985,558,1,1,3,NA,35,,,,,
1984,558,1,1,3,NA,35,,,,,
274,690,2,1,2,NA,34,,,,,
2394,7453,2,8,144,NA,3,,,,,
1309,33,2,4,4,NA,23,,,,,
1310,33,2,1,4,NA,23,,,,,
1308,33,1,2,4,NA,35,,,,,
1665,33,1,6,4,NA,35,,,,,
2259,33,1,7,4,NA,35,,,,,
2599,33,1,8,4,NA,35,,,,,
528,317,2,4,4,NA,31,,,,,
2470,14411,2,8,4,NA,23,,,,,
2071,1605,2,6,4,NA,22,,,,,
862,1063,1,4,37,NA,35,,,,,
1198,1257,1,2,4,NA,35,,,,,
1304,580,1,2,4,NA,35,,,,,
1894,580,1,4,4,NA,35,,,,,
1895,580,1,1,4,NA,35,,,,,
2296,9430,1,7,144,NA,35,,,,,
2563,9430,1,8,144,NA,35,,,,,
2193,9193,2,7,145,NA,22,,,,,
2465,9193,2,8,145,NA,22,,,,,
1412,249,2,2,17,NA,22,,,,,
73,400,2,1,4,NA,8,,,,,
2446,14428,2,8,3,NA,12,,,,,
147,500,2,1,2,NA,29,,,,,
1909,2644,1,1,2,NA,35,,,,,
38,350,2,1,4,NA,10,,,,,
1446,107,2,2,2,NA,16,,,,,
1772,107,2,6,2,NA,16,,,,,
2169,107,2,7,2,NA,16,,,,,
2604,107,1,8,2,NA,35,,,,,
1565,177,2,2,5,NA,10,,,,,
1609,177,1,6,5,NA,35,,,,,
2337,177,1,7,5,NA,35,,,,,
606,485,2,4,4,NA,3,,,,,
1295,919,1,2,5,NA,35,,,,,
1970,919,2,1,5,NA,2,,,,,
1971,919,2,1,5,NA,2,,,,,
1589,970,2,6,5,NA,5,,,,,
467,970,2,1,5,NA,5,,,,,
2106,970,2,7,5,NA,5,,,,,
962,182,2,2,2,NA,3,,,,,
1572,182,2,6,2,NA,3,,,,,
831,1002,1,4,196,NA,35,,,,,
63,387,2,1,17,NA,7,,,,,
561,387,2,4,17,NA,7,,,,,
1875,1092,1,4,2,NA,35,,,,,
885,1092,1,4,2,NA,35,,,,,
2560,9508,1,8,144,NA,35,,,,,
1803,2508,2,6,3,NA,23,,,,,
2202,2508,2,7,3,NA,23,,,,,
2473,2508,2,8,3,NA,23,,,,,
1732,1561,2,6,4,NA,8,,,,,
2141,1561,2,7,4,NA,8,,,,,
2422,12452,2,8,2,NA,10,,,,,
531,323,2,4,53,NA,24,,,,,
19,323,2,1,53,NA,24,,,,,
2656,13419,1,8,203,NA,35,,,,,
1016,248,2,2,2,NA,26,,,,,
2191,9122,2,7,2,NA,22,,,,,
2464,9122,2,8,2,NA,22,,,,,
217,49,2,1,3,NA,12,,,,,
1220,49,1,2,3,NA,35,,,,,
654,49,2,4,3,NA,12,,,,,
2246,8361,2,7,146,NA,31,,,,,
2477,8538,2,8,144,NA,24,,,,,
1252,1286,2,2,2,NA,8,,,,,
1006,1197,2,2,1,NA,28,,,,,
30,337,2,1,2,NA,31,,,,,
2064,1720,2,6,4,NA,15,,,,,
1759,2491,2,6,4,NA,11,,,,,
317,750,1,1,2,NA,35,,,,,
719,750,1,4,2,NA,35,,,,,
228,631,1,1,4,NA,35,,,,,
665,631,1,4,4,NA,35,,,,,
510,1031,2,1,29,NA,1,,,,,
1730,2474,2,6,117,NA,7,,,,,
1750,2488,1,2,5,NA,35,,,,,
1749,2488,1,4,5,NA,35,,,,,
1649,997,2,6,5,NA,7,,,,,
484,997,2,1,5,NA,7,,,,,
2036,997,2,1,5,NA,7,,,,,
2346,997,1,7,5,NA,35,,,,,
787,912,1,4,81,NA,35,,,,,
1004,1196,2,2,8,NA,29,,,,,
2510,14284,2,8,2,NA,28,,,,,
2180,7783,2,7,2,NA,19,,,,,
2052,4669,2,1,2,NA,7,,,,,
1469,77,1,4,6,NA,35,,,,,
1713,77,1,6,6,NA,35,,,,,
1204,77,1,2,6,NA,35,,,,,
2351,77,1,7,6,NA,35,,,,,
2637,77,1,8,6,NA,35,,,,,
2386,14564,2,7,5,NA,32,,,,,
291,718,1,1,3,NA,35,,,,,
707,718,1,4,3,NA,35,,,,,
1582,718,2,6,3,NA,3,,,,,
2102,718,2,7,3,NA,3,,,,,
2403,718,2,8,3,NA,3,,,,,
1452,9,2,1,2,NA,2,,,,,
1451,9,2,4,2,NA,2,,,,,
1689,9,1,6,2,NA,35,,,,,
2304,9,1,7,2,NA,35,,,,,
1450,9,1,2,2,NA,35,,,,,
998,1191,2,2,4,NA,34,,,,,
2449,8118,2,8,144,NA,12,,,,,
967,1173,2,2,117,NA,3,,,,,
2430,12324,2,8,146,NA,11,,,,,
2534,13049,2,8,144,NA,1,,,,,
2454,12587,2,8,5,NA,18,,,,,
1485,2051,2,4,3,NA,12,,,,,
1574,1527,2,6,4,NA,3,,,,,
2264,1527,1,7,4,NA,35,,,,,
2401,1527,2,8,4,NA,3,,,,,
1868,1129,2,4,38,NA,3,,,,,
916,1129,2,4,38,NA,3,,,,,
631,543,2,4,3,NA,3,,,,,
986,543,2,2,3,NA,3,,,,,
1931,2500,2,6,5,NA,18,,,,,
315,748,1,1,4,NA,35,,,,,
717,748,1,4,4,NA,35,,,,,
2533,13054,2,8,144,NA,1,,,,,
2243,8906,2,7,3,NA,31,,,,,
2585,8906,1,8,3,NA,35,,,,,
1994,4447,1,1,2,NA,35,,,,,
1993,4447,1,1,2,NA,35,,,,,
1415,251,2,4,3,NA,1,,,,,
1619,251,2,6,3,NA,1,,,,,
1414,251,2,2,3,NA,1,,,,,
2284,251,1,7,3,NA,35,,,,,
2582,251,1,8,3,NA,35,,,,,
796,932,1,4,29,NA,35,,,,,
582,446,1,4,5,NA,35,,,,,
2331,446,1,7,5,NA,35,,,,,
2371,446,1,1,5,NA,35,,,,,
1475,125,2,2,5,NA,31,,,,,
1490,20,1,1,4,NA,35,,,,,
1492,20,1,2,4,NA,35,,,,,
1491,20,1,4,4,NA,35,,,,,
1660,20,1,6,4,NA,35,,,,,
2255,20,1,7,4,NA,35,,,,,
2587,20,1,8,4,NA,35,,,,,
218,611,2,1,4,NA,21,,,,,
1457,165,2,2,4,NA,25,,,,,
2208,165,2,7,4,NA,25,,,,,
2490,12562,2,8,3,NA,29,,,,,
841,1030,2,4,17,NA,22,,,,,
1073,1030,2,2,17,NA,22,,,,,
313,746,1,1,2,NA,35,,,,,
2549,14361,2,8,238,NA,37,,,,,
666,632,1,4,27,NA,35,,,,,
82,411,2,1,4,NA,3,,,,,
1270,1296,2,2,5,NA,5,,,,,
2658,14331,2,8,203,NA,28,,,,,
249,660,1,1,2,NA,35,,,,,
2293,9435,1,7,144,NA,35,,,,,
2565,9435,1,8,144,NA,35,,,,,
1711,53,1,2,3,NA,35,,,,,
2117,53,2,7,3,NA,1,,,,,
2572,53,1,8,3,NA,35,,,,,
736,798,2,4,4,NA,31,,,,,
351,798,2,1,4,NA,31,,,,,
973,798,2,2,4,NA,31,,,,,
2366,295,2,7,2,NA,1,,,,,
1515,24,2,4,8,NA,14,,,,,
1517,24,1,2,8,NA,35,,,,,
1855,24,2,4,8,NA,14,,,,,
1578,1526,2,6,4,NA,3,,,,,
2092,7470,2,7,4,NA,3,,,,,
2400,7470,2,8,4,NA,3,,,,,
1126,190,2,2,2,NA,16,,,,,
2502,13871,2,8,3,NA,32,,,,,
1702,2463,1,6,145,NA,35,,,,,
2322,2463,1,7,145,NA,35,,,,,
2271,8223,1,7,146,NA,35,,,,,
488,1004,2,1,2,NA,29,,,,,
2523,13242,2,8,5,NA,31,,,,,
399,871,1,1,105,NA,35,,,,,
2536,13164,2,8,146,NA,1,,,,,
2090,9733,2,7,2,NA,3,,,,,
2605,9733,1,8,2,NA,35,,,,,
2480,14395,2,8,4,NA,25,,,,,
1840,2268,2,6,3,NA,31,,,,,
2244,2268,2,7,3,NA,31,,,,,
2575,2268,1,8,3,NA,35,,,,,
2579,14089,1,8,3,NA,35,,,,,
2574,14029,1,8,3,NA,35,,,,,
2428,12276,2,8,144,NA,13,,,,,
1747,2487,2,2,3,NA,7,,,,,
1748,2487,2,4,3,NA,7,,,,,
2353,8391,2,7,3,NA,30,,,,,
1288,57,1,2,2,NA,35,,,,,
963,1170,2,2,2,NA,3,,,,,
2094,1170,2,7,2,NA,3,,,,,
2135,8893,2,7,3,NA,7,,,,,
2506,8893,2,8,3,NA,7,,,,,
135,483,2,1,4,NA,15,,,,,
653,601,1,4,2,NA,35,,,,,
2612,12861,1,8,2,NA,35,,,,,
1763,1716,2,6,4,NA,9,,,,,
459,957,2,1,2,NA,13,,,,,
161,521,2,1,25,NA,2,,,,,
2050,521,2,1,25,NA,2,,,,,
1104,59,1,2,5,NA,35,,,,,
1618,59,1,6,5,NA,35,,,,,
1471,59,2,1,5,NA,24,,,,,
2339,59,1,7,5,NA,35,,,,,
20,325,1,1,2,NA,35,,,,,
2559,13852,1,8,144,NA,35,,,,,
728,768,2,4,3,NA,3,,,,,
988,768,2,2,3,NA,3,,,,,
1514,18,1,2,5,NA,35,,,,,
2356,8785,2,7,145,NA,29,,,,,
772,873,1,4,4,NA,35,,,,,
1926,873,2,6,4,NA,24,,,,,
1027,873,2,2,4,NA,24,,,,,
1902,873,1,4,4,NA,35,,,,,
1903,873,1,4,4,NA,35,,,,,
2203,873,2,7,4,NA,24,,,,,
2475,873,2,8,4,NA,24,,,,,
1767,2494,2,6,5,NA,15,,,,,
2335,2494,1,7,5,NA,35,,,,,
2621,2494,1,8,5,NA,35,,,,,
1532,801,2,4,2,NA,22,,,,,
2077,801,2,4,2,NA,22,,,,,
206,596,2,1,2,NA,3,,,,,
1849,322,2,4,2,NA,1,,,,,
18,322,2,1,2,NA,1,,,,,
239,644,2,1,5,NA,16,,,,,
1108,644,1,2,5,NA,35,,,,,
676,644,2,4,5,NA,16,,,,,
2288,9550,1,7,144,NA,35,,,,,
364,821,2,1,2,NA,28,,,,,
2023,821,2,1,2,NA,28,,,,,
961,1168,2,2,5,NA,4,,,,,
1219,1266,2,2,12,NA,38,,,,,
2080,1266,1,6,12,NA,35,,,,,
1879,876,1,4,11,NA,36,,,,,
402,876,1,1,11,NA,36,,,,,
2251,7854,2,7,2,NA,32,,,,,
2360,8707,2,7,246,NA,37,,,,,
2295,9481,1,7,144,NA,35,,,,,
2554,9481,1,8,144,NA,35,,,,,
1664,244,1,6,4,NA,35,,,,,
1447,244,2,1,4,NA,1,,,,,
1448,244,2,4,4,NA,1,,,,,
2270,244,1,7,4,NA,35,,,,,
1328,244,2,2,4,NA,1,,,,,
393,860,2,1,79,NA,1,,,,,
1927,2813,2,6,4,NA,24,,,,,
378,841,1,1,2,NA,35,,,,,
1569,1956,2,6,2,NA,3,,,,,
2095,1956,2,7,2,NA,3,,,,,
2399,1956,2,8,2,NA,3,,,,,
1143,1248,1,2,4,NA,35,,,,,
2342,9738,1,7,5,NA,35,,,,,
2619,9738,1,8,5,NA,35,,,,,
1421,148,2,2,145,NA,29,,,,,
1922,148,2,6,145,NA,29,,,,,
900,1109,2,4,90,NA,28,,,,,
641,565,1,4,2,NA,35,,,,,
1162,565,1,2,2,NA,35,,,,,
187,565,2,1,2,NA,3,,,,,
454,947,1,1,4,NA,35,,,,,
803,947,2,4,4,NA,8,,,,,
1611,1971,2,6,2,NA,1,,,,,
2197,8617,2,7,5,NA,21,,,,,
1813,1202,2,6,4,NA,26,,,,,
1020,1202,2,2,4,NA,26,,,,,
2387,1202,2,7,4,NA,26,,,,,
92,422,2,1,5,NA,8,,,,,
2241,8196,2,7,4,NA,31,,,,,
1430,93,1,2,4,NA,35,,,,,
1431,93,1,4,4,NA,35,,,,,
1432,93,2,1,4,NA,3,,,,,
1638,134,2,6,5,NA,1,,,,,
1499,134,2,2,5,NA,1,,,,,
2317,7646,1,7,2,NA,35,,,,,
1871,146,2,4,2,NA,29,,,,,
1872,146,2,4,2,NA,29,,,,,
1873,146,2,4,2,NA,29,,,,,
1313,146,2,4,2,NA,29,,,,,
1312,146,2,2,2,NA,29,,,,,
1353,178,2,2,2,NA,9,,,,,
304,734,1,1,4,NA,35,,,,,
712,734,1,4,4,NA,35,,,,,
615,505,2,4,2,NA,3,,,,,
150,505,2,1,2,NA,3,,,,,
1695,505,1,2,2,NA,35,,,,,
2060,505,1,6,2,NA,35,,,,,
2308,505,1,7,2,NA,35,,,,,
1723,1819,1,6,146,NA,35,,,,,
2224,7430,2,7,144,NA,28,,,,,
538,343,2,4,4,NA,31,,,,,
1253,343,2,2,4,NA,31,,,,,
427,904,2,1,5,NA,14,,,,,
1122,904,2,2,5,NA,14,,,,,
848,1045,1,4,2,NA,35,,,,,
1884,1045,1,4,2,NA,35,,,,,
2425,1880,2,8,3,NA,10,,,,,
2497,12433,2,8,3,NA,34,,,,,
1831,2523,2,6,5,NA,34,,,,,
2231,2523,2,7,5,NA,34,,,,,
1300,140,2,2,3,NA,18,,,,,
1783,140,2,6,3,NA,18,,,,,
2178,140,2,7,3,NA,18,,,,,
2453,140,2,8,3,NA,18,,,,,
1467,117,2,2,5,NA,32,,,,,
944,214,2,4,3,NA,8,,,,,
1062,214,2,2,3,NA,8,,,,,
1733,214,2,6,3,NA,8,,,,,
2419,214,2,8,3,NA,8,,,,,
1964,3488,2,1,47,NA,2,,,,,
762,847,1,4,37,NA,35,,,,,
2388,12605,2,8,144,NA,4,,,,,
2151,7683,2,7,2,NA,11,,,,,
1503,135,2,2,5,NA,5,,,,,
874,1077,1,4,5,NA,35,,,,,
408,882,2,1,61,NA,7,,,,,
1580,2031,2,6,4,NA,3,,,,,
909,1121,2,4,2,NA,25,,,,,
208,598,1,1,76,NA,35,,,,,
830,999,2,4,4,NA,28,,,,,
1150,999,1,2,4,NA,35,,,,,
24,329,1,1,5,NA,35,,,,,
1906,329,1,4,5,NA,35,,,,,
1586,2439,2,6,5,NA,3,,,,,
2103,2439,2,7,5,NA,3,,,,,
2618,2439,1,8,5,NA,35,,,,,
1829,2127,2,6,4,NA,34,,,,,
2070,5479,2,6,5,NA,9,,,,,
2156,5479,2,7,5,NA,9,,,,,
2433,5479,2,8,5,NA,9,,,,,
1846,2538,2,6,3,NA,31,,,,,
433,913,2,1,2,NA,28,,,,,
1807,1622,2,6,4,NA,24,,,,,
2204,1622,2,7,4,NA,24,,,,,
2596,1622,1,8,4,NA,35,,,,,
729,772,2,4,170,NA,37,,,,,
118,457,2,1,2,NA,5,,,,,
1844,1178,2,6,5,NA,31,,,,,
2343,1178,1,7,5,NA,35,,,,,
974,1178,2,2,5,NA,31,,,,,
2615,1178,1,8,5,NA,35,,,,,
2655,13418,1,8,203,NA,35,,,,,
829,998,1,4,45,NA,35,,,,,
965,1172,2,2,3,NA,3,,,,,
2674,1172,2,8,3,NA,3,,,,,
117,453,2,1,4,NA,12,,,,,
1777,453,2,6,4,NA,12,,,,,
2174,453,2,7,4,NA,12,,,,,
1642,2246,2,6,5,NA,1,,,,,
2129,2246,2,7,5,NA,1,,,,,
2229,8188,2,7,4,NA,34,,,,,
2494,8188,2,8,4,NA,34,,,,,
320,192,2,1,6,NA,1,,,,,
722,192,2,4,6,NA,1,,,,,
1625,192,2,6,6,NA,1,,,,,
1052,192,2,2,6,NA,1,,,,,
2130,192,2,7,6,NA,1,,,,,
2544,192,2,8,6,NA,1,,,,,
1645,2376,1,6,5,NA,35,,,,,
517,1038,2,1,2,NA,11,,,,,
737,66,2,4,4,NA,8,,,,,
1152,66,1,2,4,NA,35,,,,,
352,66,1,1,4,NA,35,,,,,
1667,66,1,6,4,NA,35,,,,,
2009,66,1,1,4,NA,35,,,,,
2266,66,1,7,4,NA,35,,,,,
1918,2238,1,6,2,NA,35,,,,,
2307,2238,1,7,2,NA,35,,,,,
2435,14464,2,8,5,NA,15,,,,,
194,159,2,1,145,NA,28,,,,,
1878,159,1,4,145,NA,35,,,,,
644,159,1,4,145,NA,35,,,,,
1243,159,2,2,145,NA,28,,,,,
2084,159,2,6,145,NA,28,,,,,
121,463,1,1,4,NA,35,,,,,
1974,463,1,1,4,NA,35,,,,,
1512,2114,2,1,2,NA,32,,,,,
2426,12460,2,8,4,NA,10,,,,,
2514,14266,2,8,249,NA,28,,,,,
2100,7335,2,7,144,NA,3,,,,,
2557,7335,1,8,144,NA,35,,,,,
1606,145,1,6,5,NA,35,,,,,
1307,145,2,2,5,NA,16,,,,,
2332,145,1,7,5,NA,35,,,,,
1570,1947,2,6,2,NA,4,,,,,
2540,12555,2,8,201,NA,1,,,,,
2088,7495,2,7,145,NA,4,,,,,
1762,211,2,6,2,NA,9,,,,,
2154,211,2,7,2,NA,9,,,,,
1116,211,2,2,2,NA,9,,,,,
2432,211,2,8,2,NA,9,,,,,
2561,13887,1,8,144,NA,35,,,,,
1584,213,2,6,5,NA,3,,,,,
1345,213,2,2,5,NA,3,,,,,
298,727,2,1,4,NA,3,,,,,
