id,persona_id,corporacion_id,cuatrienio_id,partido_id,curul_id,circunscripcion_id,activo,usercreated,usermodified,create_at,updated_at
316,62,1,1,2,NA,35,,,,,
718,62,1,4,2,NA,35,,,,,
1156,62,1,2,2,NA,35,,,,,
1464,111,2,2,2,NA,11,,,,,
1238,1278,1,2,8,NA,1,,,,,
2299,8439,1,7,144,NA,35,,,,,
2551,8439,1,8,144,NA,35,,,,,
2583,2097,1,8,3,NA,35,,,,,
1460,245,2,2,5,NA,34,,,,,
701,58,1,4,5,NA,35,,,,,
1277,58,1,2,5,NA,35,,,,,
279,58,2,1,5,NA,26,,,,,
2548,14264,2,8,232,NA,37,,,,,
2538,13589,2,8,146,NA,1,,,,,
690,681,2,4,4,NA,28,,,,,
2646,13660,1,8,201,NA,35,,,,,
2361,9192,2,7,145,NA,28,,,,,
2520,13236,2,8,5,NA,31,,,,,
193,576,2,1,2,NA,3,,,,,
2397,12999,2,8,2,NA,3,,,,,
2347,7969,1,7,6,NA,35,,,,,
2641,7969,1,8,6,NA,35,,,,,
2391,13462,2,8,144,NA,3,,,,,
2488,12337,2,8,2,NA,27,,,,,
1474,17,1,2,7,NA,35,,,,,
1854,17,2,4,7,NA,31,,,,,
1842,2534,2,6,5,NA,31,,,,,
514,1035,1,1,2,NA,35,,,,,
2074,6042,2,6,2,NA,22,,,,,
2190,6042,2,7,2,NA,22,,,,,
52,370,2,1,40,NA,29,,,,,
554,370,1,4,40,NA,35,,,,,
1898,370,1,4,40,NA,35,,,,,
1899,370,1,4,40,NA,35,,,,,
2022,370,2,1,40,NA,29,,,,,
235,50,1,1,5,NA,35,,,,,
673,50,1,4,5,NA,35,,,,,
1627,50,1,6,5,NA,35,,,,,
1111,50,1,2,5,NA,35,,,,,
1845,2536,2,6,145,NA,31,,,,,
1428,98,1,2,10,NA,35,,,,,
1727,98,1,6,10,NA,35,,,,,
2382,98,1,7,10,NA,35,,,,,
2678,98,1,8,10,NA,35,,,,,
857,1058,1,4,7,NA,35,,,,,
1222,1058,2,2,7,NA,15,,,,,
991,112,2,2,5,NA,31,,,,,
1596,112,1,6,5,NA,35,,,,,
2327,112,1,7,5,NA,35,,,,,
2614,112,1,8,5,NA,35,,,,,
406,880,2,1,4,NA,12,,,,,
759,842,1,4,4,NA,35,,,,,
379,842,1,1,4,NA,35,,,,,
1138,842,1,2,4,NA,35,,,,,
1937,2842,1,6,4,NA,35,,,,,
2133,8576,2,7,5,NA,7,,,,,
2508,8576,2,8,5,NA,7,,,,,
2529,9442,2,8,144,NA,39,,,,,
1506,137,2,2,1,NA,1,,,,,
401,874,1,1,4,NA,35,,,,,
1263,874,1,2,4,NA,35,,,,,
773,874,1,4,4,NA,35,,,,,
1743,2486,2,2,3,NA,29,,,,,
1745,2486,1,4,3,NA,35,,,,,
1746,2486,1,4,3,NA,35,,,,,
1744,2486,2,1,3,NA,29,,,,,
2051,2486,2,1,3,NA,29,,,,,
1822,242,2,6,2,NA,28,,,,,
1320,242,2,2,2,NA,28,,,,,
1419,242,1,4,2,NA,35,,,,,
1717,1705,1,6,6,NA,35,,,,,
2539,12582,2,8,201,NA,1,,,,,
2545,13148,2,8,10,NA,1,,,,,
1573,1950,2,6,2,NA,3,,,,,
2089,1950,2,7,2,NA,3,,,,,
2609,1950,1,8,2,NA,35,,,,,
2334,8344,1,7,5,NA,35,,,,,
2622,8344,1,8,5,NA,35,,,,,
2458,13342,2,8,3,NA,20,,,,,
1441,246,2,2,5,NA,1,,,,,
1838,1177,2,6,4,NA,31,,,,,
972,1177,2,2,4,NA,31,,,,,
2242,1177,2,7,4,NA,31,,,,,
1694,40,1,6,2,NA,35,,,,,
842,40,1,4,2,NA,35,,,,,
1273,40,1,2,2,NA,35,,,,,
1529,40,1,4,2,NA,35,,,,,
2312,40,1,7,2,NA,35,,,,,
2611,40,1,8,2,NA,35,,,,,
266,181,2,1,4,NA,28,,,,,
1369,181,2,2,4,NA,28,,,,,
951,42,1,4,4,NA,35,,,,,
1656,42,1,6,4,NA,35,,,,,
1224,42,1,2,4,NA,35,,,,,
189,42,1,1,4,NA,35,,,,,
2261,42,1,7,4,NA,35,,,,,
2285,8511,1,7,144,NA,35,,,,,
2566,8511,1,8,144,NA,35,,,,,
1279,1300,2,2,68,NA,23,,,,,
1911,1300,2,2,68,NA,23,,,,,
1851,360,2,1,2,NA,34,,,,,
996,360,2,2,2,NA,34,,,,,
2020,360,2,4,2,NA,34,,,,,
2021,360,2,2,2,NA,34,,,,,
1629,2395,2,6,6,NA,1,,,,,
2348,2395,1,7,6,NA,35,,,,,
2640,2395,1,8,6,NA,35,,,,,
1352,180,2,2,107,NA,1,,,,,
99,431,2,1,2,NA,1,,,,,
405,879,1,1,2,NA,35,,,,,
775,879,1,4,2,NA,35,,,,,
1158,879,1,2,2,NA,35,,,,,
1349,6,1,2,5,NA,35,,,,,
1348,6,1,4,5,NA,35,,,,,
1347,6,1,1,5,NA,35,,,,,
1712,1186,1,6,3,NA,35,,,,,
989,1186,2,2,3,NA,31,,,,,
2282,1186,1,7,3,NA,35,,,,,
2576,1186,1,8,3,NA,35,,,,,
2636,7688,1,8,146,NA,35,,,,,
1563,16,1,1,3,NA,35,,,,,
1564,16,1,4,3,NA,35,,,,,
1562,16,1,2,3,NA,35,,,,,
1705,16,1,6,3,NA,35,,,,,
199,585,2,1,2,NA,3,,,,,
1601,2443,2,6,3,NA,2,,,,,
2109,2443,2,7,3,NA,2,,,,,
2571,2443,1,8,3,NA,35,,,,,
1742,2485,2,2,1,NA,21,,,,,
1774,2497,2,6,5,NA,16,,,,,
2167,2497,2,7,5,NA,16,,,,,
1493,21,1,2,3,NA,35,,,,,
2277,21,1,7,3,NA,35,,,,,
2570,21,1,8,3,NA,35,,,,,
273,689,2,1,74,NA,10,,,,,
1795,2505,2,6,117,NA,22,,,,,
1791,2502,2,6,5,NA,17,,,,,
2185,2502,2,7,5,NA,17,,,,,
2461,2502,2,8,5,NA,17,,,,,
757,836,2,4,5,NA,7,,,,,
1038,836,2,2,5,NA,7,,,,,
1648,836,2,6,5,NA,7,,,,,
2110,7621,2,7,2,NA,2,,,,,
2601,7621,1,8,2,NA,35,,,,,
2081,1468,1,6,4,NA,35,,,,,
2146,1468,2,7,4,NA,10,,,,,
734,791,2,4,4,NA,23,,,,,
1035,791,2,2,4,NA,23,,,,,
346,791,2,1,4,NA,23,,,,,
1653,791,1,6,4,NA,35,,,,,
2265,791,1,7,4,NA,35,,,,,
2593,791,1,8,4,NA,35,,,,,
1913,2697,2,6,2,NA,22,,,,,
1841,2533,2,6,6,NA,31,,,,,
2668,2533,1,8,6,NA,35,,,,,
241,646,2,1,4,NA,3,,,,,
984,646,2,2,4,NA,3,,,,,
677,646,2,4,4,NA,3,,,,,
744,809,2,4,144,NA,3,,,,,
1182,809,1,2,144,NA,35,,,,,
357,809,2,1,144,NA,3,,,,,
2098,809,2,7,144,NA,3,,,,,
2390,809,2,8,144,NA,3,,,,,
1768,1292,2,6,145,NA,15,,,,,
1261,1292,2,2,145,NA,15,,,,,
2159,1292,2,7,145,NA,15,,,,,
1773,1693,2,6,4,NA,16,,,,,
2168,1693,2,7,4,NA,16,,,,,
2586,1693,1,8,4,NA,35,,,,,
1681,297,1,6,2,NA,35,,,,,
2319,297,1,7,2,NA,35,,,,,
2613,297,1,8,2,NA,35,,,,,
2424,12638,2,8,144,NA,10,,,,,
760,843,2,4,4,NA,12,,,,,
1130,843,2,2,4,NA,12,,,,,
2179,9593,2,7,5,NA,19,,,,,
1393,1255,1,2,3,NA,35,,,,,
2581,1255,1,8,3,NA,35,,,,,
1684,160,1,6,2,NA,35,,,,,
1453,160,2,4,2,NA,28,,,,,
1454,160,2,2,2,NA,28,,,,,
2352,160,2,7,2,NA,28,,,,,
2511,160,2,8,2,NA,28,,,,,
539,346,2,4,146,NA,19,,,,,
341,783,2,1,2,NA,3,,,,,
1525,2126,2,4,110,NA,16,,,,,
184,561,2,1,2,NA,1,,,,,
2177,8810,2,7,11,NA,18,,,,,
1527,2082,2,4,2,NA,21,,,,,
2236,8644,2,7,5,NA,31,,,,,
2521,8644,2,8,5,NA,31,,,,,
129,474,1,1,95,NA,35,,,,,
1559,2261,2,4,3,NA,3,,,,,
2493,12443,2,8,4,NA,34,,,,,
44,362,2,1,2,NA,27,,,,,
61,115,2,1,5,NA,12,,,,,
560,115,2,4,5,NA,12,,,,,
1134,115,2,2,5,NA,12,,,,,
1780,115,2,6,5,NA,12,,,,,
493,1010,2,1,2,NA,27,,,,,
847,1044,1,4,4,NA,35,,,,,
76,403,2,1,4,NA,7,,,,,
1591,1532,2,6,4,NA,2,,,,,
2113,1532,2,7,4,NA,2,,,,,
2413,1532,2,8,4,NA,2,,,,,
1341,4,1,2,4,NA,35,,,,,
1340,4,1,4,4,NA,35,,,,,
1339,4,2,1,4,NA,20,,,,,
1654,4,1,6,4,NA,35,,,,,
2253,4,1,7,4,NA,35,,,,,
2644,8087,1,8,10,NA,35,,,,,
156,514,1,1,4,NA,35,,,,,
1032,781,2,2,3,NA,2,,,,,
339,781,2,1,3,NA,2,,,,,
1820,2517,2,6,2,NA,28,,,,,
888,1095,1,4,2,NA,35,,,,,
1701,2462,1,6,145,NA,35,,,,,
2320,2462,1,7,145,NA,35,,,,,
1666,1279,1,6,4,NA,35,,,,,
1239,1279,2,2,4,NA,16,,,,,
2260,1279,1,7,4,NA,35,,,,,
2588,1279,1,8,4,NA,35,,,,,
1620,566,1,6,5,NA,35,,,,,
188,566,1,1,5,NA,35,,,,,
2374,566,1,7,5,NA,35,,,,,
681,653,2,4,2,NA,8,,,,,
331,771,2,1,2,NA,16,,,,,
2238,7850,2,7,2,NA,31,,,,,
616,507,2,4,2,NA,28,,,,,
1009,507,2,2,2,NA,28,,,,,
1686,507,1,6,2,NA,35,,,,,
152,507,1,1,2,NA,35,,,,,
2309,507,1,7,2,NA,35,,,,,
2608,507,1,8,2,NA,35,,,,,
1595,88,1,6,5,NA,35,,,,,
1456,88,1,2,5,NA,35,,,,,
1981,88,1,1,5,NA,35,,,,,
2632,13979,1,8,146,NA,35,,,,,
1587,1781,2,6,5,NA,3,,,,,
1731,1334,2,6,2,NA,8,,,,,
407,1334,2,1,2,NA,8,,,,,
2140,1334,2,7,2,NA,8,,,,,
6,307,2,1,2,NA,9,,,,,
1815,2108,2,6,2,NA,30,,,,,
1967,29,1,6,6,NA,35,,,,,
1205,29,1,2,6,NA,35,,,,,
1828,1694,2,6,4,NA,34,,,,,
1632,1052,1,6,5,NA,35,,,,,
855,1052,1,4,5,NA,35,,,,,
1640,2247,2,6,5,NA,1,,,,,
2128,2247,2,7,5,NA,1,,,,,
145,498,2,1,4,NA,28,,,,,
612,498,2,4,4,NA,28,,,,,
1145,498,1,2,4,NA,35,,,,,
1738,1631,2,6,4,NA,10,,,,,
2093,7475,2,7,4,NA,3,,,,,
137,487,1,1,2,NA,35,,,,,
197,581,2,1,2,NA,3,,,,,
1958,581,2,1,2,NA,3,,,,,
1959,581,2,1,2,NA,3,,,,,
1797,2507,2,6,3,NA,21,,,,,
2663,2507,2,8,3,NA,21,,,,,
246,657,1,1,42,NA,35,,,,,
932,189,1,4,2,NA,35,,,,,
1765,189,2,6,2,NA,15,,,,,
1120,189,2,2,2,NA,15,,,,,
2034,4535,2,1,4,NA,21,,,,,
2222,7481,2,7,145,NA,28,,,,,
1919,1800,1,6,3,NA,35,,,,,
1260,166,2,2,5,NA,15,,,,,
637,556,2,4,4,NA,24,,,,,
1029,556,2,2,4,NA,24,,,,,
2256,9537,1,7,144,NA,35,,,,,
2558,9537,1,8,144,NA,35,,,,,
1427,96,1,2,144,NA,35,,,,,
1600,96,1,6,144,NA,35,,,,,
2537,13162,2,8,146,NA,1,,,,,
2101,7334,2,7,144,NA,3,,,,,
1501,27,1,4,4,NA,35,,,,,
1502,27,1,2,4,NA,35,,,,,
1500,27,2,1,4,NA,24,,,,,
1662,27,1,6,4,NA,35,,,,,
2257,27,1,7,4,NA,35,,,,,
679,650,2,4,3,NA,10,,,,,
2578,14032,1,8,3,NA,35,,,,,
1699,2459,1,6,145,NA,35,,,,,
2321,2459,1,7,145,NA,35,,,,,
31,338,1,1,2,NA,35,,,,,
850,1047,1,4,1,NA,35,,,,,
1897,1047,1,4,1,NA,35,,,,,
2120,7314,2,7,144,NA,1,,,,,
2377,8798,2,7,11,NA,18,,,,,
1847,2539,2,6,117,NA,31,,,,,
2670,12669,2,8,144,NA,5,,,,,
1934,2816,2,6,3,NA,33,,,,,
2248,2816,2,7,3,NA,33,,,,,
1676,100,1,6,4,NA,35,,,,,
1397,100,1,4,4,NA,35,,,,,
1398,100,1,2,4,NA,35,,,,,
1396,100,1,1,4,NA,35,,,,,
2302,9554,1,7,144,NA,35,,,,,
2061,4966,2,6,5,NA,1,,,,,
1283,169,2,2,117,NA,31,,,,,
1700,169,1,6,117,NA,35,,,,,
