id,persona_id,partido_id,fecha,fecha_final,activo,usercreated,usermodified,created_at,updated_at
873,666,2,1994-07-20,1998-07-19,,,,,
656,988,3,2002-07-20,2006-07-19,,,,,
720,2488,NA,1995-01-01,1997-12-31,,,,,
721,2488,NA,1998-01-01,2000-12-31,,,,,
722,2488,3,2002-07-20,2006-07-19,,,,,
728,922,53,2002-07-20,2006-07-19,,,,,
729,922,NA,1998-01-01,2000-12-31,,,,,
1325,48,6,2006-07-20,2010-07-20,,,,,
697,206,NA,2004-01-01,2006-01-01,,,,,
760,318,2,1998-07-20,2002-07-19,,,,,
761,318,2,2002-07-20,2006-07-19,,,,,
1326,160,117,2006-07-19,2010-07-20,,,,,
702,836,4,2002-07-20,2006-07-19,,,,,
734,1292,NA,1988-06-01,1990-05-30,,,,,
750,1229,NA,1995-01-01,1997-12-31,,,,,
714,1631,NA,2008-01-01,2009-07-31,,,,,
751,2080,NA,2001-01-01,2003-12-31,,,,,
737,2497,NA,2008-01-01,2009-07-31,,,,,
257,75,2,1995-01-01,1997-12-31,,,,,
874,75,2,2002-07-20,2006-07-19,,,,,
723,2489,11,1998-07-20,2002-07-19,,,,,
724,2489,11,2002-07-20,2006-07-19,,,,,
730,2039,NA,2004-01-01,2007-12-31,,,,,
731,2039,NA,2001-05-08,2002-10-24,,,,,
749,2499,NA,2004-01-01,2007-12-31,,,,,
708,2480,NA,1995-01-01,1997-12-31,,,,,
709,2480,NA,2001-01-01,2003-12-31,,,,,
710,2480,NA,2004-01-01,2007-12-31,,,,,
699,2455,2,2001-01-01,2003-12-31,,,,,
700,2455,2,2004-01-01,2007-12-31,,,,,
701,2455,3,2008-01-01,2010-02-02,,,,,
738,123,NA,1990-06-01,1992-03-31,,,,,
739,123,NA,1998-01-01,2000-12-31,,,,,
707,2480,NA,1992-06-01,1994-12-31,,,,,
756,2506,5,2008-01-01,2010-02-02,,,,,
752,1609,NA,2001-01-01,2003-12-31,,,,,
753,1609,NA,2004-01-01,2007-12-31,,,,,
801,407,91,1998-07-20,2002-07-19,,,,,
802,407,91,1994-07-20,2002-07-19,,,,,
803,407,91,1992-01-01,1994-07-19,,,,,
804,407,4,1991-07-15,1991-12-31,,,,,
805,407,4,1988-06-01,1990-05-31,,,,,
806,407,4,1986-06-01,1988-05-31,,,,,
832,767,NA,1998-01-01,2000-12-31,,,,,
836,644,2,1998-07-20,2002-07-19,,,,,
800,116,2,2002-07-20,2006-07-19,,,,,
783,937,2,1998-07-20,2002-07-19,,,,,
784,937,NA,1995-01-01,1997-12-31,,,,,
768,2108,2,1986-09-13,1988-05-31,,,,,
769,2108,2,1990-06-01,1992-05-31,,,,,
770,2108,2,1998-01-01,2000-12-31,,,,,
771,2108,2,2001-01-01,2003-12-31,,,,,
779,242,2,2002-07-20,2006-07-19,,,,,
780,242,2,1998-01-01,2000-12-31,,,,,
781,242,NA,1995-01-01,1997-12-31,,,,,
782,242,NA,1992-01-01,1994-12-31,,,,,
193,656,17,1998-01-01,2000-12-31,,,,,
194,656,17,1995-01-01,1997-12-31,,,,,
744,656,17,1990-06-01,1992-03-31,,,,,
745,656,17,1998-06-01,1990-05-31,,,,,
789,2523,5,2008-01-01,2010-02-02,,,,,
825,366,4,1998-07-20,2002-07-19,,,,,
827,366,NA,1988-06-01,1990-05-30,,,,,
774,348,2,2002-07-20,2006-07-19,,,,,
775,348,2,1998-01-01,2000-12-31,,,,,
823,360,120,1998-07-20,2002-07-19,,,,,
830,543,NA,1990-06-01,1992-05-31,,,,,
600,580,91,1998-07-20,2002-07-19,,,,,
816,317,NA,1998-01-01,2000-12-31,,,,,
817,317,NA,1995-01-01,1997-12-31,,,,,
818,317,NA,1992-06-01,1994-12-31,,,,,
819,317,NA,1988-06-01,1990-05-31,,,,,
820,323,53,1998-07-20,2002-07-19,,,,,
831,549,NA,1995-01-01,1997-12-31,,,,,
716,2487,17,1995-01-01,1997-12-31,,,,,
717,2487,17,1998-01-01,2000-12-31,,,,,
718,2487,17,2001-01-01,2001-12-31,,,,,
807,128,4,1990-06-01,1991-07-31,,,,,
808,128,4,1992-06-01,1994-12-31,,,,,
809,128,4,1998-07-20,2002-07-19,,,,,
810,128,4,2002-07-20,2006-07-19,,,,,
833,161,NA,1995-01-01,1997-12-31,,,,,
834,49,2,1998-07-20,2002-07-19,,,,,
835,49,29,2002-07-20,2006-07-19,,,,,
127,510,103,2002-07-20,2006-07-19,,,,,
130,510,103,1992-06-01,1994-12-31,,,,,
355,1202,90,2001-01-02,2003-01-02,,,,,
767,862,2,2002-07-20,2006-07-19,,,,,
797,2538,NA,2004-01-01,2007-12-31,,,,,
798,2538,2,2008-01-01,2009-12-31,,,,,
141,547,17,1991-01-01,1994-07-19,,,,,
795,1178,NA,1998-01-01,2000-12-31,,,,,
796,1178,NA,2001-01-01,2003-12-31,,,,,
1327,1180,5,2006-07-20,2010-07-20,,,,,
1447,548,NA,2004-01-01,2007-12-31,,,,,
794,2533,6,2008-01-01,2009-07-30,,,,,
556,257,68,1995-01-01,1997-12-31,,,,,
1441,1785,NA,1992-10-01,1999-03-09,,,,,
786,2522,NA,1992-06-01,1994-12-31,,,,,
787,2522,2,2001-01-01,2003-12-31,,,,,
788,2522,2,2004-01-01,2007-12-31,,,,,
790,1177,NA,1990-01-01,1994-12-31,,,,,
791,1177,NA,2002-01-01,2002-12-31,,,,,
792,1177,NA,1995-06-01,1997-12-31,,,,,
799,2539,NA,2004-01-01,2007-12-31,,,,,
837,644,17,2002-07-20,2006-07-19,,,,,
103,28,2,1998-07-20,2002-07-20,,,,,
104,28,2,2000-07-20,2001-07-20,,,,,
106,28,2,2006-07-20,2010-07-20,,,,,
814,2111,2,1995-01-01,1997-12-31,,,,,
815,2111,2,1998-01-01,2000-12-31,,,,,
914,876,NA,1991-02-04,1991-07-04,,,,,
915,876,NA,1991-07-15,1991-12-12,,,,,
916,876,NA,1992-06-01,1994-12-31,,,,,
917,876,NA,1995-01-01,1997-12-31,,,,,
918,876,11,1998-07-20,2002-07-20,,,,,
259,866,75,1994-07-20,1998-07-19,,,,,
260,866,75,1990-07-20,1994-07-19,,,,,
261,866,5,1983-01-01,1989-12-31,,,,,
884,947,NA,1988-06-01,1990-05-31,,,,,
765,1622,4,2004-01-01,2007-12-31,,,,,
766,1622,4,2008-01-01,2010-02-02,,,,,
772,2516,NA,2008-01-01,2009-07-31,,,,,
826,366,67,1992-06-01,1994-12-31,,,,,
845,717,2,1998-07-20,2002-07-19,,,,,
911,888,2,1998-07-20,2002-07-19,,,,,
253,847,66,1974-01-01,1976-12-31,,,,,
254,847,66,1982-07-01,1986-07-19,,,,,
584,847,66,1986-07-20,1990-07-19,,,,,
920,847,66,1990-07-20,1991-07-31,,,,,
921,847,NA,1992-06-01,1994-12-31,,,,,
850,2051,NA,2001-01-01,2002-06-20,,,,,
241,842,4,2002-07-20,2006-07-19,,,,,
828,516,2,1994-07-20,1998-07-19,,,,,
839,646,4,1995-01-01,1997-12-31,,,,,
840,646,38,1998-07-20,2002-07-19,,,,,
841,646,4,2002-07-20,2006-07-19,,,,,
838,647,NA,1990-12-13,1992-03-02,,,,,
463,207,NA,1992-06-01,1994-12-31,,,,,
853,207,NA,1992-07-20,1994-07-19,,,,,
854,207,NA,1994-07-20,1998-07-20,,,,,
875,901,NA,1990-01-11,1990-08-22,,,,,
812,493,4,1995-01-01,1997-12-31,,,,,
813,493,4,1992-01-01,1994-12-31,,,,,
263,874,4,2002-07-20,2006-07-19,,,,,
264,874,99,1998-07-20,2002-07-19,,,,,
265,874,66,1994-07-20,1998-07-19,,,,,
266,874,66,1992-06-01,1994-12-31,,,,,
267,874,66,1991-07-20,1992-03-31,,,,,
268,874,66,1990-06-01,1991-07-31,,,,,
919,874,4,1988-06-01,1990-05-31,,,,,
851,201,82,2002-07-20,2006-07-19,,,,,
852,201,7,2006-07-20,2010-07-19,,,,,
876,927,2,2002-07-20,2006-07-19,,,,,
877,927,2,1998-07-20,2002-07-19,,,,,
878,927,NA,1994-07-20,1998-07-19,,,,,
912,884,4,1998-07-20,2002-07-19,,,,,
811,485,28,1986-06-01,1988-05-31,,,,,
842,175,4,2002-07-20,2006-07-19,,,,,
843,175,66,1995-01-01,1997-12-31,,,,,
844,175,66,1990-06-01,1992-05-31,,,,,
885,947,NA,1994-07-20,1998-07-19,,,,,
886,947,4,1998-07-20,2002-07-19,,,,,
307,999,66,1990-01-01,1994-12-31,,,,,
899,1007,NA,1988-06-01,1992-05-31,,,,,
1329,50,5,2006-07-20,2010-07-19,,,,,
1330,656,4,2006-07-20,2010-07-20,,,,,
898,1048,NA,1998-01-01,2000-12-31,,,,,
896,101,2,1998-07-20,2002-07-19,,,,,
897,101,2,2002-07-20,2006-07-19,,,,,
900,1007,2,1998-07-20,2002-07-19,,,,,
901,1007,72,2002-07-20,2006-07-19,,,,,
907,963,2,1998-07-20,2002-07-19,,,,,
908,963,43,2002-07-20,2006-07-19,,,,,
925,1,NA,1994-07-20,1998-07-19,,,,,
926,1,74,1998-07-20,2002-07-19,,,,,
927,1,73,2002-07-20,2005-07-08,,,,,
931,817,43,1998-07-20,2002-07-19,,,,,
932,817,43,2005-07-08,2006-07-19,,,,,
935,632,NA,1992-06-01,1994-12-31,,,,,
936,632,NA,1998-01-01,2000-12-31,,,,,
258,866,2,1998-07-20,2002-07-19,,,,,
928,817,2,1982-07-20,1986-07-19,,,,,
929,817,2,1986-07-20,1990-07-19,,,,,
930,817,2,1992-06-01,1994-12-31,,,,,
948,680,NA,1980-01-01,1982-06-30,,,,,
949,680,NA,1982-07-01,1990-07-19,,,,,
950,680,NA,1991-07-01,1994-07-19,,,,,
951,680,NA,1994-07-20,1998-07-20,,,,,
958,680,4,1998-07-20,2002-07-20,,,,,
959,680,4,2002-07-20,2006-07-19,,,,,
1342,196,3,2006-07-20,2010-07-19,,,,,
970,651,NA,2000-01-01,2000-12-31,,,,,
942,58,2,2002-07-20,2006-07-19,,,,,
937,62,2,1998-07-20,2002-07-19,,,,,
938,62,72,2002-07-20,2006-07-19,,,,,
966,679,2,1999-09-09,1999-12-31,,,,,
967,679,72,2002-07-20,2006-07-19,,,,,
887,247,198,2002-07-20,2006-07-19,,,,,
1328,169,117,2008-12-16,2010-07-20,,,,,
941,748,4,1998-07-20,2002-07-19,,,,,
922,827,4,2002-07-20,2006-07-19,,,,,
923,827,4,1998-07-20,2002-07-19,,,,,
924,827,NA,1980-01-01,1997-12-31,,,,,
242,842,4,1998-07-20,2002-07-19,,,,,
243,842,4,1994-07-20,1998-07-19,,,,,
244,842,4,1986-07-20,1990-07-19,,,,,
933,956,2,1994-07-20,1998-07-19,,,,,
934,956,2,1998-07-20,2002-07-19,,,,,
946,692,NA,1998-01-01,2000-12-31,,,,,
947,692,110,2002-07-20,2006-07-19,,,,,
902,93,120,1994-07-20,1998-07-19,,,,,
903,93,90,1998-07-20,2002-07-19,,,,,
904,93,4,2002-07-20,2006-07-19,,,,,
197,686,75,1991-01-01,1994-12-31,,,,,
198,686,75,1983-01-01,1985-12-31,,,,,
199,686,75,1986-01-01,1991-12-31,,,,,
200,686,75,1998-01-01,2002-12-31,,,,,
892,1019,NA,1988-06-01,1990-05-31,,,,,
893,1019,NA,1990-06-01,1991-07-31,,,,,
890,454,NA,1998-01-01,2000-12-31,,,,,
891,454,NA,2001-01-01,2003-12-31,,,,,
310,1009,75,1990-06-01,1992-12-31,,,,,
311,1009,75,1988-06-01,1990-05-31,,,,,
312,1009,75,1994-01-01,1998-12-31,,,,,
909,921,2,2002-07-20,2006-07-19,,,,,
910,921,2,1998-07-20,2002-07-19,,,,,
905,91,74,1998-07-20,2002-07-19,,,,,
906,91,73,2002-07-20,2006-07-19,,,,,
128,510,103,1996-01-01,1998-07-19,,,,,
129,510,68,1998-07-20,1999-12-31,,,,,
895,867,NA,1998-03-01,1998-05-31,,,,,
888,252,2,1998-07-20,2002-07-19,,,,,
889,252,NA,2002-07-20,2006-07-19,,,,,
968,780,NA,1991-02-04,1991-07-04,,,,,
969,780,NA,1998-01-01,2000-12-31,,,,,
971,50,2,1998-07-20,2002-07-19,,,,,
1344,791,4,2006-07-20,2010-07-19,,,,,
1341,192,6,2006-07-20,2010-07-19,,,,,
1333,183,3,2006-07-20,2010-07-19,,,,,
1442,1785,NA,1998-01-01,2000-12-31,,,,,
1446,922,NA,2010-07-20,2014-07-19,,,,,
1331,177,5,2006-07-20,2010-07-20,,,,,
977,42,NA,1978-07-20,1982-07-19,,,,,
978,42,NA,1982-07-20,1986-07-19,,,,,
979,42,NA,1986-07-20,1990-07-19,,,,,
1443,1785,NA,2004-01-01,2005-12-31,,,,,
1444,1785,NA,1988-01-01,1990-12-31,,,,,
1445,1785,NA,1995-01-01,1997-08-06,,,,,
1343,198,2,2008-02-27,2010-07-20,,,,,
1001,16,137,2002-07-20,2006-07-19,,,,,
1448,16,3,2010-07-20,2010-10-26,,,,,
985,370,NA,1995-01-01,1997-12-31,,,,,
986,370,NA,2008-01-01,2011-12-31,,,,,
987,920,NA,1995-01-01,1997-12-31,,,,,
988,1306,NA,1998-01-01,2000-12-31,,,,,
1002,397,NA,1998-01-01,2000-12-31,,,,,
75,391,3,1998-03-16,2002-07-19,,,,,
76,391,3,1998-07-20,2002-07-19,,,,,
1004,391,NA,1992-07-20,1993-07-19,,,,,
1005,391,NA,1992-03-06,1992-06-20,,,,,
1003,391,78,1994-07-20,2002-07-19,,,,,
1006,391,127,1990-06-30,1991-12-31,,,,,
1025,310,NA,1986-01-01,1990-07-19,,,,,
1026,310,NA,1978-01-01,1982-01-01,,,,,
1027,310,NA,1982-01-01,1983-12-31,,,,,
1028,310,NA,1980-01-01,1981-12-31,,,,,
1031,448,2,2002-07-20,2006-07-19,,,,,
1033,1256,NA,1985-01-01,1986-12-31,,,,,
1034,1256,NA,2001-01-01,2003-12-31,,,,,
1039,22,NA,2001-01-01,2003-12-31,,,,,
1040,22,NA,1995-01-01,1997-12-31,,,,,
1041,22,NA,1992-06-01,1994-12-31,,,,,
1042,22,NA,1990-06-01,1992-03-31,,,,,
1046,725,74,1998-07-20,2002-07-19,,,,,
1047,725,73,2002-07-20,2006-07-19,,,,,
1048,999,53,2002-07-20,2006-07-19,,,,,
1029,19,2,1998-07-20,2002-07-19,,,,,
994,20,41,1994-07-20,1998-07-19,,,,,
995,20,41,1998-07-20,2002-07-19,,,,,
1035,74,2,1998-07-20,2002-07-19,,,,,
1036,74,127,2002-07-20,2006-07-19,,,,,
989,27,74,1998-07-20,2002-07-19,,,,,
990,27,73,2002-07-20,2006-07-19,,,,,
1045,875,4,2002-07-20,2006-07-19,,,,,
1335,59,5,2006-07-20,2010-07-19,,,,,
981,42,NA,1994-07-20,1998-07-19,,,,,
1009,368,2,1998-07-20,2002-07-19,,,,,
1010,368,2,2002-07-20,2006-07-19,,,,,
1043,713,2,2002-07-20,2006-07-19,,,,,
944,58,2,1994-07-20,1998-07-19,,,,,
945,58,2,1990-07-20,1994-07-19,,,,,
452,1248,38,1982-01-01,1983-12-31,,,,,
1008,14,56,2002-07-20,2006-07-19,,,,,
1044,1309,NA,2001-01-01,2003-12-31,,,,,
997,429,NA,1991-07-01,1994-07-19,,,,,
1037,1255,NA,1991-12-12,1994-07-20,,,,,
1038,1255,NA,2004-10-06,2005-05-30,,,,,
1012,6,103,1998-07-20,2002-07-19,,,,,
1013,6,103,2002-07-20,2006-07-19,,,,,
976,582,NA,1991-02-04,1991-07-04,,,,,
1014,329,2,1998-07-20,2002-07-19,,,,,
1015,329,2,1994-07-20,1998-07-19,,,,,
1016,329,2,1991-12-12,1994-07-19,,,,,
1017,329,2,1976-01-01,1976-12-31,,,,,
1018,329,2,1960-01-01,1960-12-31,,,,,
124,509,4,2002-07-20,2006-07-19,,,,,
125,509,4,1998-07-20,2002-07-19,,,,,
126,509,4,1994-07-20,1998-07-19,,,,,
973,631,NA,1982-07-20,1986-07-19,,,,,
974,631,NA,1990-07-20,1994-07-19,,,,,
975,631,4,1998-07-20,2002-07-19,,,,,
89,451,66,1988-06-01,1990-05-31,,,,,
90,451,66,1994-07-20,1998-07-20,,,,,
91,451,4,1998-07-20,2002-07-20,,,,,
982,42,74,1998-07-20,2002-07-19,,,,,
983,42,73,2002-07-20,2006-07-19,,,,,
1019,4,NA,1992-06-30,1994-12-31,,,,,
1020,4,NA,1995-01-01,1997-12-31,,,,,
1021,4,4,1998-07-20,2002-07-19,,,,,
1022,4,4,2002-07-20,2006-07-19,,,,,
1011,10,50,2002-07-20,2006-07-19,,,,,
984,1040,NA,1998-01-01,2000-12-31,,,,,
1334,182,2,2006-07-20,2010-07-20,,,,,
991,447,2,1998-07-20,2002-07-19,,,,,
992,447,47,2002-07-20,2006-07-19,,,,,
998,16,75,1982-01-01,1984-12-31,,,,,
999,16,75,1984-01-01,1997-12-31,,,,,
1000,16,2,1998-07-20,2002-07-19,,,,,
1054,793,3,2002-07-20,2006-07-19,,,,,
1079,811,46,2002-07-20,2006-07-19,,,,,
1080,311,NA,1991-07-20,1992-06-30,,,,,
1081,311,NA,1998-01-01,2000-12-31,,,,,
1086,322,127,1982-07-20,1986-07-19,,,,,
1087,322,127,1986-07-20,1990-07-19,,,,,
1088,322,2,1990-07-20,1991-07-04,,,,,
1089,322,2,1992-01-01,1994-07-19,,,,,
1090,322,2,1995-01-01,1997-12-31,,,,,
1091,322,2,1998-07-20,2002-07-19,,,,,
1094,388,2,1994-07-20,1998-07-19,,,,,
1095,966,NA,1982-07-20,1986-07-19,,,,,
1096,966,NA,1986-07-20,1990-07-19,,,,,
1097,966,NA,1991-12-12,1994-07-19,,,,,
1098,966,NA,1994-07-20,1998-07-20,,,,,
1106,530,NA,1986-07-20,1990-07-19,,,,,
1107,530,NA,1991-07-20,1994-07-19,,,,,
1108,530,NA,1994-07-20,1998-07-19,,,,,
1124,640,NA,1986-08-26,1987-08-24,,,,,
1056,96,NA,1988-06-01,1990-05-31,,,,,
1050,97,NA,1995-01-01,1997-12-31,,,,,
1051,97,NA,2001-01-01,2003-12-31,,,,,
1049,97,4,1990-06-20,1992-06-30,,,,,
1099,566,NA,1986-07-20,1990-07-19,,,,,
1100,566,NA,1991-12-12,1994-07-19,,,,,
1101,566,2,1998-07-20,2002-07-19,,,,,
913,883,2,1998-07-20,2002-07-19,,,,,
1076,879,2,1998-07-20,2002-07-19,,,,,
1077,879,2,2002-07-20,2006-07-19,,,,,
1338,189,2,2006-07-20,2010-07-20,,,,,
1057,96,NA,1990-06-01,1992-05-31,,,,,
1058,96,NA,1992-06-01,1994-12-31,,,,,
1059,96,NA,1995-01-01,1997-12-31,,,,,
1060,96,NA,1998-01-01,2000-12-31,,,,,
1061,88,NA,1990-06-01,1992-05-31,,,,,
1062,88,NA,1995-01-01,1997-12-31,,,,,
1336,61,6,2006-07-20,2010-07-19,,,,,
1121,444,NA,1991-12-12,1994-07-20,,,,,
1122,444,NA,1994-07-20,1998-07-19,,,,,
1085,316,NA,1995-01-01,1997-12-31,,,,,
1092,1077,NA,1992-06-01,1994-12-31,,,,,
1082,312,NA,1989-01-01,1988-12-31,,,,,
1083,312,NA,1992-06-01,1997-12-31,,,,,
1084,312,2,1998-07-20,2002-07-19,,,,,
1055,26,NA,1998-01-01,2000-12-31,,,,,
1117,487,NA,1978-01-01,1986-01-01,,,,,
1118,487,NA,1986-07-20,1990-07-19,,,,,
1119,487,NA,1990-07-20,1994-07-19,,,,,
1120,487,NA,1994-07-20,1998-07-20,,,,,
1063,309,NA,1995-01-01,1997-12-31,,,,,
1064,309,2,1998-07-20,2002-07-19,,,,,
1065,309,53,2002-07-20,2006-07-19,,,,,
1102,1035,NA,1990-06-01,1992-03-31,,,,,
1103,1035,NA,1994-07-20,1998-07-19,,,,,
1123,976,2,1986-07-20,1990-07-19,,,,,
1093,592,2,1998-07-20,2001-12-31,,,,,
419,46,96,1992-06-01,1994-12-31,,,,,
1072,46,96,1995-01-01,1997-12-31,,,,,
1073,46,96,1998-01-01,2000-12-31,,,,,
1074,46,2,2002-07-20,2006-07-19,,,,,
1109,1026,NA,1978-01-01,1981-12-31,,,,,
1110,1026,NA,1990-07-20,1994-07-19,,,,,
1111,1026,NA,1994-07-20,1998-07-19,,,,,
1337,1200,5,2006-07-20,2010-07-20,,,,,
1066,25,2,1987-01-01,1989-12-31,,,,,
1067,25,2,1990-01-01,1992-05-31,,,,,
1068,25,2,1992-01-01,1994-12-31,,,,,
1069,25,2,1995-01-01,1997-12-31,,,,,
1070,25,2,1998-07-20,2002-07-20,,,,,
1071,25,2,2002-07-20,2006-07-19,,,,,
1125,640,NA,1992-01-01,1994-12-31,,,,,
1130,761,NA,1978-08-28,1980-01-17,,,,,
1139,397,NA,1992-06-01,1994-12-31,,,,,
1140,397,NA,1988-06-01,1990-05-31,,,,,
1152,660,NA,1994-07-20,1998-07-19,,,,,
1156,344,NA,1994-07-20,1998-07-19,,,,,
1157,344,NA,1990-07-20,1994-07-19,,,,,
1158,344,NA,1988-06-01,1990-05-31,,,,,
1159,1508,NA,1994-07-20,1998-07-19,,,,,
1162,146,NA,1995-01-01,1997-12-31,,,,,
1163,146,NA,1998-01-01,2000-12-31,,,,,
1166,1168,NA,2001-01-01,2003-12-31,,,,,
1174,1264,NA,2001-01-01,2003-12-31,,,,,
1178,2734,NA,1980-01-01,1982-06-30,,,,,
1179,2734,NA,1982-07-20,1986-07-19,,,,,
1180,2734,NA,1991-12-12,1993-12-31,,,,,
1150,50,NA,1994-07-20,1998-07-19,,,,,
1151,50,NA,1991-12-12,1994-07-19,,,,,
1184,2012,11,2001-01-01,2003-12-31,,,,,
1128,731,NA,1991-02-04,1991-07-04,,,,,
1129,731,NA,1994-07-20,1998-07-19,,,,,
1340,1202,4,2006-07-20,2010-07-19,,,,,
1175,2517,2,1986-10-01,1989-10-30,,,,,
1176,2517,2,1990-06-01,1992-05-30,,,,,
1177,2517,2,1998-11-01,1999-12-30,,,,,
1187,978,NA,1995-01-01,1997-12-31,,,,,
1188,978,25,1998-07-20,2002-07-19,,,,,
1153,297,NA,1994-07-20,1998-07-19,,,,,
1170,178,2,1995-01-01,1997-12-31,,,,,
1171,178,2,1998-01-01,2000-12-31,,,,,
1172,178,2,2004-01-01,2006-02-28,,,,,
1173,178,2,2001-01-01,2002-02-28,,,,,
1154,297,NA,1990-07-20,1994-07-19,,,,,
1196,1133,NA,1995-01-01,1997-12-31,,,,,
1182,131,4,2002-07-20,2006-07-19,,,,,
1183,131,4,2006-07-20,2010-07-19,,,,,
1186,2238,NA,1992-06-01,1994-12-31,,,,,
1155,297,NA,2004-01-01,2007-12-31,,,,,
1195,1133,NA,1992-06-01,1994-12-31,,,,,
1197,1133,NA,1998-01-01,2000-12-31,,,,,
1198,2029,NA,1998-01-01,2000-12-31,,,,,
1199,2029,NA,2001-01-01,2003-12-31,,,,,
1185,2474,NA,1998-01-01,2000-12-31,,,,,
1205,919,NA,1990-06-01,1994-12-31,,,,,
1206,919,NA,1990-01-01,1990-05-30,,,,,
1207,1220,NA,1998-01-01,2000-12-31,,,,,
1165,1170,NA,2001-01-01,2003-12-31,,,,,
1191,2759,NA,1998-01-01,2000-12-31,,,,,
1146,579,NA,1994-07-20,1998-07-19,,,,,
1147,579,NA,1990-07-20,1994-07-19,,,,,
1148,579,NA,1986-07-20,1990-07-19,,,,,
1141,591,2,1990-06-01,1991-07-31,,,,,
1138,563,127,1985-01-01,1987-12-31,,,,,
1142,560,NA,1994-07-20,1998-07-19,,,,,
1143,560,NA,1978-07-20,1982-07-19,,,,,
1144,560,NA,1982-07-20,1986-07-19,,,,,
1145,560,NA,1986-07-20,1990-07-19,,,,,
1104,449,2,1991-12-12,1994-07-20,,,,,
1105,449,2,1994-07-20,1998-07-19,,,,,
1137,774,NA,1991-02-04,1991-07-04,,,,,
1201,1803,NA,2008-01-01,2010-02-02,,,,,
1202,1803,NA,2004-01-01,2007-12-31,,,,,
1167,180,NA,1998-01-01,2000-12-31,,,,,
1168,180,NA,2001-01-01,2003-12-31,,,,,
1169,180,NA,2004-01-01,2005-12-31,,,,,
1164,158,NA,2002-01-01,2003-12-31,,,,,
1160,992,2,1991-12-12,1994-07-19,,,,,
1135,471,83,1991-12-12,1994-07-20,,,,,
1136,471,83,1994-07-20,1998-07-19,,,,,
1161,120,NA,1992-06-01,1994-12-31,,,,,
1126,2644,2,1986-07-20,1990-07-19,,,,,
1127,2644,2,1991-12-12,1994-07-19,,,,,
1211,722,2,2001-01-01,2003-12-31,,,,,
1212,707,78,1995-01-01,1997-12-31,,,,,
1213,707,127,1986-01-01,1988-06-30,,,,,
1214,707,127,1984-01-01,1986-01-01,,,,,
1215,707,2,1982-01-01,1984-01-01,,,,,
1216,1988,2,1998-01-01,2000-12-31,,,,,
1217,1988,2,1990-06-30,1992-03-30,,,,,
1218,1988,2,1986-01-01,1988-06-30,,,,,
1219,1988,2,1982-01-01,1984-12-31,,,,,
1230,644,2,1990-06-01,1992-06-30,,,,,
1235,181,4,1998-07-20,2002-07-19,,,,,
1236,181,4,1994-07-20,1998-07-19,,,,,
1237,181,53,1990-06-01,1992-06-30,,,,,
1238,181,4,1988-06-01,1990-06-30,,,,,
1239,181,4,1986-06-01,1988-05-31,,,,,
1245,811,NA,1984-01-01,1986-01-01,,,,,
1189,87,5,2006-07-20,2010-07-20,,,,,
1260,397,NA,1985-01-01,1986-01-01,,,,,
671,259,120,1995-01-01,1997-12-31,,,,,
672,259,120,1998-01-01,2000-12-31,,,,,
1204,251,NA,1995-01-01,1998-01-01,,,,,
1244,809,4,1986-07-20,1990-07-19,,,,,
1203,112,5,2010-07-20,2014-07-20,,,,,
1075,879,2,1994-07-20,1998-07-19,,,,,
1240,66,7,2002-07-20,2006-07-19,,,,,
1241,66,4,1990-06-30,1994-12-31,,,,,
1242,66,4,1986-07-20,1991-07-31,,,,,
1220,2842,4,1995-01-01,1997-12-31,,,,,
1221,2842,4,1991-07-01,1994-12-31,,,,,
1222,2842,4,1988-06-01,1990-06-30,,,,,
1223,2842,4,1982-01-01,1984-12-31,,,,,
1261,10,6,2006-07-20,2010-07-20,,,,,
1274,817,2,1974-07-20,1982-07-19,,,,,
1275,817,2,1972-01-01,1974-01-01,,,,,
1208,1239,2,1982-01-01,1984-12-31,,,,,
1209,1239,2,1984-06-01,1987-06-30,,,,,
1210,1239,2,1987-07-01,1990-06-30,,,,,
1225,366,NA,1983-01-01,1986-12-31,,,,,
1133,841,2,1988-06-01,1990-05-31,,,,,
1134,841,2,1991-12-12,1994-07-19,,,,,
1271,841,2,1988-06-01,1990-05-31,,,,,
167,289,66,1974-01-01,1988-12-31,,,,,
1265,956,2,1991-12-12,1994-07-19,,,,,
1262,93,120,1991-12-12,1994-07-19,,,,,
1263,93,4,1978-01-01,1980-01-01,,,,,
1264,93,4,1986-07-20,1990-07-19,,,,,
1250,905,2,1982-01-01,1984-12-31,,,,,
1251,905,NA,1979-01-01,1980-12-31,,,,,
829,516,2,1992-06-01,1994-12-31,,,,,
1272,834,2,1992-06-30,1994-12-31,,,,,
1273,834,127,1988-06-01,1990-05-31,,,,,
157,615,2,1996-07-26,1997-07-26,,,,,
158,615,2,1998-07-20,2002-07-20,,,,,
1229,576,NA,1995-01-01,1997-12-31,,,,,
1231,666,2,1990-12-12,1994-07-19,,,,,
1232,666,2,1986-07-20,1990-07-19,,,,,
1233,666,2,1982-07-20,1986-07-19,,,,,
1234,666,2,1978-07-19,1982-07-19,,,,,
1266,921,2,1991-12-12,1994-07-19,,,,,
1267,921,2,1978-07-20,1990-07-19,,,,,
1268,921,2,1984-07-20,1990-07-19,,,,,
1269,921,2,1960-01-01,1961-01-01,,,,,
1226,374,2,1995-01-01,1997-12-31,,,,,
