id,nombre,activo,usercreated,usermodifed,created_at,updated_at
331,Alcaldía de Venecia,NA,NA,NA,15/03/10 6:13,20/09/10 20:36
1178,Concesión vial Briceño-Tunja-Sogamoso,NA,NA,NA,11/11/10 21:45,11/11/10 21:45
333,"Personería de Cabrera, Cundinamrca",NA,NA,NA,15/03/10 6:13,02/09/10 21:10
334,"Personería de Arbelaez, Cundinamarca",NA,NA,NA,15/03/10 6:13,02/09/10 21:08
1179,Tránsito y Transporte de la Policía Nacional,NA,NA,NA,12/11/10 19:38,12/11/10 19:38
336,"Personerí­a de Silvania, Cundinamarca",NA,NA,NA,15/03/10 6:13,03/09/10 17:44
337,"Personería de San Bernardo, Cundinamarca",NA,NA,NA,15/03/10 6:13,02/09/10 21:07
338,"Personería de Granada, Meta",NA,NA,NA,15/03/10 6:13,02/09/10 21:11
341,"Alcaldía de Arbelaez, Cundinamarca",NA,NA,NA,15/03/10 6:13,02/09/10 20:32
342,"Alcaldía de San Bernardo, Cundinamarca",NA,NA,NA,15/03/10 6:13,02/09/10 20:31
343,"Alcaldía de Granada, Meta",NA,NA,NA,15/03/10 6:13,02/09/10 20:36
1187,SOFASA - Renault,NA,NA,NA,26/11/10 17:01,26/11/10 17:01
346,Asamblea Departamental de Cundinamarca,NA,NA,NA,15/03/10 6:13,24/08/10 16:03
347,Serpentario de Antioquia,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
348,Corte Constitucional,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
349,Universidad Externado de Colombia,NA,NA,NA,15/03/10 6:13,15/03/10 6:13
