id,numero_expediente,sentencia_id
3019,D3686,2745
3020,D3766,2746
3021,D3737,2747
3022,D3638,2748
3023,D3759,2749
3024,D3762,2750
3025,D3744,2751
3026,D3771,2752
3027,D3783,2753
3028,D3717,2754
3029,LAT-207,2755
3030,LAT212,2756
3031,D3776,2757
3032,D3782,2758
3033,D3795,2759
3034,D3767,2760
3035,LAT208,2761
3036,D3751,2762
3037,D3752,2763
3038,D3770,2764
3039,D3775,2764
3040,D3778,2765
3041,D-3756,2766
3042,D-3757,2766
3043,D-3763,2766
3044,D3707,2767
3045,D3769,2768
3046,D3774,2769
3047,D3789,2770
3048,D3813,2771
3049,D3765,2772
3050,D3779,2773
3051,D3791,2774
3052,D3784,2775
3053,D3785,2776
3054,D-3773,2777
3055,D3805,2778
3056,D3815,2779
3057,D3755,2780
3058,D3821,2781
3059,D3781,2782
3060,D3678,2783
3061,D3788,2784
3062,D3787,2785
3063,D3786,2786
3064,D3793,2787
3065,D-3665,2788
3066,D3810,2789
3067,D3801,2790
3068,D3814,2791
3069,D3798,2792
3070,D3822,2793
3071,D3829,2794
3072,D3797,2795
3073,D3819,2796
3074,D3806,2797
3075,D3753,2798
3076,D-3826,2799
3077,D3836,2800
3078,D3803,2801
3079,D3834,2802
3080,D3853,2803
3081,OP058,2804
3082,OP060,2805
3083,OP062,2806
3084,D3824,2807
3085,D3827,2807
3086,D3812,2807
3087,D3833,2807
3088,D3825,2808
3089,OP061,2809
3091,D3823,2811
3092,D3838,2812
3093,D3837,2813
3094,D3847,2814
3095,D3851,2815
3096,D3879,2816
3097,D3842,2817
3098,D3856,2818
3099,D3852,2819
3100,D3862,2820
3101,D-3871,2821
3102,D3839,2822
3103,D3845,2823
3104,D3919,2824
3105,D3878,2825
3106,D3816,2826
3107,D3830,2827
3108,D3850,2828
3109,LAT213,2829
3110,LAT214,2830
3111,LAT216,2831
3112,LAT-217,2832
3113,D3872,2833
3114,D3875,2833
3115,D3889,2833
3116,D3890,2833
3117,OP063,2834
3118,D3884,2835
3119,D3885,2836
3120,LAT223,2837
3121,OP064,2838
3122,LAT218,2839
3123,LAT219,2840
3124,D3934,2841
3125,D3975,2842
3126,D-3897,2843
3127,D3877,2844
3128,D3881,2845
3129,D3860,2846
3130,D3898,2847
3131,D3985,2848
3132,D3873,2849
3133,D3861,2850
3134,D3865,2851
3135,D3867,2852
3136,D3880,2853
3137,D-3901,2854
3138,D3888,2855
3139,D3904,2856
3140,D3914,2857
3141,D3918,2858
3142,D3907,2859
3143,D3887,2860
3144,D3899,2861
3145,D3912,2862
3146,D3903,2863
3147,LAT220,2864
3148,D-3930,2865
3149,D3916,2866
3150,PE015,2867
3151,D3869,2868
3152,D3939,2869
3153,D3939,2870
3154,D3804,2871
3155,D3945,2872
3156,D3900,2873
3157,D3931,2874
3158,D3938,2875
3159,D-3942,2876
3160,D3953,2877
3161,D3961,2878
3162,D3969,2879
3163,LAT215,2880
3164,D3981,2881
3165,D3943,2882
3166,D3883,2883
3167,D3965,2884
3168,D-3932,2885
3169,D3988,2886
3170,D-4037,2887
3171,D3947,2888
3172,D3940,2889
3173,D3956,2890
3174,D3960,2891
3175,D3946,2892
3176,D3961,2893
3177,D3972,2894
3178,D3984,2895
3179,LAT221,2896
3180,D3917,2897
3181,D-3958,2898
3182,D3968,2899
3183,D3962,2900
3184,D3952,2901
3185,D3963,2902
3186,RE116,2903
3187,D3973,2904
3188,D3936,2905
3189,D3979,2906
3190,D4018,2907
3191,D3977,2908
3192,D-3992,2909
3193,D4097,2910
3194,D3970,2911
3195,D4003,2912
3196,D3991,2913
3197,D3964,2914
3198,D3989,2915
3199,D4015,2916
3200,D4026,2917
3201,D4040,2918
3202,D4061,2919
3203,D-3987,2920
3204,D3993,2921
3205,D3882,2922
3206,D3941,2923
3207,D3997,2924
3208,D4071,2925
3209,RE117,2926
3210,D3994,2927
3211,D4019,2928
3212,D3971,2929
3213,D3995,2930
3214,D-4011,2931
3215,D4022,2932
3216,D4055,2933
3217,D4069,2934
3218,OP059,2935
3219,OP061,2936
3220,D4014,2937
3221,D4020,2938
3222,D4082,2939
3223,D3996,2940
3224,D4077,2941
3225,RE-119,2942
3226,RE118,2943
3227,RE120,2944
3228,D3937,2945
3229,D3944,2945
3230,D3986,2946
3231,D4032,2947
3232,D4025,2948
3233,D4012,2949
3234,D4048,2950
3235,D3998,2951
3236,D4070,2952
3237,D-4065,2953
3238,D4029,2954
3239,D4089,2955
3240,D4045,2956
3241,D4141,2957
3242,D4123,2958
3243,D4150,2959
3244,RE121,2960
3245,RE123,2961
3246,D4027,2962
3247,D4087,2963
3248,D-4001,2964
3249,D4068,2965
3250,D4083,2966
3251,D4054,2967
3252,D4102,2968
3253,D4066,2969
3254,RE122,2970
3255,RE124,2971
3256,D4000,2972
3257,D4081,2973
3258,D4078,2974
3259,D-4088,2975
3260,D3974,2976
3261,D4057,2977
3262,D4109,2978
3263,D4042,2979
3264,D4062,2980
3265,D4085,2981
3266,D3954,2982
3267,D3955,2982
3268,D4002,2983
3269,D4095,2984
3270,D4091,2985
3271,D-4100,2986
3272,D4132,2987
3273,D4041,2988
3274,D4046,2989
3275,D4127,2990
3276,D4146,2991
3277,RE125,2992
3278,D4093,2993
3279,D4092,2994
3280,D4129,2995
3281,D4144,2996
3282,D-4126,2997
3283,D4128,2998
3284,D4131,2999
3285,D4142,3000
3286,D4076,3001
3287,D3982,3002
3288,D4167,3003
3289,D4156,3004
3290,D4165,3005
3291,D4166,3006
3292,D4171,3007
3293,D-4169,3008
3294,D4186,3009
3295,D4158,3010
3296,RE126,3011
3297,D4060,3012
3298,D4185,3013
3299,D4043,3014
3300,D4111,3015
3301,D4176,3016
3302,D4178,3017
3303,D4096,3018
3304,D4112,3018
3305,D4113,3018
3306,D4115,3018
3307,LAT-222,3019
3308,D4191,3020
3309,D4270,3021
3310,OP065,3022
3311,D4023,3023
3312,D4172,3024
3313,D4173,3025
3314,D4181,3025
3315,D4168,3026
3316,D4175,3027
3317,D4196,3028
3318,D4188,3029
3319,D-4204,3030
3320,D4207,3031
3321,D4225,3032
3322,D4210,3033
3323,OP066,3034
3324,RE129,3035
3325,D4179,3036
3326,D4075,3037
3327,D4059,3038
3328,D4189,3039
3329,D4099,3040
3330,D4116,3040
3331,D-4190,3041
3332,D4199,3042
3333,D4148,3043
3334,D4153,3043
3335,D4211,3044
3336,D4242,3045
3337,OP062,3046
3338,RE128,3047
3339,RE127,3048
3340,D4194,3049
3341,D4058,3050
3342,D4214,3051
3343,D4215,3051
3344,D-4217,3052
3345,D4202,3053
3346,D4079,3054
3347,D4198,3055
3348,D4074,3056
3349,D4160,3057
3350,D4208,3058
3351,D4231,3059
3352,D4252,3060
3353,D4232,3061
3354,D4235,3061
3355,D4230,3062
3356,D-4205,3063
3357,D4244,3064
3358,D4218,3065
3359,D4220,3066
3360,D4184,3067
3361,D4233,3068
3362,D4222,3069
3363,D4229,3070
3364,D4227,3071
3365,D4174,3072
3366,D4239,3073
3367,D-4254,3074
3368,D4145,3075
3369,D4162,3076
3370,D4261,3077
3371,D4246,3078
3372,D4297,3079
3373,D4250,3080
3374,D4258,3081
3375,D4266,3082
3376,D4269,3083
3377,LAT226,3084
3378,D-4119,3085
3379,D-4120,3085
3380,D4245,3086
3381,D4180,3087
3382,D4268,3088
3383,LAT229,3089
3384,LAT230,3090
3385,D4248,3091
3386,D4317,3092
3387,D4274,3093
3388,D4323,3094
3389,LAT224,3095
3390,PE-016,3096
3391,D4282,3097
3392,D4286,3098
3393,D4255,3099
3394,D4301,3100
3395,D4300,3101
3396,LAT228,3102
3397,RE130,3103
3398,D4224,3104
3399,D4276,3105
3400,D4298,3106
3401,D-4302,3107
3402,D4321,3108
3403,D4283,3109
3404,LAT227,3110
3405,D4314,3111
3406,D4313,3112
3407,D4295,3113
3408,D4299,3113
3409,D4312,3114
3410,D4305,3115
3411,OP067,3116
3412,D4326,3117
3413,LAT-225,3118
3414,D4277,3119
3415,D4296,3120
3416,D4310,3121
3417,D4328,3122
3418,D4318,3123
3419,D4322,3124
3420,D4337,3125
3421,D4343,3126
3422,D4339,3127
3423,D4357,3128
3424,D-4347,3129
3425,D4327,3130
3426,D4303,3131
3427,D4417,3132
3428,D4336,3133
3429,D4234,3134
3430,D4238,3134
3431,D4329,3135
3432,D4350,3136
3433,D4342,3137
3434,D4340,3138
3435,D4351,3139
3436,D-4354,3140
3437,D4324,3141
3438,D4352,3142
3439,D4371,3143
3440,D4331,3144
3441,D4365,3145
3442,D4364,3146
3443,D4349,3147
3444,D4437,3148
3445,D4385,3149
3446,D4398,3150
3447,D-4399,3151
3448,D4366,3152
3449,D4367,3153
3450,D4247,3154
3451,D4362,3155
3452,D4386,3156
3453,D4396,3156
3454,D4392,3157
3455,D4356,3158
3456,CRF001,3159
3457,D4361,3160
3458,D4394,3161
3459,D-4345,3162
3460,D4410,3163
3461,D4436,3164
3462,D4412,3165
3463,D4430,3166
3464,D4441,3167
3465,D4462,3168
3466,RE131,3169
3467,D4381,3170
3468,D4382,3170
3469,D4450,3171
3470,D4434,3172
3471,D-4406,3173
3472,D4431,3174
3473,D4418,3175
3474,D4419,3176
3475,D4428,3177
3476,D4439,3178
3477,D4448,3179
3478,D4483,3180
3479,OP060,3181
3480,OP065,3182
3481,OP068,3183
3482,D-4409,3184
3483,D4330,3185
3484,D4435,3186
3485,D4413,3187
3486,D4433,3188
3487,D4335,3189
3488,D4480,3190
3489,D4426,3191
3490,D4170,3192
3491,D4454,3193
3492,D4447,3194
3493,D-4424,3195
3494,D4464,3196
3495,D4374,3197
3496,D4451,3198
3497,D4486,3199
3498,D4501,3200
3499,D4498,3201
3500,D4470,3202
3501,D4467,3203
3502,D4474,3204
3503,D4449,3205
3504,D-4405,3206
3505,D4479,3207
3506,D4429,3208
3507,D4481,3209
3508,D4477,3210
3509,D4375,3211
3510,D4384,3211
3511,D4395,3211
3512,D4465,3212
3513,D4502,3213
3514,LAT231,3214
3515,D4496,3215
3516,D4503,3215
3517,D4517,3216
3518,D-4445,3217
3519,D4484,3218
3520,D4493,3219
3521,D4487,3220
3522,D4497,3221
3523,OP069,3222
3524,D4515,3223
3525,D4548,3224
3526,D4514,3225
3527,D4538,3226
3528,D4466,3227
3529,D-4492,3228
3530,D4532,3229
3531,OP070,3230
3532,D4528,3231
3533,D4524,3232
3534,D4537,3233
3535,D4504,3234
3536,D4546,3235
3537,D4551,3236
3538,D4570,3237
3539,D4580,3238
3540,D-4668,3239
3541,D4634,3240
3542,D4427,3241
3543,D4432,3241
3544,D4542,3242
3545,D4452,3243
3546,D4552,3244
3547,D4554,3245
3548,D4541,3246
3549,D4411,3247
3550,D4558,3248
3551,D4562,3249
3552,D-4561,3250
3553,D4563,3251
3554,D4602,3252
3555,D4508,3253
3556,D4468,3254
3557,D4505,3255
3558,D4567,3256
3559,D4522,3257
3560,D4527,3258
3561,D4531,3259
3562,D4584,3260
3563,D-4549,3261
3564,D4592,3262
3565,D4579,3263
3566,LAT235,3264
3567,LAT234,3265
3568,D4578,3266
3569,D4575,3267
3570,D4539,3268
3571,D4475,3269
3572,D4603,3270
3573,D4607,3271
3574,D-4604,3272
3575,D4612,3273
3576,LAT233,3274
3577,D4619,3275
3578,D4616,3276
3579,D4684,3277
3580,D4701,3278
3581,D4622,3279
3582,LAT236,3280
3583,LAT232,3281
3584,D4611,3282
3585,D-4550,3283
3586,D4590,3284
3587,D4608,3285
3588,D4662,3286
3589,D4620,3287
3590,D4605,3288
3591,D4640,3289
3592,D4624,3290
3593,LAT237,3291
3594,D4500,3292
3595,D4613,3293
3596,D-4621,3294
3597,D4635,3295
3598,D4669,3296
3599,D4463,3297
3600,D4647,3298
3601,D4655,3299
3602,D4712,3300
3603,D4691,3301
3604,D4583,3302
3605,D4587,3303
3606,D4626,3304
3607,D-4565,3305
3608,D4489,3306
3609,D4715,3307
3610,D4659,3308
3611,D4623,3309
3612,D4649,3310
3613,D4555,3311
3614,D4585,3312
3615,D4499,3313
3616,D4618,3314
3617,OP071,3315
3618,D-4651,3316
3619,D4645,3317
3620,D4660,3318
3621,D4574,3319
3622,D4674,3320
3623,D4606,3321
3624,D4676,3322
3625,D4677,3323
3626,D4615,3324
3627,D4683,3325
3628,LAT238,3326
3630,D4560,3328
3631,D4694,3329
3632,D4667,3330
3633,D4679,3331
3634,D4696,3332
3635,D4697,3332
3636,D4689,3333
3637,D4703,3334
3638,D4714,3335
3639,D4741,3336
3640,D4723,3337
3641,LAT-239,3338
3642,D4661,3339
3643,D4664,3340
3644,D4719,3341
3645,D4709,3342
3646,D4687,3343
3647,D4695,3344
3648,D4711,3345
3649,D4632,3346
3650,D4767,3347
3651,D4770,3348
3652,D-4775,3349
3653,OP072,3350
3654,OP073,3351
3655,OP074,3352
3656,D4692,3353
3657,D4690,3354
3658,D4698,3355
3659,D4657,3356
3660,D4739,3357
3661,D4752,3358
3662,D4763,3359
3663,D-4704,3360
3664,D4837,3361
3665,D4811,3362
3666,D4759,3363
3667,D4693,3364
3668,D4749,3365
3669,D4753,3366
3670,D4557,3367
3671,D4870,3368
3672,LAT244,3369
3673,D4791,3370
3674,D-4788,3371
3675,D-4793,3371
3676,D4737,3372
3677,D4699,3373
3678,D4738,3374
3679,D4909,3375
3680,D4895,3376
3681,D4751,3377
3682,D4740,3378
3683,D4599,3379
3684,D4779,3380
3685,D4728,3381
3686,D-4863,3382
3687,D4700,3383
3688,D4733,3384
3689,D4766,3385
3690,D4772,3386
3691,D4809,3387
3692,D4786,3388
3693,D4915,3389
3694,D4758,3390
3695,D4742,3391
3696,D4778,3392
3697,LAT-246,3393
3698,D4725,3394
3699,D4735,3394
3700,D4769,3395
3701,D4796,3396
3702,D4807,3397
3703,D4867,3398
3704,D4777,3399
3705,D4727,3400
3706,D4720,3401
3707,D4792,3402
3708,D4586,3403
3709,D-4774,3404
3710,D4705,3405
3711,D4773,3406
3712,D4773,3407
3713,D4803,3408
3714,D4829,3409
3715,D4747,3410
3716,D4813,3411
3717,D4869,3412
3718,D4924,3413
3719,D4797,3414
3720,D-4941,3415
3721,LAT243,3416
3722,LAT242,3417
3723,LAT241,3418
3724,D4802,3419
3725,D4815,3420
3726,D4848,3421
3727,D4726,3422
3728,D4730,3422
3729,D4828,3423
3730,PE018,3424
3731,D4946,3425
3732,LAT-245,3426
3733,D4827,3427
3734,D4832,3428
3735,D4731,3429
3736,D4834,3430
3737,D4842,3431
3738,LAT240,3432
3739,LAT247,3433
3740,D4853,3434
3741,D4844,3435
3742,D4799,3436
3743,D-4877,3437
3744,D4830,3438
3745,D4847,3439
3746,D4860,3439
3747,D4864,3439
3748,D4902,3440
3749,D4920,3441
3750,D4903,3442
3751,D4859,3443
3752,D4785,3444
3753,D4862,3445
3754,D4835,3446
3755,D4840,3447
3756,D-4970,3448
3757,D4872,3449
3758,D4873,3450
3759,D4878,3451
3760,D4961,3452
3761,D4974,3453
3762,D4823,3454
3763,D4874,3455
3764,D4883,3456
3765,D5010,3457
3766,D5036,3458
3767,D-4857,3459
3768,D4882,3460
3769,OP077,3461
3770,D4896,3462
3771,D4881,3463
3772,D4910,3464
3773,D4951,3465
3774,D2603,3466
3775,D4931,3467
3776,D4932,3468
3777,D4925,3469
3778,D-4971,3470
3779,D4890,3471
3780,D4953,3472
3781,D5020,3473
3782,D4836,3474
3783,D4892,3475
3784,D4923,3476
3785,D4934,3477
3786,D4972,3478
3787,D4962,3479
3788,D4938,3480
3789,D-4985,3481
3790,D4998,3482
3791,D4889,3483
3792,LAT249,3484
3793,LAT259,3485
3794,LAT251,3486
3795,D4930,3487
3796,D4850,3488
3797,D4954,3489
3798,D4964,3490
3799,D4937,3491
3800,D-4917,3492
3801,D4939,3493
3802,D4952,3494
3803,D4968,3495
3804,D4906,3496
3805,D4926,3497
3806,D4943,3498
3807,D4927,3499
3808,D5002,3500
3809,D5005,3501
3810,D5060,3502
3811,LAT-255,3503
3812,LAT262,3504
3813,D4992,3505
3814,D5009,3506
3815,D5043,3507
3816,D4933,3508
3817,LAT250,3509
3818,LAT254,3510
3819,D5017,3511
3820,D5037,3512
3821,D4928,3513
3822,D-4865,3514
3823,D5031,3515
3824,D4973,3516
3825,OP078,3517
3826,LAT252,3518
3827,D5019,3519
3828,D5056,3520
3829,D5047,3521
3830,D5024,3522
3831,D4967,3523
3832,D5092,3524
3833,D5093,3524
3834,D-5053,3525
3835,D5061,3526
3836,D5004,3527
3837,D4994,3528
3838,D5070,3529
3839,LAT260,3530
3840,LAT257,3531
3841,D5027,3532
3842,D5075,3533
3843,D5088,3534
3844,D4997,3535
3845,D-5069,3536
3846,LAT253,3537
3847,D5067,3538
3848,D5073,3539
3849,D5057,3540
3850,D5078,3541
3851,D5160,3542
3852,OP080,3543
3853,D5097,3544
3854,D5127,3545
3855,D4975,3546
3856,D-5045,3547
3857,D5076,3548
3858,D5074,3549
3859,D5102,3550
3860,LAT263,3551
3861,D5106,3552
3862,D5115,3553
3863,D5125,3554
3864,D5114,3555
3865,D5099,3556
3866,D5132,3557
3867,D-5080,3558
3868,D5123,3559
3869,D5118,3560
3870,D5103,3561
3871,D5032,3562
3872,D5041,3562
3873,D5133,3563
3874,D5137,3564
3875,D5094,3565
3876,OP068,3566
3877,D4884,3567
3878,D5100,3568
3879,D-5117,3569
3880,D5145,3570
3881,D5126,3571
3882,D5134,3572
3883,D5142,3573
3884,D5112,3574
3885,D5105,3575
3886,D5153,3576
3887,D5135,3577
3888,D5144,3578
3889,D5143,3579
3890,D-5050,3580
3891,D5178,3581
3892,D5140,3582
3893,D5138,3583
3894,D5149,3584
3895,D5157,3585
3896,D5174,3586
3897,D5184,3587
3898,D5186,3588
3899,D5189,3589
3900,D5001,3590
3901,D-5030,3591
3902,OP075,3592
3903,D5042,3593
3904,D5168,3594
3905,D5167,3595
3906,D5183,3596
3907,D5180,3597
3908,D5101,3598
3909,D5187,3599
3910,D5236,3600
3911,PE017,3601
3912,D-5169,3602
3913,D5225,3603
3914,OP081,3604
3915,D5131,3605
3916,D5163,3606
3917,D5173,3607
3918,LAT256,3608
3919,D5084,3609
3920,PE019,3610
3921,D5194,3611
3922,D5136,3612
3923,D-5172,3613
3924,D5211,3614
3925,D5203,3615
3926,D5232,3616
3927,D5259,3617
3928,D5266,3618
3929,D5286,3619
3930,D5268,3620
3931,LAT265,3621
3932,D5185,3622
3933,D5220,3623
3934,D-5171,3624
3935,D5206,3625
3936,D5190,3626
3937,D5188,3627
3938,D5248,3628
3939,D5107,3629
3940,D5208,3630
3941,D5217,3631
3942,D5214,3632
3943,D5260,3633
3944,D5256,3634
3945,D-5261,3635
3946,D5244,3636
3947,D5271,3637
3948,D5302,3638
3949,D5314,3639
3950,D5283,3640
3951,D5274,3641
3952,D5341,3642
3953,D5265,3643
3954,D5342,3644
3955,D-5324,3645
3956,D5350,3646
3957,D5374,3647
3958,D5330,3648
3959,D5320,3649
3960,D5306,3650
3961,D5421,3651
3962,D5328,3652
3963,D5348,3653
3964,LAT266,3654
3965,D5351,3655
3966,LAT-264,3656
3967,D5383,3657
3968,D5383,3658
3969,D5427,3659
3970,D5321,3660
3971,D5310,3660
3972,D5264,3661
3973,D5334,3662
3974,D5340,3663
3975,D5360,3664
3976,D5279,3665
3977,D5375,3666
3978,D-5379,3667
3979,D5349,3668
3980,D5336,3669
3981,D5366,3670
3982,D5354,3671
3983,D5381,3672
3984,LAT267,3673
3985,D5384,3674
3986,D5325,3675
3987,D5401,3676
3988,D5389,3677
3989,D-5390,3678
3990,D5406,3679
3991,LAT270,3680
3992,D5288,3681
3993,D5365,3682
3994,D5323,3683
3995,LAT271,3684
3996,D5402,3685
3997,D5418,3686
3998,D5373,3687
3999,D5393,3688
4000,D-5392,3689
4001,LAT272,3690
4002,D5355,3691
4003,D5403,3692
4004,D5394,3693
4005,D5378,3694
4006,D5429,3695
4007,D5416,3696
4008,D5419,3697
4009,D5430,3698
4010,D5409,3699
4011,D-5448,3700
4012,D5432,3701
4013,D5477,3702
4014,PE020,3703
4015,D5410,3704
4016,D5399,3705
4017,D5454,3706
4018,D5465,3707
4019,D5494,3708
4020,D5485,3709
4021,D5461,3710
4022,OP-083,3711
4023,D5440,3712
4024,D5449,3712
4025,D5462,3712
4026,D5519,3713
4027,D5472,3714
4028,D5507,3715
4029,PE021,3716
4030,OP082,3717
4031,D5455,3718
4032,D5445,3719
4033,D5453,3719
4034,D5460,3720
4035,D5490,3721
4036,D-5506,3722
4037,D5535,3723
4038,D5551,3724
4039,D5479,3725
4040,D5436,3726
4041,D5474,3727
4042,D5475,3727
4043,D5489,3727
4044,D5480,3728
4045,D5510,3729
4046,D5459,3730
4047,OP079,3731
4048,D5487,3732
4049,D-5428,3733
4050,D5415,3734
4051,D5412,3735
4052,D5505,3736
4053,D5441,3737
4054,D5481,3738
4055,D5483,3739
4056,D5544,3740
4057,D5574,3741
4058,D5569,3742
4059,D5622,3743
4060,PE-022,3744
4061,D5452,3745
4062,D5529,3746
4063,D5540,3747
4064,D5531,3748
4065,D5577,3749
4066,D5476,3750
4067,D5528,3751
4068,D5624,3752
4069,D5583,3753
4070,D5523,3754
4071,OP-084,3755
4072,D5442,3756
4073,D5570,3757
4074,D5612,3758
4075,D5558,3759
4076,D5552,3760
4077,D5513,3761
4078,D5515,3762
4079,D5643,3763
4080,D5641,3764
4081,D5690,3765
4082,D-5277,3766
4083,D5431,3767
4084,D5464,3768
4085,D5621,3769
4086,D5576,3770
4087,D5521,3771
4088,D5615,3772
4089,D5591,3773
4090,D5666,3774
4091,D5549,3775
4092,D5503,3776
4093,OP-086,3777
4094,D5599,3778
4095,D5600,3778
4096,D5607,3778
4097,D5618,3779
4098,D5623,3780
4099,D5637,3781
4100,D5640,3782
4101,D5605,3783
4102,D5676,3784
4103,D5695,3785
4104,OP085,3786
4105,D5670,3787
4106,D-5661,3788
4107,D5655,3789
4108,D5669,3790
4109,D5693,3791
4110,D5760,3792
4111,D5667,3793
4112,D5673,3794
4113,D5681,3795
4114,D5683,3796
4115,D5592,3797
4116,D5707,3798
4117,D-5697,3799
4118,D5703,3800
4119,D5706,3801
4120,LAT274,3802
4121,LAT277,3803
4122,D5644,3804
4123,D5590,3805
4124,D5578,3806
4125,D5708,3807
4126,D5714,3808
4127,D5659,3809
4128,D-5668,3810
4129,D5737,3811
4130,D5736,3812
4131,D5555,3813
4132,D5582,3814
4133,D5710,3815
4134,D5729,3816
4135,D5740,3817
4136,D5718,3818
4137,D5721,3819
4138,D5762,3820
4139,D5628,3821
4140,D5645,3822
4141,D5656,3823
4142,D5657,3824
4143,D5625,3825
4144,D5632,3826
4145,D5626,3827
4146,D5633,3828
4147,D5696,3829
4148,D5739,3830
4150,D5631,3832
4151,D5691,3833
4152,D5728,3834
4153,D5746,3835
4154,D5797,3836
4155,D5755,3837
4156,D5798,3838
4157,D5682,3839
4158,D5742,3840
4159,PE-023,3841
4160,D5724,3842
4161,D5686,3843
4162,D5752,3844
4163,D5778,3845
4164,D5754,3846
4165,D5692,3847
4166,D5767,3848
4167,D576,3848
4168,LAT276,3849
4169,D5773,3850
4170,PE024,3851
4171,D-5705,3852
4172,D-5712,3852
4173,D5719,3853
4174,D5758,3854
4175,D5749,3855
4176,D5770,3856
4177,D5782,3857
4178,D5781,3858
4179,D5700,3859
4180,D5730,3860
4181,D5801,3861
4182,D5812,3862
4183,D-5713,3863
4184,D5796,3864
4185,D5804,3865
4186,D5813,3866
4187,D5585,3867
4188,D5809,3868
4189,D5818,3869
4190,D5727,3870
4191,D5716,3871
4192,D5775,3872
4193,D5741,3873
4194,D-5819,3874
4195,D5805,3875
4196,D5822,3876
4197,D5828,3877
4198,D5837,3878
4199,D5825,3879
4200,D5877,3880
4201,D5731,3881
4202,D5786,3882
4203,D5751,3883
4204,D5843,3884
4205,D-5808,3885
4206,D5815,3886
4207,D5768,3887
4208,D5864,3888
4209,D5834,3889
4210,D5849,3890
4211,D5896,3891
4212,D5940,3892
4213,D5853,3893
4214,D5839,3894
4215,D5867,3895
4216,D-5865,3896
4217,D5855,3897
4218,D5876,3898
4219,D5861,3899
4220,D5880,3900
4221,D5873,3901
4222,D5874,3902
4223,D5783,3903
4224,D5883,3904
4225,D5892,3905
4226,D5894,3906
4227,OP-087,3907
4228,D5878,3908
4229,D5747,3909
4230,D5897,3910
4231,D5915,3911
4232,D5910,3912
4233,D5921,3913
4234,D5858,3914
4235,D5890,3915
4236,D5914,3916
4237,D-5916,3917
4238,D5919,3918
4239,D5824,3919
4240,D5950,3920
4241,D5930,3921
4242,D5937,3922
4243,D5947,3923
4244,D5927,3924
4245,D5945,3925
4246,D5936,3926
4247,D5963,3927
4248,D-5965,3928
4249,LAT282,3929
4250,D5946,3930
4251,D5923,3931
4252,D5857,3932
4253,D5911,3933
4254,D5979,3934
4255,D5975,3935
4256,D5928,3936
4257,D5931,3937
4258,D5832,3938
4259,D-5967,3939
4260,D5980,3940
4261,D5856,3941
4262,PE026,3942
4263,D5860,3943
4264,LAT278,3944
4265,LAT280,3945
4266,D5932,3946
4267,D5955,3947
4268,D5957,3948
4269,D6043,3949
4270,D-5934,3950
4271,D5960,3951
4272,LAT279,3952
4273,D5933,3953
4274,D5777,3954
4275,D5986,3955
4276,D5954,3956
4277,D5983,3957
4278,D5862,3958
4279,LAT283,3959
4280,D6008,3960
4281,D-6016,3961
4282,D5951,3962
4283,D6017,3963
4284,D5992,3964
4285,D6003,3965
4286,D6020,3966
4287,D6034,3967
4288,D6046,3968
4289,D6002,3969
4290,D6005,3970
4291,D6122,3971
4292,D6123,3971
4293,D6124,3971
4294,D-6014,3972
4295,D6013,3973
4296,D6021,3974
4297,D6040,3975
4298,D6032,3976
4299,D5996,3977
4300,D6042,3978
4301,D6078,3979
4302,D6036,3980
4303,D6037,3981
4304,D6044,3982
4305,D-6120,3983
4306,D6135,3984
4307,D6181,3985
4308,LAT273,3986
4309,D6025,3987
4310,D6039,3988
4311,D5881,3989
4312,D5971,3990
4313,D6027,3991
4314,D5935,3992
4315,OP088,3993
4316,D-5970,3994
4317,D5978,3995
4318,D6079,3996
4319,D6018,3997
4320,D6216,3998
4321,OP089,3999
4322,D5929,4000
4323,D6057,4001
4324,D6072,4001
4325,D6084,4002
4326,D6083,4003
4327,D6061,4004
4328,D-6081,4005
4329,D5997,4006
4330,D6001,4006
4331,D5984,4007
4332,D6063,4008
4333,D6064,4009
4334,D6066,4010
4335,D6096,4011
4336,D6119,4012
4337,D6114,4013
4338,D6028,4014
4339,D6117,4015
4340,D-6041,4016
4341,D9067,4017
4342,D9068,4017
4343,D9069,4017
4344,D6110,4018
4345,D6067,4019
4346,D6007,4020
4347,OP086,4021
4348,D5994,4022
4349,LAT285,4023
4350,D6105,4024
4351,D6113,4025
4352,D6180,4026
4353,D-6030,4027
4354,D6192,4028
4355,D6160,4029
4356,PE027,4030
4357,D6172,4031
4358,D6152,4032
4359,D6165,4033
4360,D6167,4034
4361,D6201,4035
4362,D6118,4036
4363,D-6139,4037
4364,D6155,4038
4365,D6102,4039
4366,D6055,4040
4367,D5964,4041
4368,D5968,4042
4369,D6190,4043
4370,D6189,4044
4371,D6162,4045
4372,D6163,4045
4373,D6194,4046
4374,D6198,4047
4375,D-6187,4048
4376,D6211,4049
4377,D6212,4050
4378,D6203,4051
4379,D6205,4052
4380,D6228,4053
4381,D6068,4054
4382,D6199,4055
4383,D6219,4056
4384,D6220,4057
4385,D6242,4058
4386,D-6277,4059
4387,D2158,4060
4388,D6202,4061
4389,D6178,4062
4390,D6284,4063
4391,D6234,4064
4392,D6224,4065
4393,D6227,4066
4394,D6238,4067
4395,D6257,4068
4396,D6245,4069
4397,D-6258,4070
4398,D6251,4071
4399,D6256,4072
4400,D6259,4073
