id,fecha,estado_proyecto_ley_id,proyecto_ley_id,gaceta_texto,corporacion_id
27485,2010-04-22,56,5643,146/10,1
51671,2010-04-22,15,5643,NA,1
51672,2016-06-14,34,8239,NA,NA
51673,2016-06-21,70,7629,NA,NA
51674,2016-06-21,70,7776,NA,NA
51675,2016-06-21,70,8019,NA,NA
51676,2016-06-21,70,8026,NA,NA
51677,2016-06-21,70,8031,NA,NA
51678,2016-06-21,70,8035,NA,NA
51679,2016-06-21,70,8042,NA,NA
51680,2016-06-21,70,8066,NA,NA
51681,2016-06-21,70,8067,NA,NA
51683,2016-06-21,70,8049,NA,NA
51684,2016-06-21,70,8054,NA,NA
51685,2016-06-21,70,8099,NA,NA
51686,2016-06-21,70,8109,NA,NA
51687,2016-06-21,70,8120,NA,NA
51688,2016-06-21,70,8126,NA,NA
51689,2016-06-21,70,8128,NA,NA
51690,2016-06-21,70,8149,NA,NA
51691,2016-06-21,70,8151,NA,NA
51692,2016-06-21,70,8163,NA,NA
51693,2016-06-21,70,8229,NA,NA
51694,2016-06-21,70,8231,NA,NA
51695,2016-06-21,70,8223,NA,NA
51696,2016-06-21,70,8238,NA,NA
51715,2016-06-21,70,7912,NA,NA
51660,2016-06-20,19,8210,"453/16, 720/16",1
51643,2016-06-14,45,8071,438/16,2
51659,2016-06-20,19,8131,"477/16, 653/16",2
51663,2016-06-20,23,8152,"477/16, 653/16",2
51661,2016-06-20,19,8359,"477/16, 653/16",2
51655,2016-06-20,23,8104,"477/16, 535/16, 653/16",2
51648,2016-06-20,12,7937,720/16,1
51662,2016-06-20,19,8331,"477/16, 653/16",2
51657,2016-06-20,19,8250,"477/16, 653/16",2
51646,2016-06-20,12,8345,720/16,1
51651,2016-06-20,19,8277,"530/16, 650/16, 720/16",1
51654,2016-06-20,19,8235,"453/16, 520/16, 529/16, 720/16",1
51652,2016-06-20,23,7958,"477/16, 653/16",2
51366,2016-05-25,12,7853,539/16,1
51656,2016-06-20,19,8241,"477/16, 653/16",2
51650,2016-06-20,13,7846,653/16,2
51697,2016-06-21,70,8247,NA,NA
51698,2016-06-21,70,8248,NA,NA
51709,2016-06-21,70,8346,NA,NA
51710,2016-06-21,70,8350,NA,NA
51711,2016-06-21,70,8357,NA,NA
51722,2015-08-06,74,7976,565/15,1
51699,2016-06-21,70,8267,NA,NA
51739,2016-06-21,70,8014,NA,NA
51749,2016-06-21,70,7676,NA,2
51700,2016-06-21,70,8286,NA,NA
51701,2016-06-21,32,8295,NA,NA
51702,2016-06-21,70,8297,NA,NA
51703,2016-06-21,70,8305,NA,NA
51708,2016-06-21,70,8339,NA,NA
51725,2016-06-21,70,7953,NA,NA
51726,2016-06-21,70,7964,NA,2
51734,2016-06-14,32,7845,904/16,NA
51704,2016-06-21,32,8306,NA,NA
51714,2016-06-21,70,7727,NA,2
51716,2016-06-21,70,8291,NA,NA
51705,2016-06-21,70,8309,NA,NA
51706,2016-06-21,70,8322,NA,NA
51666,2016-06-14,56,8389,425/16,1
51718,2016-06-21,70,8320,NA,NA
51727,2016-06-21,70,7960,NA,NA
51746,2016-06-21,70,7705,NA,2
51747,2016-06-21,70,7898,NA,2
51707,2016-06-21,70,8328,NA,NA
51712,2016-06-21,70,8370,NA,NA
51717,2016-06-21,70,8294,NA,NA
51713,2016-06-16,12,7631,817/16,1
51719,2016-06-21,70,8344,NA,NA
51721,2016-06-21,34,8381,NA,NA
51720,2016-06-21,70,8385,NA,NA
51723,2015-11-17,74,7976,931/15,1
51728,2016-06-21,70,7907,NA,1
51729,2016-06-21,70,7906,NA,NA
51741,2016-06-21,70,8308,NA,NA
51724,2016-06-21,70,7976,NA,1
51731,2015-11-24,34,8112,NA,NA
51732,2016-06-16,34,8285,NA,NA
51736,2016-06-21,70,8036,NA,NA
51737,2016-06-21,70,8288,NA,NA
51738,2016-06-21,70,8176,NA,NA
51740,2016-06-21,70,8228,NA,NA
51742,2016-06-21,70,7658,NA,NA
51745,2016-06-21,70,7713,NA,2
51744,2016-06-21,70,7720,NA,2
51748,2016-06-21,70,7887,NA,2
51751,2016-06-21,70,7789,NA,2
51754,2016-06-20,70,8056,NA,NA
51756,2016-06-20,70,8059,NA,NA
51757,2016-06-20,70,8087,NA,NA
51759,2016-06-20,70,8076,NA,NA
51760,2016-06-20,70,8012,NA,NA
51761,2016-06-20,70,8168,NA,NA
51762,2016-06-20,70,8191,NA,NA
51763,2016-06-20,70,8268,NA,NA
51764,2016-06-16,34,8242,NA,NA
51787,2016-06-20,70,8145,NA,NA
51780,2016-06-20,70,8219,NA,NA
51792,2016-06-20,70,8139,NA,NA
51795,2016-06-20,70,8086,NA,NA
51796,2016-06-20,70,8077,NA,NA
51801,2016-06-20,32,8023,NA,NA
51802,2016-06-08,34,8293,NA,NA
51804,2016-06-20,70,8325,NA,NA
51805,2016-06-20,70,8373,NA,NA
51806,2016-06-20,70,8389,NA,NA
51807,2016-06-20,70,8338,NA,NA
51808,2016-06-20,70,8362,NA,NA
51809,2016-06-20,70,8282,NA,NA
51810,2016-06-20,70,8278,NA,NA
51811,2016-06-20,70,8276,NA,NA
51812,2016-06-14,34,8275,NA,NA
51813,2016-06-20,70,8273,NA,NA
51814,2016-06-20,70,8270,NA,NA
51815,2016-06-20,70,8244,NA,NA
51816,2016-06-20,70,8256,NA,NA
51817,2016-06-20,70,8246,NA,NA
51818,2016-06-14,34,8172,NA,NA
51789,2016-06-20,70,8174,NA,NA
51779,2016-06-20,70,8230,NA,NA
51778,2016-06-20,70,8251,NA,NA
51777,2016-06-20,70,8253,NA,NA
51774,2016-06-20,70,8284,NA,NA
51790,2016-06-20,70,8167,NA,NA
51784,2016-06-20,70,8183,NA,NA
51783,2016-06-20,70,8211,NA,NA
51766,2016-06-20,70,8355,NA,NA
51767,2016-06-20,70,8351,NA,NA
51793,2016-06-20,70,8139,NA,NA
51770,2016-06-20,70,8340,NA,NA
51750,2016-06-21,70,7973,NA,2
51788,2016-06-20,70,8129,NA,NA
51752,2016-06-21,70,7700,NA,2
51771,2016-06-20,70,8329,NA,NA
51769,2016-06-20,70,8347,NA,NA
51800,2016-06-20,70,8024,NA,NA
51798,2016-06-20,70,8025,NA,NA
51797,2016-06-20,70,8063,NA,NA
51791,2016-06-20,70,8127,NA,NA
51785,2016-06-20,70,8159,NA,NA
51782,2016-06-20,70,8214,NA,NA
51776,2016-06-20,70,8265,NA,NA
51775,2016-06-20,70,8269,NA,NA
51768,2016-06-20,34,8348,NA,NA
51772,2016-05-31,34,8313,460/16,NA
51758,2016-06-20,70,8000,NA,NA
51803,2016-06-20,70,8311,NA,NA
51799,2016-06-15,32,8079,511/16,NA
51743,2016-06-21,70,7681,720/16,1
51753,2016-06-15,32,8222,767/16,1
51730,2016-06-14,17,8384,904/16,NA
51735,2016-06-21,70,8356,NA,NA
51819,2016-06-20,70,8157,NA,NA
51840,2016-06-09,34,8371,NA,NA
51820,2016-06-14,34,8150,NA,NA
51825,2016-06-20,70,8058,NA,NA
51842,2016-06-20,70,8365,NA,NA
51821,2016-06-20,70,8085,NA,NA
51824,2016-06-20,70,8080,NA,NA
51832,2016-06-20,70,8374,NA,NA
51613,2016-06-16,19,8354,"449/16, 817/16",1
51822,2016-06-20,70,8083,NA,NA
51831,2016-06-09,34,8375,NA,NA
51838,2016-06-20,34,8388,NA,NA
51823,2016-06-20,70,8081,NA,NA
51826,2016-06-16,34,8070,NA,NA
51827,2016-06-20,70,8249,NA,NA
51836,2016-06-20,34,8225,NA,NA
51828,2016-06-16,19,8137,"449/16, 817/16",1
51270,2016-05-18,21,7710,"341/16, 402/16",NA
51837,2016-06-20,34,8217,NA,NA
51845,2016-06-20,34,8296,NA,NA
51834,2016-06-20,34,8321,NA,NA
51271,2016-05-18,21,8302,"323/16, 402/16",NA
51839,2016-06-20,32,8379,NA,NA
51851,2016-06-20,32,7991,NA,NA
48482,2014-12-09,17,7827,"62/15, 449/16",NA
51829,2016-06-20,70,8383,NA,NA
51852,2016-06-20,70,7957,NA,NA
51830,2016-06-20,34,8377,NA,NA
51848,2016-06-20,34,8098,NA,NA
51835,2016-06-14,34,8266,NA,NA
51833,2016-06-20,34,8330,NA,NA
51843,2016-06-20,34,8342,NA,NA
51841,2016-06-20,34,8366,NA,NA
51850,2016-06-20,70,7999,NA,NA
51844,2016-06-20,34,8299,NA,NA
51846,2016-06-20,70,8262,NA,NA
51847,2016-06-20,34,8341,NA,NA
51853,2016-06-20,70,7610,NA,NA
51854,2016-06-20,70,7684,NA,NA
51855,2016-06-20,70,7616,NA,NA
51856,2016-06-20,70,7825,NA,NA
51786,2016-06-20,70,8132,NA,NA
51781,2016-06-20,70,8216,NA,NA
51765,2016-06-20,70,8380,NA,NA
51857,2016-06-20,70,7625,NA,1
51773,2016-06-20,70,8292,NA,NA
51858,2016-06-10,74,8074,403/16,1
51859,2016-06-10,74,8352,404/16,NA
51861,2016-06-20,70,7694,NA,1
51653,2016-06-20,45,7980,397/16,2
51866,2016-06-24,43,8089,450/16,2
51867,2016-06-16,43,8324,450/16,2
51869,2016-06-17,42,8014,451/16,NA
51870,2016-06-17,42,8176,451/16,NA
51871,2016-06-24,74,8047,451/16,2
51872,2016-06-24,74,8280,451/16,2
51878,2016-06-20,70,7917,NA,1
51879,2016-06-20,70,7827,NA,1
51880,2016-06-20,70,7699,NA,2
51881,2016-06-08,34,7723,NA,2
51883,2016-06-08,34,7797,NA,2
51886,2016-06-13,34,7848,NA,2
51887,2016-06-13,34,7910,NA,2
51876,2016-06-20,70,7793,NA,NA
51875,2016-06-20,70,7928,NA,NA
51877,2016-06-20,70,7615,NA,NA
51895,2016-06-20,70,8290,NA,NA
51896,2016-06-20,70,7799,NA,2
51897,2016-06-20,70,7897,NA,2
51898,2016-06-21,70,7683,NA,2
51899,2016-06-21,70,7986,NA,2
51860,2016-06-20,70,7632,NA,2
51900,2016-06-21,70,7922,NA,2
51901,2016-06-20,70,8048,NA,NA
51849,2016-06-20,70,8091,NA,NA
51794,2016-06-20,70,8097,NA,NA
51868,2016-06-20,70,7690,NA,NA
51862,2016-06-20,70,7696,NA,NA
51904,2016-06-20,70,7753,NA,1
51905,2016-06-20,70,7686,NA,1
51906,2016-06-20,70,7618,NA,1
51907,2016-06-20,70,8279,NA,NA
51908,2016-06-20,70,8043,NA,NA
51909,2016-06-20,70,8011,NA,1
51911,2016-06-20,70,8260,NA,NA
51912,2016-06-20,70,8169,NA,NA
51913,2016-06-20,70,8140,NA,NA
2963,2001-12-24,40,4815,24/02,NA
51915,2001-12-14,13,4815,38/02,2
2961,2001-12-14,23,4815,"67/02, 75/02, 103/02",NA
34752,2001-12-14,12,4815,75/02,NA
34751,2001-12-14,37,4815,"38/02, 75/02",NA
34577,2001-12-24,40,4775,24/02,NA
36221,2001-12-24,40,6187,24/02,NA
35824,2001-12-24,40,5162,24/02,NA
51865,2016-06-21,40,7853,495/16,NA
51864,2016-06-17,40,7859,450/16,NA
51890,2016-06-16,13,8243,721/16,2
51894,2016-06-20,12,8016,720/16,1
51888,2016-06-15,79,7805,593/16,2
51874,2016-06-15,12,7646,767/16,1
51885,2016-06-08,34,7992,617/16,2
51884,2016-06-08,34,7721,617/16,2
51882,2016-06-08,34,7796,617/16,2
51891,2016-06-20,13,8345,653/16,2
51863,2016-06-20,23,8055,"453/16, 720/16",1
51889,2016-06-16,13,7631,721/16,2
51892,2016-06-20,13,7710,653/16,2
51893,2016-06-20,13,8016,653/16,2
51619,2016-06-16,43,8003,428/16,1
51903,2016-06-16,12,7829,817/16,1
51902,2016-06-09,13,7829,538/16,2
35397,2001-12-24,40,5092,24/02,NA
34455,2001-12-24,40,4778,24/02,NA
51917,2002-03-11,56,8390,49/02,2
35176,2001-12-27,40,5043,24/02,NA
34006,2001-12-31,77,4798,31/02,NA
25857,2002-02-20,42,5366,36/02,NA
35017,2001-12-27,40,5023,24/02,NA
35010,2001-12-27,40,5022,24/02,NA
35406,2001-12-27,40,5098,24/02,NA
35388,2001-12-31,40,5091,24/02,NA
34005,2001-12-31,76,4975,31/02,NA
38017,2002-02-12,44,4990,33/02,NA
39517,2002-02-20,56,6534,36/02,2
51920,2001-11-06,13,5002,07/02,2
31401,2010-12-29,40,5842,722/12,NA
30868,2010-12-15,37,5842,"1103/10, 1104/10",NA
3129,2001-12-11,17,5167,"36/02, 64/02",NA
2637,2002-02-27,40,4580,49/02,NA
39579,2002-03-11,56,6538,49/02,2
51916,2002-02-28,15,8390,NA,2
51918,2002-06-20,70,8390,NA,NA
3208,2001-12-13,19,4764,"05/02, 40/02",2
41007,2001-12-14,37,4662,38/02,NA
2844,2001-12-13,23,4662,"05/02, 40/02",2
41006,2001-12-14,13,4662,38/02,NA
41304,2001-12-14,12,4662,103/02,NA
3973,2001-12-13,19,5388,"05/02, 40/02",2
51919,2002-05-15,21,5388,98/02,NA
38234,2003-04-28,40,5312,187/03,NA
38233,2003-04-22,12,5312,188/03,1
38232,2003-04-09,13,5312,231/03,2
38231,2003-04-08,37,5312,"188/03, 231/03",NA
38226,2001-12-13,19,5312,"05/02, 40/02",2
38306,2001-11-27,43,5316,06/02,2
4818,2003-10-07,40,5002,536/03,NA
37723,2003-06-17,12,5002,336/03,1
37720,2002-05-14,79,5002,189/02,1
37721,2002-04-17,79,5002,193/02,2
4819,2002-04-09,78,5002,189/02,NA
37719,2001-12-12,77,5002,653/01,NA
37718,2001-11-06,12,5002,582/01,NA
4820,2003-06-19,13,5002,328/03,2
2861,2001-11-06,19,5018,"578//01, 07/02",2
35284,2002-06-20,70,5061,NA,2
3945,2002-06-20,23,5083,263/02,1
35326,2002-06-20,63,5083,263/02,NA
35323,2001-11-28,19,5083,"622/01, 07/02, 28/02",2
37976,2001-11-13,19,6188,"597/01, 07/02, 09/02",2
34986,2001-11-06,23,4974,07/02,2
35463,2002-06-12,13,4821,280/01,2
3525,2002-06-12,37,4821,"244/01, 280/01",NA
35458,2001-11-06,19,4821,07/02,2
34927,2002-10-02,13,4782,09/02,2
34925,2002-06-26,82,4782,NA,NA
34924,2002-05-14,79,4782,189/02,1
3705,2001-12-11,79,4782,35/02,2
34923,2001-12-10,78,4782,"35/02, 189/02",NA
34922,2001-12-03,77,4782,625/01,NA
34920,2001-11-13,13,4782,09/02,2
34918,2001-11-06,37,4782,"582/01, 09/02",NA
2545,2001-04-21,21,4598,11/02,NA
3207,2001-06-06,17,4764,"350/01, 613/01, 13/02",NA
2908,2001-05-23,73,5027,"14/02, 76/02",NA
2671,2001-05-31,17,5091,"307/01, 14/02",NA
41461,2012-06-20,70,5892,NA,1
36571,2011-05-25,17,5892,"224/11, 461/11",NA
35186,2011-04-12,17,5786,"224/11, 382/11, 459/11",NA
30899,2010-12-16,13,5766,237/11,2
30894,2010-12-16,13,6059,237/11,2
30871,2010-12-15,37,6059,"1101/10, 1104/10",NA
31400,2010-12-29,40,6010,56/11,NA
30869,2010-12-15,37,6010,"1103/10, 1104/10",NA
37194,2011-06-16,13,5955,719/11,2
30902,2010-12-16,23,1930,"1139/10, 237/11",2
30903,2010-12-16,23,1838,"1137/10, 237/11",2
36759,2011-06-01,12,5950,483/11,1
36637,2011-05-30,13,5950,669/11,2
36598,2011-05-25,37,5950,"311/11, 312/11",NA
33636,2011-03-09,21,5950,"128/11, 179/11, 180/11, 181/11, 825/11",NA
35949,2011-05-04,17,6170,"249/11, 825/11",NA
38787,2011-09-13,32,6060,"828/11, 55/12",NA
38794,2011-09-13,13,5740,1004/11,2
38708,2011-09-01,37,5740,"660/11, 661/11",NA
51921,2016-05-16,74,7618,461/16,1
51755,2016-06-20,70,8057,NA,NA
51930,2016-07-12,40,7864,585/16,NA
51933,2016-06-29,43,8369,477/16,2
51925,2016-07-07,40,8016,503/16,NA
51926,2016-07-07,40,7850,503/16,NA
51924,2016-07-07,40,7851,503/16,NA
51928,2016-07-07,40,8243,503/16,NA
51923,2016-07-07,40,7709,503/16,NA
52039,2016-07-27,15,8465,NA,1
52040,2016-07-27,15,8466,NA,1
51931,2016-07-13,40,7829,585/16,NA
51932,2016-07-13,40,7631,587/16,NA
51934,2016-07-12,74,8287,477/16,NA
51935,2016-07-12,74,8202,477/16,2
51922,2016-07-06,40,7790,495/16,NA
51927,2016-07-07,40,8302,503/16,NA
51936,2016-07-11,76,7710,503/16,NA
51937,2016-07-20,15,8391,NA,1
51938,2016-07-20,15,8392,NA,1
51939,2016-07-20,15,8393,NA,1
51940,2016-07-20,15,8394,NA,1
51941,2016-07-20,15,8395,NA,1
51943,2016-07-20,15,8396,NA,1
51944,2016-07-20,15,8397,NA,1
51945,2016-07-20,15,8398,NA,1
51946,2016-07-20,15,8399,NA,1
51947,2016-07-20,15,8400,NA,1
51948,2016-07-20,15,8401,NA,1
51949,2016-07-20,15,8402,NA,1
51951,2016-07-18,74,8064,507/16,NA
51952,2016-07-18,74,8352,507/16,1
49232,2015-06-16,17,7846,"444/15, 459/15, 487/15, 499/15, 740/15, 516/16",NA
51910,2016-07-01,40,8345,521/16,NA
51954,2016-07-21,44,8250,521/16,NA
51955,2016-07-21,15,8403,NA,1
51956,2016-07-21,15,8404,NA,1
51957,2016-07-21,15,8405,NA,1
51958,2016-07-21,15,8406,NA,1
51959,2016-07-21,15,8407,NA,1
51960,2016-07-21,15,8408,NA,1
51961,2016-07-21,15,8409,NA,1
51962,2016-07-21,15,8410,NA,1
51963,2016-07-21,15,8411,NA,1
51964,2016-07-21,15,8412,NA,1
51965,2016-07-21,15,8413,NA,1
51966,2016-07-21,15,8414,NA,1
51967,2016-07-21,15,8415,NA,1
51969,2016-07-21,15,8417,NA,1
51974,2016-07-22,15,8420,NA,1
51975,2016-07-26,15,8421,NA,1
51976,2016-07-25,15,8422,NA,1
51977,2016-07-26,15,8423,NA,1
51978,2016-07-26,15,8424,NA,1
51979,2016-07-26,15,8425,NA,1
51980,2016-07-26,15,8426,NA,1
51982,2016-07-25,56,8420,530/16,1
51983,2016-07-26,15,8427,NA,1
51984,2016-07-26,15,8428,NA,1
51985,2016-07-26,15,8429,NA,1
51986,2016-07-26,15,8430,NA,1
51987,2016-07-26,15,8431,NA,1
51988,2016-07-26,15,8432,NA,1
51989,2016-07-26,15,8433,NA,1
51990,2016-07-26,15,8434,NA,1
51991,2016-07-26,15,8435,NA,1
51992,2016-07-26,15,8436,NA,1
51993,2016-07-26,15,8437,NA,1
51426,2016-06-02,21,7846,"491/16, 492/16",NA
51994,2016-07-22,56,8391,523/16,1
51995,2016-07-22,56,8392,523/16,1
51997,2016-07-22,56,8395,523/16,1
51998,2016-07-22,56,8396,524/16,1
51999,2016-07-22,56,8398,524/16,1
51953,2016-07-19,37,8104,"521/16, 531/16",NA
52000,2016-07-20,15,8438,NA,2
52001,2016-07-26,56,8438,531/16,2
52002,2016-07-20,15,8439,NA,2
52003,2016-07-26,56,8439,531/16,2
52004,2016-07-20,15,8440,NA,2
52005,2016-07-26,56,8440,531/16,2
52006,2016-07-20,15,8441,NA,2
52007,2016-07-20,15,8442,NA,2
52008,2016-07-20,15,8443,NA,2
52009,2016-07-20,15,8444,NA,2
52010,2016-07-20,15,8445,NA,2
52011,2016-07-20,15,8446,NA,2
52012,2016-07-20,15,8447,NA,2
52013,2016-07-20,15,8448,NA,2
52014,2016-07-21,15,8449,NA,2
52015,2016-07-21,15,8450,NA,2
52016,2016-07-21,15,8451,NA,2
52017,2016-07-21,15,8452,NA,2
52018,2016-07-21,15,8453,NA,2
52019,2016-07-21,15,8454,NA,2
52020,2016-07-22,15,8455,NA,2
51522,2016-06-07,70,8060,NA,NA
52021,2016-07-22,56,8399,525/16,1
52022,2016-07-22,56,8400,525/16,1
52023,2016-07-22,56,8401,525/16,1
52024,2016-07-22,56,8403,525/16,1
52025,2016-07-22,56,8404,525/16,1
52026,2016-07-22,56,8405,525/16,1
52027,2016-07-22,56,8406,525/16,1
51970,2016-07-22,15,8418,NA,1
52028,2016-07-22,56,8418,528/16,1
51971,2016-07-22,15,8419,NA,1
52029,2016-07-22,56,8419,528/16,1
52030,2016-07-26,15,8456,NA,1
52031,2016-07-26,15,8457,NA,1
51950,2016-07-01,54,7487,507/16,1
51973,2016-07-25,40,7937,585/16,NA
51972,2016-07-25,40,7958,587/16,NA
51942,2016-07-19,40,7812,"585/16, 709/16",NA
51996,2016-07-22,56,8393,"523/16, 543/16, 655/16",1
51981,2016-06-20,23,7980,"451/16, 653/16",2
51132,2016-05-02,19,8222,"258/16, 387/16, 482/16, 498/16",2
51494,2016-06-08,17,8277,"431/16, 508/16, 509/16",NA
51488,2016-06-07,32,8208,"201/16, 457/16, 459/16, 460/16, 464/16, 510/16",NA
52052,2016-08-22,56,8415,527/16,1
51968,2016-07-22,15,8416,NA,1
52053,2016-08-22,56,8416,527/16,1
52054,2016-08-22,56,8417,527/16,1
52055,2016-07-29,15,8475,NA,2
52057,2016-07-22,56,8408,526/16,1
52120,2016-07-29,56,8421,545/16,1
52056,2016-07-22,56,8407,526/16,1
52119,2016-08-03,23,8105,"629/16, 723/16",2
52121,2016-08-03,15,8500,NA,1
52059,2016-07-22,56,8410,526/16,1
52058,2016-07-22,56,8409,526/16,1
52063,2016-07-26,56,8441,532/16,2
52064,2016-07-26,56,8442,532/16,2
52065,2016-07-26,56,8443,532/16,2
52066,2016-07-26,56,8444,532/16,2
52067,2016-07-26,56,8450,534/16,2
52068,2016-07-26,56,8451,534/16,2
52069,2016-07-26,56,8452,534/16,2
52070,2016-07-26,56,8453,534/16,2
52071,2016-07-26,56,8454,534/16,2
51226,2016-05-18,23,7813,"306/16, 519/16, 520/16",1
52072,2016-07-26,56,8445,533/16,2
52073,2016-07-26,56,8446,533/16,2
52074,2016-07-26,56,8447,533/16,2
52075,2016-07-26,56,8448,533/16,2
52076,2016-07-26,56,8449,533/16,2
52077,2016-07-27,44,8201,542/16,NA
52079,2016-07-28,43,8013,542/16,1
51649,2016-06-20,12,7846,720/16,1
52080,2016-07-27,43,8138,542/16,1
52081,2016-07-29,43,8189,542/16,1
52082,2016-07-27,43,8261,542/16,1
52083,2016-07-25,15,8476,NA,1
52084,2016-07-26,15,8477,NA,1
52085,2016-07-27,15,8478,NA,1
52086,2016-07-27,15,8479,NA,1
51914,2016-06-20,34,8044,"472/16, 473/16, 474/16, 475/16, 511/16",NA
51334,2016-05-25,19,7825,"338/16, 529/16, 539/16",1
51163,2016-05-04,74,8208,"221/16, 471/16, 476/16, 497/16, 541/16",NA
52087,2016-07-29,56,8394,544/16,1
52088,2016-07-29,56,8397,544/16,1
52089,2016-07-29,56,8402,544/16,1
52090,2016-08-02,15,8480,NA,1
52091,2016-08-02,15,8481,NA,1
52092,2016-08-02,15,8482,NA,1
52093,2016-08-02,15,8483,NA,1
52094,2016-08-02,15,8484,NA,1
52095,2016-08-02,15,8485,NA,1
52096,2016-08-02,15,8486,NA,1
52097,2016-08-02,15,8487,NA,1
52098,2016-08-02,15,8488,NA,1
52099,2016-08-02,15,8489,NA,1
52100,2016-08-02,15,8490,NA,1
52101,2016-08-02,15,8491,NA,1
52102,2016-08-02,15,8492,NA,1
52103,2016-08-02,15,8493,NA,1
52104,2016-08-02,15,8494,NA,1
52105,2016-08-02,15,8495,NA,1
52106,2016-08-02,15,8496,NA,1
52107,2016-08-02,15,8497,NA,1
52108,2016-08-02,15,8498,NA,1
52109,2016-08-02,15,8499,NA,1
52113,2016-08-01,56,8475,551/16,2
52114,2016-07-26,56,8455,535/16,2
52115,2016-07-26,56,8469,535/16,2
52116,2016-07-26,56,8470,535/16,2
52062,2016-07-22,56,8413,"526/16, 545/16, 655/16",1
52110,2016-08-03,21,8088,"619/16, 690/16",NA
52051,2016-08-22,56,8414,"527/16, 545/16, 587/16, 655/16",1
52122,2016-08-03,15,8501,NA,1
52123,2016-08-03,15,8502,NA,1
52125,2016-07-26,15,8503,NA,2
52126,2016-07-26,15,8504,NA,2
52127,2016-07-26,15,8505,NA,2
52128,2016-07-26,15,8506,NA,2
52129,2016-07-26,15,8507,NA,2
52130,2016-07-26,15,8508,NA,2
52131,2016-07-27,15,8509,NA,2
52132,2016-07-27,15,8510,NA,2
52050,2016-08-29,40,7893,585/16,NA
52124,2016-08-01,40,8055,585/16,NA
52078,2016-08-02,40,7646,585/16,NA
52049,2016-07-29,40,7846,707/16,NA
52112,2016-08-02,19,8161,"615/16, 686/16",2
52061,2016-07-22,56,8412,"526/16, 545/16, 587/16, 655/16",1
52118,2016-08-03,19,8046,"615/16, 686/1, 723/16",2
52140,2016-07-29,56,8423,546/16,1
52141,2016-07-29,56,8424,546/16,1
52142,2016-07-29,56,8425,546/16,1
52143,2016-07-29,56,8426,546/16,1
52144,2016-07-29,56,8427,546/16,1
52145,2016-07-29,56,8429,546/16,1
52146,2016-07-29,56,8430,346/16,1
52111,2016-08-01,44,8088,552/16,NA
52147,2016-08-01,43,8287,552/16,2
52148,2016-08-01,74,8027,552/16,2
52149,2016-08-01,56,8471,553/16,2
52150,2016-08-01,56,8472,553/16,2
52151,2016-08-01,56,8473,553/16,2
52152,2016-08-01,56,8474,553/16,2
51218,2016-05-12,19,7893,"266/16, 536/16",2
52154,2016-07-29,56,8431,547/16,1
52155,2016-07-29,56,8432,547/16,1
52156,2016-07-29,56,8433,547/16,1
52157,2016-07-29,56,8434,547/16,1
52158,2016-07-29,56,8436,547/16,1
52159,2016-07-29,56,8437,547/16,1
52160,2016-07-29,56,8459,547/16,1
52161,2016-07-29,56,8460,548/16,1
52162,2016-07-29,56,8461,548/16,1
52163,2016-07-29,56,8462,548/16,1
52164,2016-07-29,56,8463,549/16,1
52165,2016-07-29,56,8464,549/16,1
52166,2016-07-29,56,8465,549/16,1
52167,2016-07-29,56,8466,549/16,1
52168,2016-07-29,56,8467,549/16,1
52169,2016-08-01,56,8508,555/16,2
52170,2016-08-01,56,8510,555/16,2
52171,2016-08-01,56,8509,555/16,2
52172,2016-08-01,56,8511,556/16,2
52173,2016-08-01,56,8512,556/16,2
52174,2016-08-01,56,8513,556/16,2
52175,2016-08-01,56,8514,556/16,2
52176,2016-08-04,44,8135,565/16,NA
52177,2016-08-02,43,8336,565/16,2
52178,2016-08-01,43,8318,565/16,2
52179,2016-08-04,74,8032,565/16,2
52180,2016-08-04,74,8103,565/16,2
52181,2016-07-29,74,8369,565/16,2
52182,2016-07-27,77,7691,566/16,1
52183,2016-08-02,43,8001,566/16,1
52184,2016-08-04,56,8428,566/16,1
52185,2016-08-04,56,8435,566/16,1
52186,2016-08-04,56,8468,566/16,1
52187,2016-08-04,56,8482,566/16,1
52188,2016-08-04,56,8483,568/16,1
52189,2016-08-04,56,8487,568/16,1
52190,2016-08-04,56,8488,568/16,1
52191,2016-08-04,56,8489,568/16,1
52192,2016-08-04,56,8490,568/16,1
52193,2016-08-04,56,8491,568/16,1
52194,2016-08-04,56,8492,568/16,1
52195,2016-08-04,56,8493,568/16,1
52196,2016-08-04,56,8495,568/16,1
51873,2016-06-28,41,8196,521/16,NA
52198,2016-08-01,56,8503,554/16,2
52199,2016-08-01,56,8504,554/16,2
52200,2016-08-01,56,8505,554/16,2
52201,2016-08-01,56,8506,554/16,2
52202,2016-08-01,56,8507,554/16,2
52203,2016-08-01,56,8515,557/16,2
52204,2016-08-01,56,8516,557/16,2
52205,2016-08-01,56,8517,557/16,2
52206,2016-08-04,56,8484,567/16,1
52207,2016-08-04,56,8485,567/16,1
52208,2016-08-04,56,8486,567/16,1
52211,2016-08-09,15,8518,NA,1
52212,2016-08-09,15,8519,NA,1
52213,2016-08-09,15,8520,NA,1
52214,2016-08-09,15,8521,NA,1
52215,2016-07-29,56,8456,550/16,1
52216,2016-07-29,56,8457,550/16,1
52217,2016-07-29,56,8458,550/16,1
52218,2016-08-09,15,8522,NA,1
52219,2016-08-09,15,8523,NA,1
