persona_id,partido_id,cuatrienio_id
8901,3,NA
1005,2,489
886,29,412
8232,3,NA
9129,2,2452
8815,2,2455
8879,146,NA
8885,146,NA
8243,3,NA
7639,4,NA
1852,4,NA
8235,146,NA
8247,146,NA
8239,146,NA
8705,174,NA
8688,165,NA
8703,174,NA
8655,154,NA
8219,146,NA
8242,5,NA
819,6,1631
2514,5,1810
8234,5,NA
8238,5,NA
7637,4,NA
7732,2,NA
8271,3,NA
7718,145,NA
7736,146,NA
7738,2,NA
8288,5,NA
8292,146,NA
8279,146,NA
8272,3,NA
12323,144,NA
9238,145,NA
8278,3,NA
8449,2,NA
8270,3,NA
7733,2,NA
8722,244,NA
7645,4,NA
8875,146,NA
9591,153,NA
8274,3,NA
8280,5,NA
7459,4,NA
8120,10,NA
597,38,207
855,2,387
13064,185,2651
554,4,180
12330,199,NA
12336,11,NA
7320,144,NA
9023,4,NA
542,17,173
1743,10,NA
13105,5,NA
12265,68,NA
12284,2,NA
12288,185,NA
12299,144,NA
12317,3,NA
8237,5,NA
9339,153,NA
7869,3,NA
12315,146,NA
12328,3,NA
13146,10,NA
8730,185,2189
8835,146,NA
8950,3,NA
205,4,2123
1101,17,894
666,2,685
793,5,1097
12296,144,NA
12263,11,NA
12278,6,NA
12267,11,NA
12282,10,NA
12266,11,NA
12280,199,NA
8221,146,NA
12271,199,NA
8670,159,NA
8679,128,NA
8672,136,NA
8659,155,NA
12311,10,NA
12319,146,NA
8222,146,NA
8712,177,NA
8698,170,NA
8714,178,NA
9589,146,NA
8530,5,NA
8667,158,NA
12273,144,NA
12314,5,2671
12326,144,NA
9305,153,NA
8666,158,NA
8665,158,NA
8696,169,NA
8657,155,NA
8663,157,NA
8733,9,NA
8701,172,NA
8680,161,NA
8668,159,NA
8673,136,NA
8699,170,NA
8704,174,NA
8674,160,NA
8700,171,NA
8661,156,NA
8662,156,NA
8695,169,NA
8736,9,NA
8716,179,NA
8726,183,NA
8728,185,NA
12332,145,NA
12334,4,NA
8897,3,NA
391,3,564
12305,10,NA
12304,5,NA
8694,169,NA
8669,240,NA
8706,175,NA
8690,166,NA
8720,180,NA
8723,182,NA
8732,185,NA
7756,2,NA
8725,183,NA
8717,179,NA
8715,178,NA
8713,178,NA
8721,180,NA
8711,177,NA
8718,179,NA
8710,177,NA
13144,10,NA
8729,185,NA
8731,185,NA
8727,184,NA
8742,9,NA
8743,9,NA
2234,2,NA
8746,9,NA
12308,5,NA
7779,2,NA
8724,183,NA
8719,226,NA
8735,209,NA
8533,5,NA
12309,5,NA
8833,146,NA
9562,144,2289
8832,146,NA
8838,146,NA
8895,3,NA
8890,146,NA
8896,3,NA
8900,3,NA
8886,146,NA
8934,3,NA
8936,3,NA
8933,3,NA
8940,3,NA
8951,3,NA
8891,146,NA
8928,3,NA
8944,3,NA
8947,3,NA
8939,3,NA
12417,144,NA
8953,3,NA
8946,3,NA
8945,3,NA
8932,3,NA
8905,3,NA
12428,10,NA
12361,201,NA
8059,247,NA
8948,3,NA
12343,2,NA
12355,4,NA
8943,144,NA
8889,146,NA
8877,146,NA
8956,3,NA
8626,5,NA
8955,3,NA
8957,144,NA
12338,4,NA
9003,3,NA
8970,3,NA
8963,3,NA
9004,3,NA
12349,2,NA
8998,3,NA
9018,4,NA
9000,3,NA
8996,3,NA
8961,3,NA
12437,145,NA
12435,145,NA
12352,2,NA
12339,11,NA
12353,4,NA
12341,247,NA
12345,247,NA
12347,247,NA
12346,2,NA
12354,4,NA
12340,4,NA
12344,2,NA
12351,2,NA
8999,3,NA
8960,3,NA
8997,3,NA
9008,3,NA
8971,3,NA
8968,3,NA
9006,3,NA
8962,3,NA
8959,3,NA
8964,3,NA
8965,3,NA
9009,3,NA
8967,3,NA
9021,4,NA
9087,4,NA
9048,4,NA
9002,3,NA
9051,4,NA
9069,4,NA
9077,4,NA
9064,4,NA
9045,4,NA
9057,4,NA
9083,4,NA
9036,4,NA
9063,4,NA
9040,4,NA
9058,4,NA
9055,4,NA
9060,4,NA
12447,2,NA
9066,4,NA
9090,4,NA
9049,4,NA
12387,145,NA
9053,4,NA
8969,3,NA
9001,3,NA
1070,67,870
12369,199,NA
12381,10,NA
9088,4,NA
9089,4,NA
12356,4,NA
12413,199,NA
9141,145,NA
8466,4,NA
9372,153,NA
9135,145,NA
9130,2,NA
9136,145,NA
9117,2,NA
9118,2,NA
8465,4,NA
9111,2,NA
9137,145,NA
9148,145,NA
9150,145,NA
9115,2,NA
9128,2,NA
9134,145,NA
9139,145,NA
9133,145,NA
9112,2,NA
9151,145,NA
9110,2,NA
9156,145,NA
9131,145,NA
9121,2,NA
9124,2,NA
12380,10,NA
9127,2,NA
9116,2,NA
12363,146,NA
9155,145,NA
12377,5,NA
12360,146,NA
12378,5,NA
12374,144,NA
14547,10,NA
12362,201,NA
12359,201,NA
12372,144,NA
12382,10,NA
12368,199,NA
12370,199,NA
12367,199,NA
9152,145,NA
9123,2,NA
9113,2,NA
9154,145,NA
9132,145,NA
9184,145,NA
9203,145,NA
9219,145,NA
9176,145,NA
9212,145,NA
9215,145,NA
9188,145,NA
9180,145,NA
9167,145,NA
9210,145,NA
9196,145,NA
9178,145,NA
9216,145,NA
9159,145,NA
9166,145,NA
9183,145,NA
9199,145,NA
9179,145,NA
9200,145,NA
9189,145,NA
9191,145,NA
9205,145,NA
9194,145,NA
9213,145,NA
9211,145,NA
9174,145,NA
9190,145,NA
9201,145,NA
9208,145,NA
9173,145,NA
9185,145,NA
9182,145,NA
9281,6,NA
9288,6,NA
9279,6,NA
9259,145,NA
9283,6,NA
9251,145,NA
9244,145,NA
9276,6,NA
9258,145,NA
9207,145,NA
9168,3,NA
9170,145,NA
9282,6,NA
12403,201,NA
9260,145,NA
9257,145,NA
9274,6,NA
9290,6,NA
9253,145,NA
9246,145,NA
9293,153,NA
9275,6,NA
9284,6,NA
9289,6,NA
9277,6,NA
9309,153,NA
9294,153,NA
9315,153,NA
9297,153,NA
9292,153,NA
12389,145,NA
9310,153,NA
9303,153,NA
9312,153,NA
9307,153,NA
9314,153,NA
9300,153,NA
9308,153,NA
9299,153,NA
9380,153,NA
9379,153,NA
9311,153,NA
8469,4,NA
9295,153,NA
9296,153,NA
9304,153,NA
9301,153,NA
12388,145,NA
9254,222,NA
12390,4,NA
12386,3,NA
9250,145,NA
12384,3,NA
12424,5,NA
12430,3,NA
12421,5,NA
12401,201,NA
9391,189,NA
9376,153,NA
14317,144,NA
14315,5,NA
14414,2,NA
12463,145,NA
9505,144,NA
1446,4,NA
9362,153,NA
9364,153,NA
9366,153,NA
9383,6,NA
9375,153,NA
9373,153,NA
9385,6,NA
9392,189,NA
9378,153,NA
9367,153,NA
9371,153,NA
9345,153,NA
9368,153,NA
9369,153,NA
9360,153,NA
9358,153,NA
9390,189,NA
9359,153,NA
9377,153,NA
9363,153,NA
9374,153,NA
9393,189,NA
9389,150,NA
9361,153,NA
9370,153,NA
9384,6,NA
9382,153,NA
9365,153,NA
9381,11,NA
8539,5,NA
12547,144,NA
12348,247,NA
2212,67,1541
12565,145,2492
14242,177,NA
12446,2,NA
8575,5,NA
12407,247,NA
12436,145,NA
12450,2,NA
365,2,1979
12425,5,NA
14435,146,NA
7775,2,NA
8620,5,NA
12397,2,NA
12462,145,NA
12434,145,NA
975,2,820
12419,144,NA
12422,5,NA
12405,247,NA
12408,247,NA
12410,199,NA
12411,199,NA
12412,199,NA
12415,199,NA
12414,199,NA
12455,2,NA
12416,144,NA
12423,5,NA
12426,10,NA
12427,10,NA
12429,3,NA
12404,247,NA
12393,4,NA
12402,201,NA
12399,201,NA
1404,10,NA
12439,145,NA
1522,4,2402
12438,145,NA
692,1,1197
12432,3,NA
7455,4,NA
14446,5,NA
12449,2,NA
12448,2,NA
14066,5,NA
604,62,212
87,5,1592
1531,4,2590
512,134,1789
12729,11,NA
12444,4,NA
12441,4,NA
8514,144,NA
7821,3,NA
14455,3,NA
14457,146,NA
14458,146,NA
7664,2,NA
7757,2,NA
14081,145,NA
7356,6,2211
810,67,358
9099,4,NA
8142,4,NA
12213,69,NA
14441,4,NA
7820,3,NA
8208,5,NA
12860,2,NA
12396,2,NA
12461,145,NA
945,91,2027
7512,10,NA
7527,2,NA
9218,145,NA
7521,10,NA
8367,5,NA
161,2,1077
9249,4,NA
7347,144,NA
14426,3,NA
944,9,451
12458,4,NA
8159,4,NA
12451,185,NA
14450,2,NA
623,73,660
12456,2,NA
349,67,542
1276,144,1236
1280,5,1244
12478,10,NA
7616,2,2085
1579,10,NA
12506,11,NA
766,52,328
284,5,NA
12454,2,NA
114,5,1392
12459,4,NA
12457,4,NA
9460,144,NA
12474,10,NA
12464,145,NA
13432,203,NA
1239,7,1119
12465,145,NA
12862,2,NA
12468,3,NA
7722,2,NA
12482,5,NA
12483,5,NA
14065,5,NA
377,150,57
884,81,776
12466,3,NA
12471,146,NA
12479,10,NA
14487,6,NA
1399,10,NA
12480,5,NA
14507,144,NA
12470,146,NA
12477,10,NA
12794,199,NA
7706,2,NA
14069,10,NA
532,4,167
12476,10,NA
12472,146,NA
1335,10,NA
1429,122,NA
14145,217,NA
1501,10,NA
8007,10,NA
2211,4,1540
12495,144,NA
12527,144,NA
12531,10,NA
12544,138,NA
1039,2,518
9552,144,NA
9418,144,NA
9125,2,NA
8857,146,NA
14068,10,NA
1228,1,1083
155,3,1363
13901,144,2569
1423,3,NA
291,4,NA
12795,11,NA
9405,144,NA
12581,138,NA
8639,5,2237
2817,225,1933
13416,203,NA
13464,144,NA
1464,10,NA
12490,185,NA
14078,145,NA
1415,117,NA
12737,176,NA
12744,138,NA
2489,162,1753
175,4,1355
9464,144,2568
9126,2,NA
12500,185,NA
12557,9,NA
12575,144,NA
7608,4,NA
13470,144,NA
8580,5,2138
8653,145,NA
14074,145,NA
12757,10,NA
8949,3,NA
7934,6,NA
13440,10,NA
806,2,354
9590,2,NA
13400,146,NA
12748,138,NA
1472,10,NA
13455,10,NA
14079,145,NA
8324,146,NA
8976,3,NA
1188,146,993
12487,10,NA
12492,5,NA
12509,144,NA
8526,5,NA
13459,5,NA
8637,5,2522
2267,2,NA
8220,146,NA
9081,4,2267
12755,138,NA
1609,4,1792
9114,2,NA
13401,146,NA
13402,3,NA
13403,3,NA
2092,11,NA
8078,146,NA
1581,10,NA
13404,145,NA
13405,145,NA
13406,145,NA
940,2,449
319,2,1990
12513,5,NA
12523,138,NA
12572,2,NA
12541,138,NA
1397,10,NA
8195,4,NA
1357,10,NA
1416,122,NA
12779,153,NA
7971,10,NA
12759,203,NA
13408,4,NA
13412,2,NA
14122,3,NA
8873,146,NA
13392,6,NA
13394,5,NA
13444,203,NA
13473,144,NA
1332,5,NA
680,4,1144
13471,5,NA
13390,144,NA
696,2,697
12515,10,NA
12517,3,NA
14112,144,NA
9531,144,NA
7539,146,NA
13457,10,NA
13407,4,NA
13434,10,NA
13451,203,NA
13469,144,NA
13396,5,NA
13413,145,NA
13453,10,NA
13421,203,2676
13388,11,NA
13427,10,NA
13472,144,NA
13393,6,NA
13389,11,NA
12580,6,NA
13443,5,NA
13430,203,NA
13411,2,NA
12738,176,NA
14098,213,NA
12494,6,NA
14201,191,NA
14100,3,NA
14179,176,NA
7717,2,NA
13449,5,NA
13409,2,NA
13429,203,NA
13463,5,NA
13422,145,NA
8166,146,NA
12727,11,NA
13410,145,NA
13395,5,NA
13397,10,NA
13398,10,NA
13458,153,NA
13425,10,NA
12560,3,NA
1329,10,NA
12750,138,NA
13439,203,NA
13415,145,NA
13435,145,NA
12774,6,NA
13445,10,NA
12734,176,NA
12742,138,NA
13450,10,NA
12728,11,NA
12749,138,NA
12777,153,NA
13461,153,NA
12735,176,NA
13467,144,NA
12754,138,NA
12743,11,NA
12740,11,NA
12488,10,NA
12520,2,NA
12570,2,NA
14135,3,NA
14452,2,NA
12568,4,NA
12746,138,NA
13437,203,NA
13465,145,NA
13426,203,NA
12736,11,NA
13442,10,NA
14485,6,NA
12497,144,NA
12498,144,NA
1491,10,NA
8333,146,NA
12762,203,NA
12733,176,NA
13414,145,NA
12730,11,NA
12616,5,NA
12589,5,NA
12610,6,NA
9822,117,2083
361,3,550
2447,5,2627
7337,144,2096
281,4,1669
8082,4,NA
7829,2,NA
12499,199,NA
12501,199,NA
7915,3,NA
13448,203,NA
13447,145,NA
12525,199,NA
12530,10,NA
13423,10,NA
12533,3,NA
13431,10,NA
13428,203,NA
13433,203,NA
13438,10,NA
13441,203,NA
13446,203,NA
13452,203,NA
13454,203,NA
12608,6,NA
14456,3,NA
14077,3,NA
822,78,365
13466,144,NA
12504,11,NA
12512,5,NA
12514,10,NA
12521,138,NA
12524,199,NA
2060,4,NA
12571,138,NA
12751,138,NA
12752,138,NA
14505,185,NA
14070,2,NA
14075,3,NA
14083,145,NA
14082,3,NA
397,37,565
981,2,474
617,2,222
950,3,1123
13689,201,NA
14524,201,NA
14073,3,NA
13460,10,NA
12731,11,NA
12574,2,NA
13694,201,NA
12496,144,NA
12732,11,NA
12594,176,NA
14519,201,NA
12767,5,NA
12787,144,NA
12867,2,NA
14341,185,2550
1376,10,NA
12768,203,NA
12510,144,NA
12550,144,NA
12522,138,NA
12548,138,NA
12561,9,NA
2322,6,NA
12970,11,NA
14071,3,NA
12717,145,NA
12529,153,NA
14203,176,NA
609,2,216
14072,3,NA
14076,3,NA
635,2,230
2818,5,2173
567,4,1030
8598,5,2166
744,1,311
12556,10,NA
12542,11,NA
1489,10,NA
12503,199,NA
12357,146,NA
12508,200,NA
12507,11,NA
12535,145,NA
14080,3,NA
14086,145,NA
9462,144,2300
765,4,327
12511,5,NA
12486,10,NA
12518,3,NA
12532,3,NA
14090,145,NA
14088,145,NA
14093,145,NA
14091,145,NA
14092,145,NA
14084,3,NA
14087,3,NA
14085,3,NA
14094,145,NA
14096,3,NA
14095,3,NA
14097,3,NA
14124,214,NA
12576,138,NA
12764,5,NA
14110,3,NA
12761,203,NA
12763,203,NA
12782,199,NA
14114,3,NA
8749,213,NA
14158,219,NA
12776,6,NA
14154,11,NA
14162,11,NA
12756,10,NA
14183,199,NA
14207,176,NA
14153,3,NA
12540,138,NA
14120,3,NA
12549,138,NA
849,2,383
12567,138,NA
14164,176,NA
14130,203,NA
14103,3,NA
8297,5,NA
14109,169,NA
12502,199,NA
1061,72,861
869,2,398
14185,176,NA
382,4,558
14104,3,NA
12591,5,NA
12585,176,NA
12599,144,NA
1663,4,1739
14099,213,NA
14123,214,NA
14133,215,NA
643,2,1165
982,4,475
14106,169,NA
13320,153,NA
14152,218,NA
14126,214,NA
12586,176,NA
12569,144,NA
14157,219,NA
12526,199,NA
14134,215,NA
12534,145,NA
14184,176,NA
14212,200,NA
14182,176,NA
14173,176,NA
14102,3,NA
14155,11,NA
14172,11,NA
14141,3,NA
14105,3,NA
14101,3,NA
14197,221,NA
14204,222,NA
14206,176,NA
14208,223,NA
14214,176,NA
14216,176,NA
805,144,353
14119,3,NA
14194,176,NA
14177,176,NA
14171,176,NA
12775,6,NA
14196,221,NA
14599,203,NA
14116,3,NA
14111,3,NA
12593,176,NA
12631,6,NA
2522,2,1827
12543,138,NA
12539,11,NA
428,4,96
12566,4,NA
12546,138,NA
14118,3,NA
12773,6,NA
12553,138,NA
12558,138,NA
12578,6,NA
14107,169,NA
12551,11,NA
12564,138,NA
12579,138,NA
12537,2,NA
12545,144,NA
14127,203,2669
7541,146,NA
12554,6,NA
14115,3,NA
12783,199,NA
14117,3,NA
14132,215,NA
12573,138,NA
12784,144,NA
779,2,338
12758,203,NA
14139,203,NA
12765,203,NA
14166,176,NA
12781,153,NA
14137,216,NA
14174,176,NA
14138,216,NA
12771,203,2664
14188,176,NA
14202,191,NA
14140,216,NA
14175,176,NA
14168,176,NA
14121,203,2673
9724,5,2182
856,2,1528
2259,43,1558
14151,11,NA
14142,203,NA
14144,203,NA
14148,3,NA
14129,3,NA
14128,3,NA
14125,3,NA
14193,199,NA
14180,199,NA
14195,199,NA
14169,176,NA
14192,176,NA
423,2,572
14160,11,NA
14136,203,NA
12780,153,NA
14147,3,NA
7672,2,NA
413,2,84
12786,199,NA
1647,4,1812
792,5,1968
12778,153,NA
13156,146,NA
261,3,NA
1623,6,NA
8127,6,NA
952,45,1860
12577,144,NA
14187,176,NA
14146,217,NA
25,2,1680
14167,176,NA
14165,11,NA
7629,4,NA
14209,223,NA
12801,11,NA
14211,223,NA
163,2,1326
469,4,126
12806,185,NA
12791,199,NA
14150,218,NA
14181,176,NA
12785,199,NA
12714,145,NA
12790,144,NA
14190,199,NA
12792,144,NA
12800,11,NA
12797,11,NA
14149,3,NA
14161,176,NA
14189,176,NA
14213,176,NA
14191,199,NA
12789,199,NA
14143,3,NA
1161,1,943
9494,220,NA
14198,176,NA
12803,11,NA
12796,199,NA
12584,5,NA
12627,6,NA
1951,2,NA
12866,2,NA
12798,199,NA
273,5,NA
14159,219,NA
14176,176,NA
14156,3,NA
14200,176,NA
12799,199,NA
12563,138,NA
1305,2,953
917,98,437
12600,2,NA
14215,176,NA
12365,247,NA
14205,222,NA
14178,199,NA
14501,201,NA
933,5,2345
12491,5,2434
13936,146,2628
7354,10,2643
435,4,103
629,38,226
13937,3,2412
12802,11,NA
7769,2,NA
14199,191,NA
12364,247,NA
12366,247,NA
12592,176,NA
12590,176,NA
12588,176,NA
12611,2,NA
12583,6,NA
7480,145,2221
1970,2,2603
12598,2,NA
12982,5,2500
14333,203,NA
12634,144,NA
12637,153,NA
12635,153,NA
8265,176,NA
12595,146,NA
12596,146,NA
12597,146,NA
12289,185,NA
12615,145,NA
12493,6,NA
12632,144,NA
12607,6,NA
14210,176,NA
12301,144,2429
12623,145,NA
8355,146,2273
12286,2,NA
14499,201,NA
12620,146,NA
12903,4,2504
7728,2,NA
12621,146,NA
12614,145,NA
12626,4,NA
14219,176,NA
344,2,35
12804,185,NA
14217,224,NA
14301,3,NA
7693,2,NA
678,144,687
13592,6,NA
14336,203,NA
1027,4,2029
1746,10,NA
14218,224,NA
14221,176,NA
14220,224,NA
12807,185,NA
2043,23,1486
12808,185,NA
971,3,817
731,2,2315
12376,144,2486
968,7,1233
256,5,2496
398,4,2199
2076,201,NA
13703,201,NA
311,4,941
8399,152,NA
12617,10,NA
12613,5,NA
12624,6,NA
12650,144,NA
2530,3,1834
12838,2,NA
12840,2,NA
7690,6,NA
14510,10,NA
14498,201,NA
14500,201,NA
12612,2,NA
433,100,101
339,7,1177
7852,2,2249
12379,5,NA
13594,3,2542
12601,144,NA
522,4,2053
12604,2,NA
12619,10,NA
12603,3,NA
12606,3,NA
14506,185,NA
12618,10,NA
7513,10,NA
201,131,1086
509,4,617
1500,10,NA
12602,2,NA
12358,146,NA
12622,145,NA
12633,6,NA
12641,144,NA
12375,144,NA
12628,4,NA
745,2,312
12625,145,NA
12383,10,NA
12636,153,NA
13734,201,NA
14509,5,NA
1677,6,NA
14491,144,NA
12640,2,NA
1895,146,NA
14520,201,NA
14548,11,NA
12629,6,NA
12536,138,NA
1133,2,2219
1739,10,NA
12516,10,NA
2819,147,1928
12644,144,NA
12646,2,NA
12684,200,NA
9138,6,NA
12844,138,NA
123,2,1776
12287,2,2444
12652,2,NA
12663,138,NA
12653,199,NA
419,2,90
12659,199,NA
12651,153,NA
14535,201,NA
12660,199,NA
12649,2,NA
14286,2,NA
12642,2,NA
12647,153,NA
14293,4,NA
14537,201,NA
12661,5,NA
14538,201,NA
14539,201,NA
14540,201,NA
12836,199,NA
12822,203,NA
12839,199,NA
14047,3,NA
12664,5,NA
1222,2,1064
1473,10,NA
12665,138,NA
12645,2,NA
12505,11,NA
751,2,318
12643,144,NA
12654,6,NA
2479,3,1735
12657,6,NA
12656,199,NA
12655,6,NA
9424,144,NA
14515,144,NA
14447,5,NA
12658,199,NA
12662,138,NA
12395,2,2485
14326,9,NA
7618,2,2105
547,68,2220
7315,144,2530
956,2,810
12817,203,NA
14353,208,NA
254,2,1429
739,56,307
8474,2,2310
12237,165,2378
864,2,396
106,5,2626
12467,3,NA
432,2,100
285,2,1293
14482,11,NA
9428,144,2234
324,144,2326
8510,185,2189
1560,144,2421
4448,4,1996
536,62,1997
8930,3,2438
13,5,2623
2012,11,2188
127,2,2239
790,53,733
1205,5,1023
885,99,411
796,69,349
12811,196,NA
14526,201,NA
12469,146,NA
14530,201,NA
14533,201,NA
12293,6,NA
2080,2,1790
7677,2,2427
920,3,789
14521,201,NA
12810,201,NA
8708,246,2087
7316,144,2531
196,5,1764
7336,144,2097
2210,5,2043
14451,5,NA
12814,196,NA
14299,3,NA
8595,5,2436
2263,144,1817
1019,6,838
530,2,165
22,5,1251
12841,199,NA
14295,145,NA
1898,146,NA
12816,196,NA
14283,2,NA
14288,4,NA
14291,4,NA
14522,201,NA
14523,201,NA
14531,201,NA
1506,10,NA
12812,196,NA
14297,145,NA
1635,4,1787
14525,201,NA
14528,201,NA
14532,201,NA
7,5,1226
1412,10,NA
1827,12,NA
14292,4,NA
14325,199,NA
14321,144,NA
14316,5,NA
14314,5,NA
8396,144,NA
12813,196,NA
12815,196,NA
12818,203,NA
12819,203,NA
14529,201,NA
12820,203,NA
1384,10,NA
14285,2,NA
14513,145,NA
14289,4,NA
12826,203,NA
12821,203,NA
14324,2,NA
14296,145,NA
14367,239,NA
14354,2,NA
14313,5,NA
14342,9,NA
926,2,442
12830,199,NA
12823,203,NA
12824,203,NA
12829,4,NA
12825,203,NA
12832,199,NA
12834,199,NA
12835,2,NA
12837,199,NA
12842,199,NA
1407,10,NA
2521,117,1826
13683,145,NA
8561,3,NA
359,53,549
2515,5,2215
194,2,1400
13045,144,NA
1741,10,NA
12846,138,NA
14319,144,NA
14318,144,NA
14312,5,NA
14309,10,NA
14308,10,NA
14307,10,NA
14306,10,NA
1341,10,NA
8522,5,NA
579,4,196
803,53,741
14310,5,NA
12877,2,NA
14298,145,NA
60,10,1726
14330,199,NA
14300,3,NA
14329,199,NA
14328,199,NA
14327,199,NA
1701,6,NA
14360,237,NA
1952,2,1571
14344,2,NA
608,5,1225
14332,203,NA
14322,144,NA
13638,4,2547
471,83,127
14349,2,NA
14410,4,NA
14350,9,NA
14340,203,NA
14338,203,NA
14337,203,NA
14287,4,NA
14290,4,NA
14305,10,NA
14304,3,NA
14303,3,NA
14302,3,NA
13507,203,2660
906,2,1688
7652,2,2314
14359,236,NA
14369,240,NA
14372,241,NA
14375,243,NA
14380,183,NA
14382,244,NA
14388,10,NA
14385,6,NA
1493,10,NA
1425,122,NA
416,2,87
14067,5,2472
14346,210,NA
14364,144,NA
14352,209,NA
8686,207,NA
14358,236,NA
14374,243,NA
14356,2,NA
14415,2,NA
8622,5,NA
14413,2,NA
993,2,828
909,176,1976
931,2,444
1856,8,1458
13554,6,NA
14365,144,NA
14379,183,NA
14368,239,NA
14384,245,NA
14391,146,NA
14370,240,NA
14433,146,NA
1748,10,NA
113,5,1641
866,2,768
555,85,636
2361,5,NA
14407,145,NA
9504,2,NA
14400,145,NA
14516,3,NA
14517,5,NA
14362,238,NA
14363,238,NA
12925,5,NA
14371,241,NA
14394,145,NA
14398,145,NA
14405,4,NA
769,78,329
8827,146,2272
1355,10,NA
14376,176,NA
14396,145,NA
286,2,NA
14366,239,NA
1640,4,1786
234,5,1445
2109,2,2481
303,196,2546
683,1,269
14390,10,NA
14383,244,NA
1438,4,NA
9252,145,2369
2110,2,1973
2450,4,1635
9247,145,2323
14373,243,NA
12859,2,NA
12892,2,NA
12847,138,NA
14377,176,NA
14387,6,NA
14434,146,NA
14436,146,NA
558,3,1985
7785,4,NA
690,2,274
7453,144,2394
14378,176,NA
12300,10,NA
14403,3,NA
14386,245,NA
14401,3,NA
14392,146,NA
12303,10,NA
33,4,2599
14393,4,NA
12302,10,NA
14438,10,NA
14437,4,NA
12963,138,NA
317,4,528
14411,4,2470
1605,4,2071
14444,2,NA
12961,138,NA
14113,3,NA
14402,3,NA
14406,145,NA
14381,144,NA
12272,2,NA
12322,144,NA
14397,2,NA
14389,10,NA
1063,37,862
1257,4,1198
14424,4,NA
14431,146,NA
14432,146,NA
14445,2,NA
580,4,1304
8236,146,NA
1752,10,NA
7487,6,NA
12335,11,NA
14443,4,NA
14442,10,NA
14449,5,NA
12264,2,NA
9430,144,2563
12696,4,NA
14409,4,NA
12700,4,NA
14408,4,NA
14404,145,NA
14416,2,NA
14419,2,NA
14420,2,NA
14421,2,NA
14422,4,NA
14423,3,NA
14425,4,NA
12848,2,NA
12849,2,NA
14430,146,NA
14448,5,NA
12852,2,NA
9193,145,2465
14453,145,NA
12851,138,NA
14429,145,NA
14454,3,NA
12853,2,NA
12854,2,NA
14427,4,NA
249,17,1412
400,4,73
14462,3,NA
14459,146,NA
14460,146,NA
14461,10,NA
14463,5,NA
14473,144,NA
14428,3,2446
500,2,147
2644,2,1909
14481,11,NA
350,4,38
107,2,2604
14466,6,NA
14467,6,NA
14468,6,NA
14465,6,NA
14469,153,NA
177,5,2337
485,4,606
919,5,1295
970,5,2106
14470,153,NA
14480,11,NA
14493,199,NA
14471,153,NA
14472,144,NA
14495,199,NA
182,2,1572
1002,196,831
387,17,561
1092,2,1875
14492,144,NA
14474,144,NA
14475,144,NA
14476,199,NA
9508,144,2560
2508,3,2473
14477,199,NA
14494,199,NA
1561,4,2141
12452,2,2422
14478,199,NA
323,53,531
14479,11,NA
12766,203,NA
13419,203,2656
248,2,1016
9122,2,2464
49,3,1220
8361,146,2246
14503,201,NA
8538,144,2477
1286,2,1252
14484,6,NA
14504,9,NA
1197,1,1006
337,2,30
1720,4,2064
2491,4,1759
750,2,719
631,4,665
1031,29,510
2474,117,1730
2488,5,1750
997,5,2346
14486,6,NA
14490,144,NA
912,81,787
14508,5,NA
1196,8,1004
14284,2,2510
13047,144,NA
12928,4,NA
8252,6,NA
8795,11,NA
7783,2,2180
4669,2,2052
77,6,2637
14564,5,2386
12295,4,NA
12935,4,NA
12941,4,NA
14541,203,NA
718,3,2403
9,2,2304
1191,4,998
8118,144,2449
1173,117,967
12324,146,2430
13049,144,2534
12587,5,2454
2008,11,NA
2051,3,1485
1527,4,2401
1129,38,1868
543,3,986
13988,146,NA
2500,5,1931
12297,4,NA
13424,203,NA
748,4,717
13054,144,2533
8906,3,2585
4447,2,1994
251,3,2582
932,29,796
446,5,2331
125,5,1475
7721,145,NA
20,4,2587
12406,247,NA
12710,145,NA
611,4,218
165,4,2208
12707,4,NA
12409,247,NA
12473,146,NA
12562,3,2490
13813,146,NA
13811,146,NA
13775,146,NA
12453,2,NA
13756,146,NA
1030,17,1073
7840,144,NA
13769,146,NA
7656,3,NA
13773,146,NA
746,2,313
14361,238,2549
632,27,666
411,4,82
1296,5,1270
14331,203,2658
660,2,249
13763,146,NA
13752,146,NA
9435,144,2565
53,3,2572
798,4,973
295,2,2366
24,8,1517
1526,4,1578
14549,3,NA
7470,4,2400
190,2,1126
13871,3,2502
14534,201,NA
2463,145,2322
12400,201,NA
8223,146,2271
1004,2,488
13242,5,2523
871,105,399
13164,146,2536
12863,2,NA
12431,3,NA
9733,2,2605
14395,4,2480
2268,3,2575
14089,3,2579
8231,146,NA
12298,6,NA
13729,146,NA
14029,3,2574
12276,144,2428
2487,3,1747
13725,146,NA
14550,11,NA
12871,2,NA
13721,146,NA
8391,3,2353
13719,146,NA
57,2,1288
12745,11,NA
1170,2,2094
8893,3,2506
13505,146,NA
483,4,135
13095,206,NA
601,2,653
12861,2,2612
13724,201,NA
14527,201,NA
12874,2,NA
14518,146,NA
1716,4,1763
14418,2,NA
12559,10,NA
957,2,459
521,25,2050
59,5,2339
325,2,20
13852,144,2559
14536,201,NA
768,3,988
18,5,1514
13655,201,NA
8785,145,2356
873,4,2475
2494,5,2621
801,2,1532
596,2,206
322,2,1849
644,5,1108
9550,144,2288
